	GeneSymbol	ENS96	baseMean	log2FoldChange(Ctr/Dexa)	lfcSE	stat	pvalue	padj
ENSMUSG00000025478	Dpysl4	ENSMUSG00000025478	2554.60433365563	0.058290969625174	0.251805386184985	0.231492147599859	0.816932485095217	0.999923294692819
ENSMUSG00000025482	Odf3	ENSMUSG00000025482	3.08407354776083	0.0429226735912647	0.803883124413529	0.053394171724377	0.957417848880706	0.999923294692819
ENSMUSG00000025484	Bet1l	ENSMUSG00000025484	755.441203509681	-0.0187279010415517	0.0917498978101051	-0.204119039786974	0.838260475955779	0.999923294692819
ENSMUSG00000025485	Ric8a	ENSMUSG00000025485	2342.35605167856	0.125138942438373	0.128232150564581	0.975878060902907	0.329124895312508	0.999923294692819
ENSMUSG00000025486	Sirt3	ENSMUSG00000025486	404.954594428891	0.0402775806012563	0.162714970788462	0.24753457168744	0.804494539442718	0.999923294692819
ENSMUSG00000025487	Psmd13	ENSMUSG00000025487	3451.14142318977	-0.0949018193011649	0.114183902081308	-0.831131337879725	0.40589943806375	0.999923294692819
ENSMUSG00000025489	Ifitm5	ENSMUSG00000025489	2.30545224654331	-0.761635105760463	0.921503049224073	-0.826513928957454	0.40851261996705	0.999923294692819
ENSMUSG00000025491	Ifitm1	ENSMUSG00000025491	1.87825483325705	0.00130341261089676	1.43458483300736	0.000908564332277493	0.999275070646517	NA
ENSMUSG00000025492	Ifitm3	ENSMUSG00000025492	254.62717675206	-0.0553163829687638	0.496076609796291	-0.111507742708286	0.911213726098571	0.999923294692819
ENSMUSG00000025495	Ptdss2	ENSMUSG00000025495	1451.01557608903	0.116596743232862	0.134275438148212	0.868340069046456	0.385208192897215	0.999923294692819
ENSMUSG00000025496	Drd4	ENSMUSG00000025496	3.16718470529986	0.23947453601232	1.11083540404605	0.21558057579014	0.829314698056613	0.999923294692819
ENSMUSG00000025498	Irf7	ENSMUSG00000025498	60.2987828433174	0.229793544439242	0.286701052569402	0.801509245884671	0.422836893611305	0.999923294692819
ENSMUSG00000025499	Hras	ENSMUSG00000025499	1753.55435977269	0.019218301929997	0.192429293957865	0.099872018104505	0.920445931574746	0.999923294692819
ENSMUSG00000025503	Taldo1	ENSMUSG00000025503	5434.78721076348	-0.0346534492238606	0.0926066384165041	-0.374200487312848	0.708255161467291	0.999923294692819
ENSMUSG00000025504	Eps8l2	ENSMUSG00000025504	3.13050509178893	0.212405291503501	1.41960319703997	0.149623001657357	0.881062059770515	0.999923294692819
ENSMUSG00000025505	Tmem80	ENSMUSG00000025505	797.357808864268	-0.000211671030363552	0.119510497191137	-0.00177115011098164	0.998586827410431	0.999923294692819
ENSMUSG00000025507	Pidd1	ENSMUSG00000025507	397.489668447837	0.0691622343254457	0.374101295783542	0.18487568769466	0.853326540668384	0.999923294692819
ENSMUSG00000025508	Rplp2	ENSMUSG00000025508	7412.34288371597	-0.0537543668448173	0.271730486861331	-0.197822362391928	0.843184049255829	0.999923294692819
ENSMUSG00000025509	Pnpla2	ENSMUSG00000025509	557.143996081532	0.334694634818745	0.12378527314946	2.70383242128188	0.00685448480753975	0.626224584822722
ENSMUSG00000025510	Cd151	ENSMUSG00000025510	598.091381979605	0.291798813824386	0.347650580688881	0.83934510693518	0.401275677945729	0.999923294692819
ENSMUSG00000025511	Tspan4	ENSMUSG00000025511	656.855349704625	0.040590972684013	0.396378764492284	0.102404508818744	0.91843560496921	0.999923294692819
ENSMUSG00000025512	Chid1	ENSMUSG00000025512	1433.42458750703	-0.0580872789893747	0.243464353122876	-0.238586381309211	0.811426326343839	0.999923294692819
ENSMUSG00000025521	Tmem192	ENSMUSG00000025521	134.738311254748	-0.0862474292586798	0.158836167012159	-0.542996163160231	0.587132444163882	0.999923294692819
ENSMUSG00000025525	Apool	ENSMUSG00000025525	337.765584736469	-0.127225890212567	0.310247229675352	-0.410079053230219	0.681747957934084	0.999923294692819
ENSMUSG00000025529	Zfp711	ENSMUSG00000025529	927.975252624326	0.0467655948541397	0.220537790338082	0.212052522982336	0.832066058511643	0.999923294692819
ENSMUSG00000025531	Chm	ENSMUSG00000025531	2436.95775056174	-0.0610434271639231	0.202261946815171	-0.301803814929683	0.762801622511723	0.999923294692819
ENSMUSG00000025532	Crcp	ENSMUSG00000025532	702.208740428413	-0.251556152687411	0.110929851339649	-2.26770476701702	0.0233472071175803	0.999923294692819
ENSMUSG00000025533	Asl	ENSMUSG00000025533	395.988359228077	-0.211507281000928	0.253053859896815	-0.835819224757811	0.403256609504957	0.999923294692819
ENSMUSG00000025534	Gusb	ENSMUSG00000025534	1026.31854059524	0.0262246444719152	0.109381552356459	0.239753815035033	0.810521113006372	0.999923294692819
ENSMUSG00000025537	Phkg1	ENSMUSG00000025537	17.5293091068286	0.0194264257910286	0.334332188712975	0.0581051614138962	0.953664863127788	0.999923294692819
ENSMUSG00000025538	Sumf2	ENSMUSG00000025538	641.702873481413	-0.0470047496448499	0.121816984007454	-0.385863679254886	0.699597631135732	0.999923294692819
ENSMUSG00000025544	Tm9sf2	ENSMUSG00000025544	3327.90899925781	-0.0396557146814835	0.0811180443763914	-0.488864283974589	0.624937783080704	0.999923294692819
ENSMUSG00000025545	Clybl	ENSMUSG00000025545	160.18196475819	0.0860651088289603	0.449222332122285	0.191586888439758	0.848065813764571	0.999923294692819
ENSMUSG00000025551	Fgf14	ENSMUSG00000025551	271.254612469996	-0.149163362260308	0.132179492761478	-1.12849095683457	0.259112633876819	0.999923294692819
ENSMUSG00000025555	Farp1	ENSMUSG00000025555	4520.59942013734	0.345647792128751	0.218855813159414	1.5793402383924	0.114258036984883	0.999923294692819
ENSMUSG00000025558	Dock9	ENSMUSG00000025558	1907.2524908111	-0.233043863994504	0.626175285692586	-0.372170332044875	0.709766033669395	0.999923294692819
ENSMUSG00000025571	Tnrc6c	ENSMUSG00000025571	2997.27176729042	0.0458758809496313	0.124436802077372	0.368668112517923	0.71237511955441	0.999923294692819
ENSMUSG00000025572	Tmc6	ENSMUSG00000025572	250.76087831417	0.127450626298809	0.574661200674172	0.221783941823963	0.824482080737651	0.999923294692819
ENSMUSG00000025574	Tk1	ENSMUSG00000025574	1554.81908304367	-0.30571094325516	0.52386330970083	-0.583570060345984	0.559509608222541	0.999923294692819
ENSMUSG00000025575	Cant1	ENSMUSG00000025575	1362.8387739968	0.158684161836384	0.135246658382977	1.1732945104421	0.240677722917954	0.999923294692819
ENSMUSG00000025576	Rbfox3	ENSMUSG00000025576	62.8468822714651	0.627944114316139	0.305880729836909	2.05290511321504	0.0400817810269308	0.999923294692819
ENSMUSG00000025577	Cbx2	ENSMUSG00000025577	692.286374600696	-0.0855049360950706	0.267700900457184	-0.319404738456404	0.74941961809894	0.999923294692819
ENSMUSG00000025578	Cbx8	ENSMUSG00000025578	670.531861796437	-0.0505021763834312	0.260600474461873	-0.193791574968218	0.846339084160507	0.999923294692819
ENSMUSG00000025579	Gaa	ENSMUSG00000025579	2952.24684569836	0.123845075194238	0.121485930132848	1.01941908053722	0.308004051503234	0.999923294692819
ENSMUSG00000025580	Eif4a3	ENSMUSG00000025580	4370.91961994595	-0.166687288790328	0.12731403401872	-1.30926091593185	0.190445983997352	0.999923294692819
ENSMUSG00000025582	Nptx1	ENSMUSG00000025582	1100.92625862081	-0.105996529214022	0.270665487382301	-0.391614498912109	0.695343073336539	0.999923294692819
ENSMUSG00000025583	Rptor	ENSMUSG00000025583	2479.34793641604	-0.0301375534531286	0.0960852146922851	-0.313654432158421	0.753783513246764	0.999923294692819
ENSMUSG00000025584	Pde8a	ENSMUSG00000025584	116.549131683433	-0.115194606201753	0.238551059150915	-0.482892872543809	0.62917180282506	0.999923294692819
ENSMUSG00000025586	Cpeb1	ENSMUSG00000025586	54.0186960393615	0.168806653957318	0.42383235265899	0.398286381155847	0.690419098133062	0.999923294692819
ENSMUSG00000025588	Nat1	ENSMUSG00000025588	1.74011152816843	-0.188257986404408	1.66421185459292	-0.113121406919949	0.90993430365611	NA
ENSMUSG00000025591	Tma16	ENSMUSG00000025591	564.606659946479	-0.0396894061520321	0.125682893373145	-0.315790041801445	0.752161877133708	0.999923294692819
ENSMUSG00000025592	Dach2	ENSMUSG00000025592	250.040864497581	-0.0444515969838915	0.389352412269025	-0.1141680276869	0.909104596364849	0.999923294692819
ENSMUSG00000025597	Klhl4	ENSMUSG00000025597	6.44121239875097	-0.162992117543274	0.572735387563695	-0.284585379360983	0.775961813854514	0.999923294692819
ENSMUSG00000025602	Zfp202	ENSMUSG00000025602	446.669917159492	-0.0831124855946474	0.116867416985495	-0.711169013044612	0.476979508071877	0.999923294692819
ENSMUSG00000025607	Copg2	ENSMUSG00000025607	2597.66564700777	-0.020450155403135	0.0846466826416749	-0.241594292474571	0.809094545048268	0.999923294692819
ENSMUSG00000025608	Podxl	ENSMUSG00000025608	536.796189810726	-0.112586317479497	0.192603164836909	-0.584550713768551	0.558849855923369	0.999923294692819
ENSMUSG00000025609	Mkln1	ENSMUSG00000025609	3557.67276483439	-0.0175114136550607	0.0763711036446389	-0.229293709523208	0.818640642329992	0.999923294692819
ENSMUSG00000025610	Map3k7cl	ENSMUSG00000025610	1.11631338244921	-1.59373242287805	1.38145974113213	-1.15365824672673	0.248640308219799	NA
ENSMUSG00000025612	Bach1	ENSMUSG00000025612	2810.30983423433	0.0141180379294309	0.172426806655271	0.0818784399206366	0.934743379313343	0.999923294692819
ENSMUSG00000025613	Cct8	ENSMUSG00000025613	9531.81892128998	-0.151839689034498	0.0611056782327784	-2.4848703659924	0.0129598618760689	0.892676921337429
ENSMUSG00000025616	Usp16	ENSMUSG00000025616	2899.87609792441	0.23748344341207	0.302900493661871	0.784031219431335	0.433021791850277	0.999923294692819
ENSMUSG00000025626	Phf6	ENSMUSG00000025626	4410.19707507245	-0.0754449030656945	0.116919427305259	-0.645272601863841	0.518750544505651	0.999923294692819
ENSMUSG00000025630	Hprt	ENSMUSG00000025630	557.859917004154	-0.266348151171021	0.311807982735393	-0.854205684006012	0.392991034359846	0.999923294692819
ENSMUSG00000025644	Gm7628	ENSMUSG00000025644	8.12550002036264	0.320188928305338	0.536418926344664	0.596900878362385	0.550573560818526	0.999923294692819
ENSMUSG00000025645	Ccdc51	ENSMUSG00000025645	274.059210042463	-0.0917824493967643	0.188523686781921	-0.486848368836196	0.626365790237964	0.999923294692819
ENSMUSG00000025646	Atrip	ENSMUSG00000025646	1157.13234870867	0.00839997076571809	0.0940979895267962	0.0892683340840777	0.928868659311899	0.999923294692819
ENSMUSG00000025647	Shisa5	ENSMUSG00000025647	873.293015205635	-0.00650651466623777	0.139440557041246	-0.046661565360164	0.962782963358788	0.999923294692819
ENSMUSG00000025648	Pfkfb4	ENSMUSG00000025648	356.050089019739	0.313936056755776	0.287985694628102	1.09010989994203	0.275664735870678	0.999923294692819
ENSMUSG00000025650	Col7a1	ENSMUSG00000025650	70.9611955888398	0.265337040894406	0.546434068731701	0.485579241993943	0.627265516965398	0.999923294692819
ENSMUSG00000025651	Uqcrc1	ENSMUSG00000025651	7585.53538048257	-0.0292395908224251	0.230247287197958	-0.126992118683622	0.898946636424785	0.999923294692819
ENSMUSG00000025656	Arhgef9	ENSMUSG00000025656	3580.91119687963	-0.0416867931678146	0.0879253994100572	-0.474115482528548	0.635417558536998	0.999923294692819
ENSMUSG00000025658	Cnksr2	ENSMUSG00000025658	184.90520677433	-0.0145087419046999	0.323874828855722	-0.0447973742076854	0.964268818072207	0.999923294692819
ENSMUSG00000025665	Rps6ka6	ENSMUSG00000025665	1656.09859999278	-0.165385757526109	0.147859508488691	-1.11853312118076	0.263339368863383	0.999923294692819
ENSMUSG00000025666	Tmem47	ENSMUSG00000025666	1329.59731342862	-0.00606555608138534	0.458047712648619	-0.0132421927102568	0.989434567670953	0.999923294692819
ENSMUSG00000025701	Alox5	ENSMUSG00000025701	38.9298910414741	-0.0345508381403791	0.367858824867031	-0.0939241790729586	0.925169386615717	0.999923294692819
ENSMUSG00000025702	March8	ENSMUSG00000025702	5480.53587202549	-0.0735941423202777	0.141517666087347	-0.520035020043745	0.603039166870097	0.999923294692819
ENSMUSG00000025722	Wdr73	ENSMUSG00000025722	825.208728414813	0.0244688845584569	0.122609698335525	0.199567284567466	0.841819016172554	0.999923294692819
ENSMUSG00000025723	Nmb	ENSMUSG00000025723	32.3140449919584	-0.0676617620970761	0.341970062902164	-0.197858729278398	0.843155595025165	0.999923294692819
ENSMUSG00000025724	Sec11a	ENSMUSG00000025724	1498.81386732199	-0.133163009538108	0.118925858590391	-1.11971451050653	0.262835439541424	0.999923294692819
ENSMUSG00000025727	A930017K11Rik	ENSMUSG00000025727	2.22969129046203	-0.591877142935373	1.15820017199698	-0.511031820963083	0.609328775082156	0.999923294692819
ENSMUSG00000025728	Pigq	ENSMUSG00000025728	2814.2808750941	-0.0248873972598903	0.13710429948757	-0.181521639750959	0.855958149222969	0.999923294692819
ENSMUSG00000025730	Rab40c	ENSMUSG00000025730	673.759944729793	0.0351034768059466	0.146280151800521	0.239974298453124	0.810350181359064	0.999923294692819
ENSMUSG00000025731	Mettl26	ENSMUSG00000025731	693.775827393856	-0.0884571849784271	0.135253094304173	-0.654012282924148	0.51310389222134	0.999923294692819
ENSMUSG00000025732	Mcrip2	ENSMUSG00000025732	207.844994601386	-0.0955773238850803	0.495818679925945	-0.19276668619939	0.847141694677604	0.999923294692819
ENSMUSG00000025733	Rhot2	ENSMUSG00000025733	1357.75796662305	-0.0611287427648736	0.213952757839117	-0.285711403686789	0.77509916975364	0.999923294692819
ENSMUSG00000025735	Rhbdl1	ENSMUSG00000025735	26.8190781666822	0.634184246406109	0.397576806435369	1.59512385063942	0.110684542950638	0.999923294692819
ENSMUSG00000025736	Jmjd8	ENSMUSG00000025736	1691.12929986324	0.211412427203108	0.276413626001221	0.764840830249714	0.444366331245663	0.999923294692819
ENSMUSG00000025737	Wdr24	ENSMUSG00000025737	1050.44194985196	-0.047544067933624	0.122966352462623	-0.386642906628264	0.699020588760459	0.999923294692819
ENSMUSG00000025738	Fbxl16	ENSMUSG00000025738	1429.0264996421	0.186493879124976	0.191774782024996	0.972462996207024	0.330820265218571	0.999923294692819
ENSMUSG00000025739	Gng13	ENSMUSG00000025739	1.20621622550012	-1.09030983874949	1.51686102214087	-0.718793497119893	0.472268164985291	NA
ENSMUSG00000025742	Prps2	ENSMUSG00000025742	2136.70024676446	0.379596023957738	0.179553717512368	2.11410840842987	0.0345060091909493	0.999923294692819
ENSMUSG00000025743	Sdc3	ENSMUSG00000025743	15318.3123803462	0.0106668427757918	0.148400725641553	0.0718786429761567	0.942698486514599	0.999923294692819
ENSMUSG00000025745	Hadha	ENSMUSG00000025745	8172.44782463023	-0.00262865223698837	0.0848480651098074	-0.0309806974806845	0.975284933462193	0.999923294692819
ENSMUSG00000025747	Tyms	ENSMUSG00000025747	1138.85984075285	-0.342161563584143	0.452152733389279	-0.756738903289037	0.449206302659263	0.999923294692819
ENSMUSG00000025754	Agbl1	ENSMUSG00000025754	73.6492147480529	0.667928027934227	0.659648957547161	1.01255072155022	0.311274807867768	0.999923294692819
ENSMUSG00000025757	Hspa4l	ENSMUSG00000025757	2347.36585569357	-0.0823575860107719	0.113811310573294	-0.723632700440035	0.469291260146296	0.999923294692819
ENSMUSG00000025758	Plk4	ENSMUSG00000025758	1509.2263788233	-0.238588103299858	0.383955423611423	-0.621395319945572	0.534339550583186	0.999923294692819
ENSMUSG00000025759	Mfsd8	ENSMUSG00000025759	569.769818686571	0.0364087998334272	0.143866306695103	0.253073848003818	0.80021114746595	0.999923294692819
ENSMUSG00000025762	Larp1b	ENSMUSG00000025762	303.989793669237	-0.0469188207050048	0.142395487531701	-0.329496541767586	0.741780407427192	0.999923294692819
ENSMUSG00000025764	Jade1	ENSMUSG00000025764	1678.8075073711	-0.0374786862570428	0.216961908615176	-0.172743162595968	0.862853314911984	0.999923294692819
ENSMUSG00000025766	D3Ertd751e	ENSMUSG00000025766	312.888736773055	-0.0399461570670782	0.152029477095075	-0.262752709739947	0.792741187206712	0.999923294692819
ENSMUSG00000025776	Crispld1	ENSMUSG00000025776	10.2518564563915	0.626069445510409	0.90064057546037	0.69513795244056	0.48696885233893	0.999923294692819
ENSMUSG00000025777	Gdap1	ENSMUSG00000025777	1537.26872651585	0.188839521092044	0.340690632515718	0.554284453604199	0.579384188156911	0.999923294692819
ENSMUSG00000025779	Ly96	ENSMUSG00000025779	8.12915180495678	0.617400707300646	0.551351720185572	1.11979465139393	0.262801279053067	0.999923294692819
ENSMUSG00000025780	Itih5	ENSMUSG00000025780	95.737507162624	0.222932419286277	0.237862828338727	0.937231011853655	0.34863974086646	0.999923294692819
ENSMUSG00000025781	Atp5c1	ENSMUSG00000025781	7120.67309440145	-0.128761085485073	0.130669658167357	-0.985393910804915	0.324430619504066	0.999923294692819
ENSMUSG00000025782	Taf3	ENSMUSG00000025782	584.56169229147	0.0569680371830277	0.131124887859932	0.434456327191534	0.663957102169155	0.999923294692819
ENSMUSG00000025784	Clec3b	ENSMUSG00000025784	7.75143054216873	1.46527096635052	0.833711945387339	1.75752665468859	0.0788280826641329	0.999923294692819
ENSMUSG00000025785	Exosc7	ENSMUSG00000025785	945.840638847379	-0.0720487928526247	0.148193010795973	-0.486182124687506	0.626838043910751	0.999923294692819
ENSMUSG00000025786	Zdhhc3	ENSMUSG00000025786	4508.0406969105	-0.081930537576067	0.103914560877944	-0.788441358784177	0.430438586852946	0.999923294692819
ENSMUSG00000025787	Tgm4	ENSMUSG00000025787	21.1727615348514	0.0265877390922455	0.355090628906054	0.074875924420072	0.940313432302216	0.999923294692819
ENSMUSG00000025789	St8sia2	ENSMUSG00000025789	11.005435756349	-0.401755432803112	0.542197820371094	-0.740975743001218	0.458708148179889	0.999923294692819
ENSMUSG00000025790	Slco3a1	ENSMUSG00000025790	402.971373161418	0.317567547557823	0.163677852078373	1.94019864951407	0.0523555525898081	0.999923294692819
ENSMUSG00000025791	Pgm1	ENSMUSG00000025791	1801.09544954378	-0.0875099385766409	0.199046473084744	-0.439645763225272	0.660193690296875	0.999923294692819
ENSMUSG00000025792	Slc25a10	ENSMUSG00000025792	518.253596856701	-0.12871459958825	0.456398200498495	-0.282022583453798	0.777926193781012	0.999923294692819
ENSMUSG00000025793	Hgs	ENSMUSG00000025793	816.882874167516	0.054672664856675	0.139200356291884	0.392762391656771	0.694494984104166	0.999923294692819
ENSMUSG00000025794	Rpl14	ENSMUSG00000025794	10655.804546028	-0.114250693308334	0.158733605774811	-0.719763737178734	0.4716704755452	0.999923294692819
ENSMUSG00000025795	Rassf3	ENSMUSG00000025795	851.314241839685	-0.831887003943387	0.683962896493383	-1.2162750468021	0.223880163826377	0.999923294692819
ENSMUSG00000025809	Itgb1	ENSMUSG00000025809	14691.3341538209	-0.0460411251129069	0.128826641866657	-0.357388226889915	0.720801189167387	0.999923294692819
ENSMUSG00000025810	Nrp1	ENSMUSG00000025810	429.171628588074	-0.323025442709637	0.27892004026599	-1.15812919861042	0.246811316003737	0.999923294692819
ENSMUSG00000025812	Pard3	ENSMUSG00000025812	2936.99467727466	0.0587593418302387	0.103088786818198	0.569987712959157	0.568686031790406	0.999923294692819
ENSMUSG00000025813	Homer2	ENSMUSG00000025813	1529.19000789983	-0.0533243136297297	0.0800063670839784	-0.666500874533623	0.505091004879825	0.999923294692819
ENSMUSG00000025815	Dhtkd1	ENSMUSG00000025815	49.9883684097605	-0.397945034067274	0.580507033206215	-0.685512855665799	0.493020351155785	0.999923294692819
ENSMUSG00000025816	Sec61a2	ENSMUSG00000025816	1275.25431907589	-0.0192736759955887	0.0995899337576539	-0.193530362641771	0.846543629558739	0.999923294692819
ENSMUSG00000025817	Nudt5	ENSMUSG00000025817	2370.0847584045	-0.163566899142259	0.118938796809411	-1.37521904988126	0.169063544092656	0.999923294692819
ENSMUSG00000025821	Zfp282	ENSMUSG00000025821	1999.59020177025	-0.0388838473067536	0.143938143883564	-0.270142758949343	0.787050427646167	0.999923294692819
ENSMUSG00000025823	Pdia4	ENSMUSG00000025823	7075.95666067701	-0.092567676412186	0.109034699300982	-0.848974473315691	0.395895496559102	0.999923294692819
ENSMUSG00000025825	Iscu	ENSMUSG00000025825	818.789943103441	0.0353709396624579	0.126027090221074	0.280661400659263	0.778970116999931	0.999923294692819
ENSMUSG00000025854	Fam20c	ENSMUSG00000025854	811.218152980536	0.0429109540551366	0.18000635543543	0.238385772276409	0.811581901470531	0.999923294692819
ENSMUSG00000025855	Prkar1b	ENSMUSG00000025855	837.382082833002	0.552504839893176	0.460272468211668	1.2003864624792	0.229989283996082	0.999923294692819
ENSMUSG00000025856	Pdgfa	ENSMUSG00000025856	544.461597997228	0.103431207524748	0.289821404520086	0.356879119042362	0.72118230230612	0.999923294692819
ENSMUSG00000025857	Dnaaf5	ENSMUSG00000025857	450.337377976309	0.140649594416723	0.190770200464053	0.737272352152433	0.460956742006335	0.999923294692819
ENSMUSG00000025858	Get4	ENSMUSG00000025858	1234.45255519796	0.012833337520002	0.264694245515884	0.0484836287052256	0.961330811497858	0.999923294692819
ENSMUSG00000025860	Xiap	ENSMUSG00000025860	3333.73600087186	0.0341400140660617	0.10756786332198	0.317381167680829	0.750954395138339	0.999923294692819
ENSMUSG00000025862	Stag2	ENSMUSG00000025862	7615.16862642111	-0.0376561190735344	0.111018821216104	-0.339186803291984	0.73446901008908	0.999923294692819
ENSMUSG00000025867	Cplx2	ENSMUSG00000025867	1187.22688079338	0.119465587198665	0.114979304572118	1.03901817499456	0.298796283570737	0.999923294692819
ENSMUSG00000025868	Higd2a	ENSMUSG00000025868	1682.92822350606	0.0987838468217624	0.142961211495556	0.69098355972475	0.489575872655535	0.999923294692819
ENSMUSG00000025869	Nop16	ENSMUSG00000025869	865.924570289033	-0.11766036734365	0.129992277737795	-0.905133515553753	0.365394658330839	0.999923294692819
ENSMUSG00000025870	Arl10	ENSMUSG00000025870	533.646710271394	0.0238557520811487	0.182842754362155	0.130471410608362	0.896193471804983	0.999923294692819
ENSMUSG00000025871	4833439L19Rik	ENSMUSG00000025871	7639.16827055969	0.104785012587264	0.111400325283543	0.940616756015378	0.346901291957442	0.999923294692819
ENSMUSG00000025872	Thoc3	ENSMUSG00000025872	1373.91039932747	-0.198518969084109	0.191112832464413	-1.03875269140326	0.298919768635008	0.999923294692819
ENSMUSG00000025873	Faf2	ENSMUSG00000025873	2524.62441818143	-0.0967169626541078	0.0642503785798679	-1.50531350619019	0.132243494412677	0.999923294692819
ENSMUSG00000025875	Tspan17	ENSMUSG00000025875	76.9809445476793	-0.019197768043839	0.342146969508512	-0.0561097123596222	0.955254406785307	0.999923294692819
ENSMUSG00000025876	Unc5a	ENSMUSG00000025876	496.175369435166	-0.000236023978974848	0.189070017743344	-0.00124834165560423	0.999003967725082	0.999923294692819
ENSMUSG00000025877	Hk3	ENSMUSG00000025877	2.40632850073298	0.426958322182301	1.11211658192465	0.383915076100565	0.70104139194302	0.999923294692819
ENSMUSG00000025878	Uimc1	ENSMUSG00000025878	775.910286663354	0.0995610850411678	0.135537553036032	0.734564574990519	0.462604719175372	0.999923294692819
ENSMUSG00000025880	Smad7	ENSMUSG00000025880	97.8251855547395	-0.347385434017896	0.295983360647266	-1.17366541571196	0.240529067985531	0.999923294692819
ENSMUSG00000025885	Myo5b	ENSMUSG00000025885	548.702090225541	1.13777444899174	0.598923598439496	1.89969881293077	0.0574726562127326	0.999923294692819
ENSMUSG00000025887	Casp12	ENSMUSG00000025887	19.2600953090385	0.239200318282231	0.429232127481398	0.557274963749299	0.577339578616506	0.999923294692819
ENSMUSG00000025888	Casp1	ENSMUSG00000025888	16.9148601672263	0.316808621724495	0.593141128404527	0.53412013861974	0.593258417438295	0.999923294692819
ENSMUSG00000025889	Snca	ENSMUSG00000025889	715.712078568549	0.0643824021143781	0.28285401350864	0.227617071137693	0.819943947441432	0.999923294692819
ENSMUSG00000025892	Gria4	ENSMUSG00000025892	4644.417507489	-0.010903944652913	0.318395891483071	-0.0342464992312652	0.972680587244127	0.999923294692819
ENSMUSG00000025893	Kbtbd3	ENSMUSG00000025893	237.229262535543	-0.0524510012318037	0.266643888052	-0.196708057383168	0.844056004411098	0.999923294692819
ENSMUSG00000025894	Aasdhppt	ENSMUSG00000025894	952.918416762316	-0.0244068644054456	0.149077084582973	-0.16371975930252	0.869951761763055	0.999923294692819
ENSMUSG00000025898	Cwf19l2	ENSMUSG00000025898	957.928589539304	-0.107630876609435	0.128462186903725	-0.837840918044609	0.402120054532416	0.999923294692819
ENSMUSG00000025899	Alkbh8	ENSMUSG00000025899	1902.52108185261	0.0457091782034704	0.128655370130532	0.355283873165142	0.722376935775541	0.999923294692819
ENSMUSG00000025900	Rp1	ENSMUSG00000025900	1.90509025960772	0.104166966376873	1.473429573554	0.0706969428648128	0.943638953991622	NA
ENSMUSG00000025903	Lypla1	ENSMUSG00000025903	1492.72340727792	-0.00453433075639502	0.123232198149496	-0.0367950164363238	0.970648447667212	0.999923294692819
ENSMUSG00000025905	Oprk1	ENSMUSG00000025905	1.2105427162062	-1.3813673896808	1.39658693806612	-0.989102326557345	0.322613079440472	NA
ENSMUSG00000025907	Rb1cc1	ENSMUSG00000025907	3100.03832233625	0.140538821930119	0.214053048799945	0.656560711085538	0.51146341849412	0.999923294692819
ENSMUSG00000025909	Sntg1	ENSMUSG00000025909	580.769113623462	-0.0363208113915428	0.616430632632153	-0.0589211656086157	0.953014899619581	0.999923294692819
ENSMUSG00000025911	Adhfe1	ENSMUSG00000025911	548.495510040706	0.171435040964342	0.1938239817593	0.884488283690501	0.376432684377592	0.999923294692819
ENSMUSG00000025912	Mybl1	ENSMUSG00000025912	2376.98649865331	-0.477164629404698	0.304524668138642	-1.56691617897916	0.117134285423591	0.999923294692819
ENSMUSG00000025915	Sgk3	ENSMUSG00000025915	1210.76766068703	-0.0851127548891017	0.183573623544752	-0.463643704610715	0.642903036465158	0.999923294692819
ENSMUSG00000025917	Cops5	ENSMUSG00000025917	2640.29084336962	-0.00288234174876063	0.0924419149715839	-0.0311800307214173	0.975125965346494	0.999923294692819
ENSMUSG00000025920	Stau2	ENSMUSG00000025920	1235.61487506907	0.0174658505837937	0.232090178489354	0.0752545872362061	0.940012153109015	0.999923294692819
ENSMUSG00000025921	Rdh10	ENSMUSG00000025921	298.608419581849	0.00451420832775138	0.117756480135561	0.0383351160170093	0.969420492821222	0.999923294692819
ENSMUSG00000025925	Terf1	ENSMUSG00000025925	462.268363558969	-0.140301481718608	0.187393885559868	-0.748698290232018	0.454039074426984	0.999923294692819
ENSMUSG00000025930	Msc	ENSMUSG00000025930	8.8127475824541	-0.546437954295515	0.513779573195978	-1.0635649659958	0.2875258202496	0.999923294692819
ENSMUSG00000025931	Paqr8	ENSMUSG00000025931	3892.64573851515	0.774920361799181	0.356783990443829	2.17195945601484	0.0298587211829785	0.999923294692819
ENSMUSG00000025932	Eya1	ENSMUSG00000025932	754.550798810013	-0.0981224392810975	0.332634591731353	-0.294985674130803	0.768004823420747	0.999923294692819
ENSMUSG00000025933	Tmem14a	ENSMUSG00000025933	215.462753123102	-0.130288434234707	0.130841938340766	-0.995769673599475	0.319362068364331	0.999923294692819
ENSMUSG00000025934	Gsta3	ENSMUSG00000025934	12.3978738180188	0.963928503623957	0.534844350640945	1.80225985834721	0.0715045309485953	0.999923294692819
ENSMUSG00000025935	Tram1	ENSMUSG00000025935	3482.83870063449	-0.0556147831660655	0.136591783706786	-0.407160530866562	0.683890088087693	0.999923294692819
ENSMUSG00000025937	Lactb2	ENSMUSG00000025937	258.166686724594	-0.137208112119173	0.322481407365128	-0.42547603981342	0.670489684572355	0.999923294692819
ENSMUSG00000025938	Slco5a1	ENSMUSG00000025938	413.962337454357	0.128941276695046	0.314969450542356	0.409377088708185	0.682262950748788	0.999923294692819
