Geneid	CD-coefficient	Significance
LOC101928622	0.0003949540846851113	-0.05119295029709814
LGALS9B	0.0003949540846851113	-0.04319284376268928
NTSR1	0.0003949540846851113	-0.044254559970161034
FAM131B	0.0003949484452030616	0.008632862545698172
LOC728485	0.00039494406989670257	-0.05243505714756724
PIN1P1	0.0003949428057210122	-0.0372534470792486
APH1B	0.0003949395067049483	0.027147129120835348
MAST1	0.0003949384265578544	-0.05265164445790005
SPAG6	0.00039493716623896264	-0.0056603191064716896
NAV2-AS5	0.00039493716623896264	-0.04796045817477501
MALL	0.0003949336522876076	-0.052725360056192216
GRIK5	0.00039493152675691294	-0.014599137100385018
PRSS8	0.0003949251171760638	-0.030830496627562987
C9orf50	0.0003949215332290453	0.03744796917471273
SMCO3	0.0003949114290577307	-0.009413897257100956
LOC102546298	0.0003949060283801207	-0.051708118864592645
SSUH2	0.00039490333106272194	-0.003990490138024105
DPY19L2P4	0.00039490333106272194	0.019791684327118503
IFIT1B	0.00039490255924786555	-0.02768499176683753
LOC100505716	0.00039489769158067235	-0.049512883512284334
GPC2	0.00039489682605615197	-0.012221613083281624
RLN3	0.00039486945648534643	-0.02347132687930442
ADCY1	0.00039486514012460766	0.013498389827535677
WNK2	0.0003948630845895755	0.0010690227427883059
ST3GAL6-AS1	0.00039485334430538186	-0.0038748275451423453
QRFP	0.0003948533098540546	-0.028452475802470567
LOC100506125	0.000394847670372005	-0.04965631127513581
C17orf78	0.000394847670372005	0.03740623867444921
ARID3C	0.00039483639140790606	0.029942234427327137
C15orf27	0.00039483126554723205	0.03724581702242247
BRCAT54	0.00039482197259190687	0.036268629150205456
KCTD16	0.0003948130633809087	-0.03661758193827752
ZNF341-AS1	0.00039480178441680974	0.0016191069672477632
ZNF385C	0.00039479845866327253	0.001639958250009399
DCST1	0.0003947753494286217	0.025628541107724806
FLJ42393	0.0003947523539157288	-0.0005320782713492678
S100A14	0.0003947356165768504	-0.019144163538906134
LOC101928530	0.0003947344928588466	-0.051169817252647465
CACNB1	0.0003947337800473799	0.03734427200029804
LDLRAD2	0.00039472514711268603	-0.04274655136811739
TMEM251	0.00039472429208257373	0.0008939493807581522
THCAT158	0.000394713830463509	-0.0002687058197867742
BBS5	0.0003947112437047945	0.03483722725776489
FAM78B	0.00039469419036111203	0.005330340899906583
CLDN5	0.0003946861860757692	0.03283710784651203
CIB2	0.00039465949289410113	0.0333650400274548
SLC2A2	0.0003946527884842234	-0.011800436992876473
COG7	0.00039460582035411344	0.03154918645673091
LOC646626	0.00039459746030761153	-0.05239268317450968
SH3BGR	0.00039456426129740724	-0.014699003299682434
MIR32	0.00039455471592037087	-0.051919902045479305
MIR4668	0.00039455471592037087	-0.051711945044422114
HOXB6	0.00039455471592037087	-0.023905913242527166
LINC01166	0.00039455471592037087	-0.04685665882257767
HK3	0.00039455471592037087	-0.02207960215601984
MIA	0.00039455471592037087	-0.052265049345631365
FNDC9	0.00039455471592037087	-0.0013990015340966666
GPR45	0.00039455471592037087	-0.013423246435437741
PTGDS	0.00039455471592037087	-0.02978815528705725
SLC2A9	0.00039455471592037087	-0.011733884508028258
SHANK2-AS3	0.00039455471592037087	-0.014392217091964588
MIR558	0.00039455471592037087	-0.0515516021859152
LOC100133286	0.00039455471592037087	-0.049068159741183004
MIR6126	0.00039455471592037087	-0.05148002432803839
PCDHB17P	0.00039455471592037087	-0.04047138496305658
TMLHE	0.00039455471592037087	0.0011407451570394356
IL33	0.00039455471592037087	-0.03003220708119242
LINC00623	0.00039455471592037087	-0.04516209694364426
C17orf105	0.00039455471592037087	0.03736517123178108
IGF2-AS	0.00039455471592037087	-0.028379051561425506
TMEM35	0.00039455471592037087	0.0009567522738882506
MUC16	0.00039455471592037087	-0.04916676272733245
EGR4	0.00039455471592037087	0.01619395392166062
ZAR1	0.00039455471592037087	0.0011864667662275785
HLA-DOB	0.00039455471592037087	-0.022207089000834734
MC3R	0.00039455471592037087	-0.05260775962347697
LOC101927179	0.00039455471592037087	-0.05047580261807
LOC101929372	0.00039455471592037087	-0.051459517068969673
PAGE5	0.00039455471592037087	-0.04163675008016965
EXOC3L2	0.00039455471592037087	0.01052478746365676
VAV3	0.00039455471592037087	0.0012040942953426281
MIR4284	0.00039455471592037087	-0.05181192739729057
LOC100505920	0.00039455471592037087	-0.04956535389470962
OXCT1-AS1	0.00039455307858099486	-0.0421499429330795
SLC30A8	0.0003945490764383213	-0.011658401308924815
MIR6839	0.0003945490764383213	-0.05124014953827305
FAM182B	0.0003945490764383213	0.007549417207319831
OR7E37P	0.0003945490764383213	-0.04273715525386412
FZD9	0.0003945490764383213	-0.0043581658353508135
MIR7854	0.0003945490764383213	-0.051096962445705996
FGF18	0.00039454747850007905	0.0013373407861237419
LOC101928909	0.00039454343695627175	-0.051327792636222835
LINGO2	0.00039454343695627175	-0.04806135781648224
LINC00938	0.0003945379474914253	-0.04605297077930265
IGF2BP1	0.00039453779747422227	-0.02839628851345488
INE1	0.0003945360664251803	-0.03065383792376669
BMP8A	0.00039453564651347183	0.035933451709104544
GOLGA6L5P	0.00039452574841132343	-0.011339245175202683
ATP6V1G3	0.00039452574841132343	0.03343189759558694
COMP	0.00039452574841132343	0.03097944813054801
ZHX1-C8orf76	0.00039452431787976314	0.0013078100848650243
LOC100131635	0.00039452010892927384	-0.04898935032118917
HTRA4	0.0003945039622979816	-0.026443230955623065
VWA3B	0.0003945039622979816	0.0010249237401164235
SH2D4B	0.00039448704385183303	-0.014727780961914183
VAX2	0.0003944851483189739	0.001201651322940367
POTEF	0.0003944757272026557	-0.034209711900802575
TICAM2	0.00039446470643203876	-0.00011014006220910755
FGL1	0.0003944644482385567	0.0009548229404906516
LINC01002	0.0003944590669499893	-0.046307033830092326
SNORD91A	0.0003944590669499893	-0.0067767458259300195
GBP7	0.0003944590669499893	-0.006562715967749988
C1QTNF9B-AS1	0.00039445687830416085	0.03754489899493224
LOC101927571	0.00039445394108931435	-0.050691607639955116
LOC101927972	0.0003944483016072647	-0.05092805300322906
FAM209B	0.00039443215497597276	0.006973188782987472
GRM5-AS1	0.00039443215497597276	-0.014988305153225745
POM121L9P	0.0003944313831611161	-0.03441902660138796
F13B	0.0003944208760118737	0.009910699283185997
LVCAT5	0.0003944039198806469	-0.0527138251524914
STX19	0.00039439960351990774	-0.002949278423019952
UFSP1	0.0003943903645625792	0.0014288946242233536
PLAC8L1	0.0003943644829074361	-0.03649106800931334
C2orf73	0.0003943603476539638	0.03764074829842273
FOXD2-AS1	0.00039436034270415733	-0.0018035591088135794
RFPL4A	0.0003943560312932246	-0.02466706408168684
LOC100129931	0.0003943134710915636	-0.048792399025006594
PCDHGB5	0.0003943086034243705	-0.04025776527356362
SLFNL1	0.00039429625953244434	-0.009965825669851713
SNX11	0.00039424818981085105	-0.00645540578021242
LINC01117	0.00039424011472187286	-0.0466510278773809
TMEM240	0.00039421500998901987	0.0008681831513659422
PLXNA4	0.0003941879659537381	-0.035541348941365514
CFAP69	0.0003941849465474315	0.0343304814819671
SMPD1	0.00039416944751750893	-0.009026724136538267
CITED1	0.00039416402783011106	0.03321481539517668
PNMT	0.0003941544422299765	-0.03519373600173681
BEST2	0.00039412389340613723	0.0354303077771632
CYP2W1	0.0003941045935332414	0.026870456257953784
LOC100506281	0.0003941018912660372	-0.04972066757371707
RPL13AP6	0.00039408173477667734	-0.021546840442070114
ADM5	0.00039407025001026396	0.015587124348397954
DMBT1P1	0.0003940653376672985	0.022126530577341902
CPXCR1	0.0003940653376672985	0.029973816440977297
AQP10	0.0003940653376672985	0.02804771169999025
CAPNS2	0.0003940653376672985	0.0371559291589319
HIST1H2BH	0.000394059698185249	-0.0213665406599734
DBIL5P2	0.000394059698185249	0.026158528640423118
AANAT	0.000394059698185249	0.000663777404452988
CFAP99	0.00039405457232457393	0.03430641121153183
LINC00907	0.00039405405870319955	-0.04591423079003287
TIAF1	0.00039405405870319955	-0.00012957346476072384
WASH7P	0.0003940528029239317	0.0010058407229279753
GPR52	0.00039404461648178513	-0.01345990677733
PALM2-AKAP2	0.00039404329336047486	-0.041503772437504804
LINC00557	0.0003940327862112325	-0.04495966971825527
EFCAB12	0.0003940327862112325	0.016868481793578166
GTF2IP4	0.0003940327862112325	-0.0161193255739418
RASAL3	0.0003940271467291832	-0.02655118766381437
TRPM8	0.0003940145840449093	0.0016816064807594344
FAM110B	0.0003940135701483885	0.00909702280337954
LOC105373300	0.00039400967697658163	-0.05190730608476701
QPRT	0.00039399353034528985	-0.028462003850116768
TRIM52	0.00039396333844632765	0.0016518128193271364
C3orf20	0.00039395533940717395	0.037637221044610925
GNLY	0.00039395533940717395	-0.010959519919563843
NWD2	0.00039395456759231724	-0.043658585689127394
ADAMTS2	0.0003939320113801767	0.012223887742397225
NBPF20	0.00039392585827675185	-0.047869986137532905
C8orf44	0.00039392144461879207	0.037519455153183404
LRRN4CL	0.00039391509293402804	-0.0526833155365094
ACP6	0.0003939123306051936	0.008046993358848975
ARHGEF26-AS1	0.00039390458578478595	0.029610346999811937
EGR2	0.0003938933068206867	0.01622392097954123
LOC100996583	0.0003938658812252958	-0.05020692349363276
IQUB	0.0003938554251508331	-0.03208810659393585
CBLN3	0.00039385292723673947	0.03691025439626375
TEN1-CDK3	0.0003938405111649348	-0.0007331216956719677
ZNF579	0.00039383241680406267	0.0019288532374325262
LINC00592	0.0003938307229277455	-0.04503460900737416
ACTG1P4	0.00039380458105252916	0.009454888491458749
LINC00515	0.00039379743905795653	-0.04479770678101397
UNK	0.000393768816233572	0.0014058236930405421
ZNF214	0.0003937514706813676	0.0014558091081411373
CAPN8	0.00039374203656072183	0.03716391774057347
C11orf65	0.00039373933152792744	0.03703232926723804
CHRM3	0.0003937385122403465	0.033653297359914375
ZNF154	0.00039372655110083885	0.0014021980959357805
PLD2	0.0003937256009015119	-0.03619433281412199
ANO9	0.000393704578036329	0.025513483546850776
PRKXP1	0.00039370229704308545	-0.03182716465716473
SLIT3	0.0003936659689025582	-0.009913400456812771
MIR302B	0.0003936659689025582	-0.05198233777260736
BCAR4	0.0003936659689025582	0.034924817929346166
FOLR3	0.0003936659689025582	-0.0015642417254612129
TH2LCRR	0.0003936659689025582	-0.0003456852706287261
KLRC4	0.0003936659689025582	-0.040238051737021274
SNAR-E	0.0003936659689025582	-0.008731846665049559
XIRP1	0.0003936659689025582	0.0010995446412339627
ARHGEF9-IT1	0.0003936659689025582	0.02985049547986468
RPS2P32	0.0003936659689025582	-0.020525653008552136
LOC100128573	0.0003936659689025582	-0.0486270065881535
LOC100132057	0.0003936659689025582	-0.049003738092241844
RBMS3-AS1	0.0003936659689025582	-0.02561971336705504
HGFAC	0.0003936603294205086	-0.02014570593525683
NCRUPAR	0.0003936603294205086	-0.04758121556771455
LINC00273	0.0003936603294205086	-0.04421224127964557
ITGA8	0.0003936603294205086	-0.03308568588100341
SSTR5-AS1	0.0003936603294205086	-0.004004227817106187
HAAO	0.0003936603294205086	-0.01732066624885059
KLRF1	0.0003936546899384592	-0.04026493157343902
MIR4484	0.0003936546899384592	-0.05176824160939886
C9orf106	0.00039364905045640954	0.03749763244259077
NDUFB2-AS1	0.00039364361037766605	-0.04727834664614339
LOC101929592	0.00039362777796444267	-0.05158372421408869
LIPJ	0.00039362777796444267	-0.04815031836445882
PMEL	0.0003936266706709758	-0.0354522971918535
ZNF716	0.0003936264925282115	0.0019467448023280376
UBQLNL	0.0003936221384823932	0.0014624449444807786
SNAP91	0.0003936214541370636	-0.00879088572693787
AGBL5-AS1	0.00039361594769389086	0.017444390608740343
MYO18B	0.00039361594769389086	-0.04868952777617952
APOL4	0.00039361594769389086	0.027750599076192345
FAP	0.00039361594769389086	0.004352094153677044
OR7E47P	0.0003936103082118414	-0.042729445551253686
LINC01061	0.0003936103082118414	-0.04649911736995882
OVAAL	0.0003936103082118414	-0.042234836639395534
BOK-AS1	0.0003936084520801168	0.03612362978541733
ASB4	0.00039360393631607	0.03147051452627675
STAC2	0.0003935990292477423	-0.003713753176145862
ZNF883	0.00039359416158054944	0.0013587808262056633
NAPSB	0.00039359416158054944	-0.048079949982597014
RNASEK-C17orf49	0.00039359416158054944	-0.023237973709511972
SBK2	0.00039359416158054944	-0.018273332852336344
LINC00323	0.00039359416158054944	-0.044380070009313766
KCNK4	0.00039359416158054944	-0.036037037793658355
SLC26A5	0.00039359416158054944	-0.012022192612195837
RAG1	0.00039359265735197077	-0.02717925220964046
TMEM255A	0.0003935772431344008	0.0009061226616291496
LOC340113	0.00039357237546720775	-0.052134835655245515
ADD2	0.00039357237546720775	0.013971284855343328
PRICKLE2-AS1	0.00039356673598515816	-0.032248168701126234
BLOC1S5	0.00039354340795816014	0.03581215429830259
DIRAS3	0.0003935285450470426	0.022931104286761095
DDT	0.000393520850029962	0.025186287226647203
PCDHGB2	0.00039351781198592893	-0.04028153108038668
WNT16	0.00039350470339867	0.0010759150082504387
CD79A	0.0003935041520922174	0.03569246310028856
CXCL14	0.00039349691190633556	0.02765739294812669
PSPN	0.0003934936632390103	-0.030025396005583738
LOC100288069	0.0003934708288212944	-0.04924311223838185
LINC00113	0.0003934396004865387	-0.043906136986126554
LINC01176	0.00039343853555871063	-0.04689365515100635
FES	0.00039342407734157734	0.0018082444628386707
USP2	0.00039340581915066575	0.0013482488752623034
NPIPB9	0.0003934039285676142	-0.04519080269755005
TDRD5	0.00039339880270693943	-0.0008312114968996864
GBGT1	0.000393382786166113	-0.006416031264252775
SNORD16	0.0003933794670784399	-0.0075441013623074316
MIR21	0.0003933614212687566	-0.0520468750479931
MAGOH2P	0.00039334288658832893	-0.052726679909702645
TECTA	0.0003933364925379251	-0.0007692500289090409
SNORA38B	0.00039332902767411846	-0.008226355511523953
ARMCX1	0.0003933266323932641	0.030589111399154385
RORC	0.0003932913234660059	-0.021886331681883253
ATAD3C	0.00039327454668251885	0.03205388508392971
OTUD7A	0.0003932666001378179	-0.0422657025479064
SRL	0.0003932666001378179	-0.004490142296741384
CSMD2	0.0003932666001378179	0.02907111546510724
MIR4326	0.0003932666001378179	-0.05179744655283958
LOC101929719	0.0003932666001378179	-0.05164905145962584
ERICH5	0.0003932666001378179	0.011879641340830471
TKTL1	0.0003932666001378179	7.189959465847551e-05
SLC6A7	0.0003932666001378179	-0.010485730623207568
A4GNT	0.0003932666001378179	0.0003821426436020226
LINC00336	0.0003932666001378179	-0.04444668855259276
LINC01386	0.0003932666001378179	-0.047433877800442004
UTS2R	0.0003932666001378179	0.0012445858566603185
LHX3	0.0003932666001378179	-0.04341818275421472
LMO7DN	0.0003932666001378179	-0.048434732844811534
IGF2	0.0003932666001378179	-0.028361811173384266
NEURL1-AS1	0.0003932666001378179	-0.04685041952520863
MIR3944	0.0003932666001378179	-0.05184328969388924
LINC01364	0.0003932666001378179	-0.04739870584751449
APOBR	0.0003932666001378179	0.027570235848729113
POU1F1	0.0003932666001378179	-0.034191467922564445
ZNF735	0.0003932666001378179	0.0019162637184902964
MTHFD2P1	0.0003932666001378179	-0.04942297360908754
LINC00431	0.0003932666001378179	-0.04454611464762814
LOC101928696	0.0003932666001378179	-0.05122502170838161
BTN1A1	0.0003932666001378179	0.03671980223423439
OR10A5	0.0003932666001378179	-0.04295980158509127
MIR2116	0.0003932666001378179	-0.052039556437111445
INPP5D	0.0003932666001378179	-0.031070063705226247
FOXG1-AS1	0.0003932666001378179	-0.0019885077850070876
MEPE	0.0003932666001378179	-0.05244874322537968
SELP	0.00039326096065576835	-0.01650528749450375
DMRTA2	0.00039326096065576835	0.022008413910746788
LPAR3	0.00039326096065576835	-0.05253197240095653
PRSS37	0.00039326096065576835	-0.030877738227903184
TUB-AS1	0.00039326096065576835	0.0016008357256572792
FLJ33360	0.00039326096065576835	-0.000329359406881502
LOC101927839	0.00039326096065576835	-0.05085225033587054
TCEAL5	0.00039326096065576835	-0.001073954204497518
FAM66C	0.0003932587353743939	0.005625133890778233
KIAA0408	0.0003932553211737188	-0.03758844192286337
HPR	0.0003932553211737188	-0.024387303325332066
LOC100996455	0.0003932553211737188	-0.050195170458819105
CPNE9	0.00039324968169166945	0.030160664324045405
LOC100996437	0.0003932490349594973	-0.05018338998030353
LINC01170	0.00039324404220961976	-0.04688441672464422
HOOK1	0.0003932418717188834	-0.023709595144299322
ARHGAP40	0.000393237386849558	0.029268918613179165
UROC1	0.00039321657892915055	0.0013820969800680816
LOC100507477	0.00039321657892915055	-0.050051705199775365
ASIC4	0.00039321657892915055	0.03173769166134774
LOC102724804	0.00039321093944710096	-0.051862711896873304
PRAM1	0.00039321093944710096	-0.032650506645820365
MRPL23-AS1	0.00039321093944710096	-0.05016640381630022
TACR1	0.00039321093944710096	-0.001962140062166551
TTC9B	0.0003932102070333792	0.0016330541797713316
HBZ	0.00039320529996505143	-0.018225932678680667
MACC1	0.00039320529996505143	-0.0527279488202656
UGT2B7	0.00039320529996505143	0.0014236698029955752
KAAG1	0.0003931947928158092	-0.03457544232174148
HLX-AS1	0.0003931947928158092	-0.0223531407732947
SVOP	0.0003931947928158092	-0.00241001863291046
LOC101927668	0.00039318915333375954	-0.05075465951584934
PROC	0.00039318915333375954	-0.031677344093481885
MIR5572	0.00039318915333375954	-0.051554802036228364
MIR933	0.00039318915333375954	-0.051069866082151694
RNF225	0.0003931778743696604	-0.022463673828350017
SLC46A2	0.00039317300670246744	-0.010871053153994947
MIR3175	0.00039317300670246744	-0.05193840205660827
FAM155B	0.0003931673672204179	0.008217577877128734
FAM217A	0.00039316150894602194	0.006735170863804429
P4HTM	0.0003931607629858007	-0.041886322448239977
MSX2P1	0.00039315454634266224	-0.0496375593866627
BRD7P3	0.00039314045524640133	0.03631921515604759
RSPH3	0.0003931368841379599	-0.019836579163286516
C19orf57	0.000393134443650198	0.037488246663063454
HOXC9	0.0003931271207472712	-0.02410188036696337
LOC391322	0.0003931271207472712	-0.05219252232193422
TNFSF4	0.0003931018151079201	0.0012723399579300798
PHYHIP	0.000393091552805931	-0.03787218512404422
SHISA9	0.0003930889298091565	-0.014189891806913546
ZNF257	0.00039307842265991433	0.001532477316627756
DACT1	0.00039307223187141086	0.02651809781181308
ATP4A	0.0003930660787679868	0.03293229201570521
CACNA1G-AS1	0.00039305996230010746	0.037360683865374625
TIGD2	0.00039302582728745764	-8.726296304872871e-05
DQX1	0.00039302048764181734	0.019641583161390586
ITIH4-AS1	0.00039301583876697317	-0.0334977998121076
FAM26E	0.0003930083020360066	0.006309406374937432
PCDHGA7	0.0003930011752591594	-0.04031321295846624
LOC101928865	0.00039298914558530255	-0.05130573443612013
LOC653160	0.00039297466902865977	-0.05240898169885644
KGFLP2	0.0003929740800371296	-0.037253397644682495
ATP2A1	0.0003929686103014226	0.03281953304754367
LAMP3	0.00039296068008195893	-0.041875387196389
SLC51A	0.0003929317058490724	-0.010713388819055703
FHAD1	0.0003929314687606894	0.0009001500226745174
WFDC2	0.0003929275311944686	0.0010379343868613944
LOC101928767	0.0003929066500067823	-0.051265676069350063
FLT1	0.00039290101052473297	-0.0007899950152364665
KCND1	0.0003928525823045021	-0.035404261690956784
IQSEC2	0.0003928433931321797	-0.03205566104558327
MIR6791	0.0003928051987865892	-0.051272866174238874
STAP1	0.00039279542405106866	-0.0036132106744996006
TXNDC12-AS1	0.00039279542405106866	0.0015575342763957112
RNF151	0.00039279542405106866	-0.022840342280292525
LOC100996255	0.00039279542405106866	-0.05014192474683016
AGMO	0.00039279542405106866	0.01766216280644669
CGB5	0.00039279542405106866	0.03418724229023823
LOC100192426	0.00039279542405106866	-0.04915277799247719
CCL27	0.00039279542405106866	0.036197767408270715
PLA2G4B	0.00039279542405106866	-0.03659546394572588
PCDHA13	0.00039279542405106866	-0.04055791003244413
LOC102724589	0.0003927897845690192	-0.05182981406087822
LOC100287792	0.0003927897845690192	-0.04922928983197211
WDR86	0.0003927736379377271	0.0010245883098612962
CALY	0.0003927736379377271	0.03725963799150152
MIR301B	0.0003927736379377271	-0.051987397962247384
LINC00173	0.0003927736379377271	-0.044008841877220484
LOC101928075	0.0003927736379377271	-0.05098252566959677
MIR6819	0.0003927736379377271	-0.05125474949368075
HNMT	0.00039275790623340866	-0.023152540800255805
OIT3	0.00039275671949157853	-0.04324104358007097
ADAM20	0.0003927551775779218	0.011359327943032817
LOC105372795	0.00039274384258923637	-0.05190416901324063
MIR765	0.0003927228843153379	-0.0511123678071263
PTGFR	0.0003927223265250774	-0.029674332263401215
LINC01607	0.0003927048421511858	-0.04803689347866258
MMP17	0.00039269872844889563	-0.05074501314250107
NOXO1	0.0003926958933836118	-0.04540292025245807
RHD	0.00039269413559863775	-0.024092599306092644
LOC102724699	0.00039268996573839864	-0.05184964665474989
NRN1L	0.00039268362844939507	-0.044663521438111364
LOC101060553	0.00039267905389517375	-0.050247827103417075
SPATA3-AS1	0.00039267905389517375	-0.005479647514646135
DYNLRB2	0.0003926779889673456	0.018157817328589315
TMEM234	0.00039267500510177105	0.0008513279563560072
LINC00466	0.0003926728631066705	-0.044612094331361984
LINC01314	0.0003926638238631834	-0.0472478006104699
TAS2R10	0.0003926397980292299	-0.0016042612715068127
KGFLP1	0.0003926387331014026	-0.037238713102926146
GIMAP2	0.00039263035580781495	-0.008376384473061216
UNC79	0.00039262851906513095	0.0014073251595325686
LINC00311	0.0003926279677586782	-0.04431311627509632
SULF2	0.0003926279677586782	-0.002713784105426109
LOC101927418	0.0003926279677586782	-0.050617177069252284
PDGFRA	0.0003926223282766286	-0.03947944826462124
LINC01133	0.0003926220700831464	-0.04675429389983776
CFL1P1	0.0003925890444068418	0.034251321274678115
FAM198B	0.0003925883765695684	0.007210647903989953
CELF6	0.00039258590283888377	0.034896731935176284
LOC285696	0.0003925843955319949	-0.0520886989431843
LOC642361	0.0003925795817051721	-0.05233260273686707
ZSWIM3	0.0003925784741301742	0.0005337967708474167
ABCA6	0.0003925774695641822	0.0019232478295710394
IMPG1	0.00039257495331057997	-0.03053681173431322
C19orf18	0.0003925548717666888	0.03745261993086743
FLJ27354	0.00039255040613985794	-0.00023706330209477544
ITIH3	0.00039254853974021167	-0.03346621235970415
BTBD16	0.0003925375189695948	0.0365932572970096
COL18A1-AS1	0.00039253110938874513	0.03144531087501479
SLCO1A2	0.00039252082103185024	-0.01013378924993269
SKAP1	0.00039251104629632925	-0.013584064913114924
MED18	0.0003925011022685275	-0.05251788866076951
AKAP3	0.0003925010904535409	0.019479011309721017
LINC01473	0.00039248903967458495	-0.04764284403919078
LOC100506071	0.00039247798121888887	-0.049617459830946065
TUBA4B	0.00039247164595866235	0.0015915144910394474
ZC3H12D	0.0003924200462007934	0.001227245932034604
OR2A7	0.0003923742691729867	-0.0429138840390586
LINC01031	0.0003923742691729867	-0.04642259198503662
LOC101927587	0.0003923742691729867	-0.05070747342940718
CRTAC1	0.0003923742691729867	0.029454249132988025
LOC100272217	0.00039237269730415153	-0.0491946130532076
F7	0.00039236862969093707	0.009780805369244527
SLC5A4	0.00039236862969093707	-0.010630226290300637
TEKT2	0.00039236862969093707	-0.000746718490027054
RALGAPA1P	0.0003923629902088876	-0.027092289303275452
EXOC3L1	0.0003923530837248229	0.01054096135031829
LOC101927237	0.0003923453016639391	-0.05053069501635299
LRRC17	0.0003923453016639391	-0.05261778545546236
SLCO1C1	0.0003923453016639391	-0.010098192642718606
APCDD1	0.0003923412233291474	0.027007560650682917
UGDH-AS1	0.00039232689426491366	0.001426720973052853
IL34	0.0003923178760685479	-0.030049095969007844
MIR26B	0.0003923122365864984	-0.052004983668512084
TCHH	0.0003923122365864984	-0.0009748053819218505
BSCL2	0.0003923108574406035	0.03650446297132226
MASP1	0.0003923065971044488	-0.05265335680469074
LOC101927543	0.00039230040631594687	-0.05067568957499502
IZUMO1	0.00039227862020260523	-0.03390722167394972
FAM186A	0.00039227862020260523	0.007464905567242275
LOC101928809	0.00039227349434192997	-0.051279080925223375
HOPX	0.00039227272252707337	-0.023763233165925213
SLC30A2	0.00039226785485988065	-0.011714951528126849
GSX2	0.00039226785485988065	-0.015785083323822502
GIP	0.00039226221537783107	-0.008522894121039681
LOC399715	0.0003922560245893288	-0.05220021293848365
SOSTDC1	0.00039224606874653907	-0.005995801129512146
ARMCX5-GPRASP2	0.0003922423941681654	0.03065752286979457
C11orf98	0.0003922413852649258	0.03710836782948532
C1QTNF8	0.0003922396197645547	0.03754081471987901
LINC00477	0.00039222859899393784	-0.04471058459031152
MIR6755	0.00039222859899393784	-0.051340427311589276
USP51	0.00039222428263319754	0.001280311071549356
DRAIC	0.0003922130036690984	0.01961413722108768
CCHCR1	0.00039220779385743226	0.03622190323659466
PDE6H	0.00039220527096693966	-0.039569157974140956
MYCBPAP	0.00039219604753787157	-0.04892383619572527
C9orf139	0.00039219040805582193	0.03748313008702457
CD38	0.00039216518449596466	0.03579310091795557
ARPP21	0.00039216169874025655	0.03088385708054011
LINC00618	0.0003921590707936743	-0.045130381597840885
ZNF483	0.0003921442289876552	0.001766438730598674
ZNF815P	0.0003921288629238347	0.0017084957046918925
TMEM191B	0.00039210073108159526	0.0007454996899270983
HEPHL1	0.00039207707054049294	-0.019523715043393786
CCDC136	0.0003920282101656454	0.03669382788635228
LOC101929234	0.00039202704933182555	-0.05143052374781304
SEPT7-AS1	0.00039200908425388427	-0.016006383344898012
LOC100289361	0.0003919844649032818	-0.04933223530994196
LINC00856	0.00039192414678585727	-0.04571259104023667
LOC644189	0.00039190667703325614	-0.05236977247925584
LRRC32	0.00039190667703325614	-0.05263126374024779
MIR3134	0.00039190667703325614	-0.051961863667067065
FBXL16	0.00039190667703325614	0.003589182284762571
MIR548O	0.00039190667703325614	-0.05156754409577369
OOEP	0.00039190667703325614	-0.043104692811026135
HPX	0.00039190667703325614	-0.024547457052324084
IRGM	0.00039190667703325614	-0.03242819745182013
LOC101927911	0.00039190667703325614	-0.05089283863455479
OVOL3	0.0003919010375512065	-0.04217311040854255
PXDNL	0.000391895398069157	-0.028728502420220625
GJB7	0.0003918897585871075	-0.008778853205863357
MIR199A1	0.0003918848909199145	-0.05205417058617001
RFTN2	0.0003918848909199145	-0.024618406529311354
UBXN10	0.0003918848909199145	0.0014503475505518448
RUVBL1-AS1	0.0003918848909199145	-0.01935001131457792
CHRD	0.0003918736119558152	0.033687969510467375
AMPD3	0.00039185697775732405	0.022719799570091397
UTAT33	0.0003918466999817987	0.0012635537759329019
TCN1	0.0003918466999817987	-0.0009549561515654892
NLRP12	0.00039184537686048925	-0.04599109293891879
MT1H	0.00039184537686048925	-0.0496002258825442
CIB3	0.000391834869711247	0.03335764362485091
ST3GAL5-AS1	0.000391834869711247	-0.0038881218466899625
SMTNL1	0.000391834869711247	-0.008950881527846288
SNORA14B	0.0003918345931782566	-0.008423019709576818
WFDC13	0.00039183413729752505	0.001036766397230604
PDHA2	0.00039183413729752505	-0.03944674238942192
ISM1-AS1	0.0003918292302291974	-0.03270163994782854
LOC728084	0.0003918292302291974	-0.05242909213958802
PSAPL1	0.0003918239232612533	-0.030754843630259265
PRODH	0.00039181908065740877	-0.03164924346979203
TMEM27	0.00039181870458500383	0.0009399284027716837
FAM209A	0.000391807444115856	0.006990178326378216
MT1L	0.00039180154644032425	-0.049584180565496516
SNORD11	0.00039179030687736124	-0.007691917598203757
KCNH5	0.00039177847660680823	-0.03561658691855052
C19orf35	0.00039173618810029977	0.0374634399530545
PKN2-AS1	0.00039173519749309674	-0.0367342672097416
CXorf58	0.00039173358125881594	0.027463388362876734
NPY1R	0.0003917308729053221	-0.045041597834087455
CHRNE	0.00039172208350236957	0.03355627841018341
CTDSPL	0.0003917208166585464	0.028416169088842813
C14orf37	0.0003917159404679473	0.03722998344360379
PRR26	0.0003916848831714577	-0.0312078794510402
LOC100128076	0.00039168466266305485	-0.048542970493160253
STAB1	0.00039168440618562805	-0.003734049775902748
