	CD-coefficient	Significance
AW554918	-4.9639631799570225e-05	-0.02994206916794169
WDR47	-4.9683145172731026e-05	-0.018598866762847388
MSANTD4	-4.979535684365991e-05	-0.11166343309700588
KCTD14	-4.984496834778751e-05	-0.10918156451428235
DHX58	-4.98678847005918e-05	-0.06192483826718698
IFITM10	-4.989289714779985e-05	-0.10710066906125632
PHC1	-4.992855094059795e-05	-0.11117149190334841
HIPK3	-4.994895311562931e-05	-0.10581999177359053
KANK3	-4.9981451357458355e-05	-0.10900409924988724
NABP2	-4.9983608029657946e-05	-0.11184730514721564
GM14675	-5.004456777327757e-05	-0.08983854910818972
P4HTM	-5.0065679334186875e-05	-0.11171615840185734
BC023829	-5.0066433434208776e-05	-0.0323057420021481
NOTCH4	-5.010253583505285e-05	-0.11196634706640751
GM11604	-5.012647419393765e-05	-0.0835272660824031
TNS3	-5.021237952584259e-05	-0.05097589090719579
IDUA	-5.0228312138905585e-05	-0.10700337008107275
GM15614	-5.024585758595233e-05	-0.09143295100075749
VIPAS39	-5.037582749329173e-05	-0.022861858865977358
WDR35	-5.043266293130642e-05	-0.018988629058367512
GM17234	-5.0455211912198236e-05	-0.09492851613955983
CSTF1	-5.047138183628572e-05	-0.055682802476132054
ACAD10	-5.0491158503245375e-05	-0.012349039902233079
AGO3	-5.051598431684802e-05	-0.016414120715603588
WFDC17	-5.055720111464996e-05	-0.017454589600056303
GM7363	-5.055865174693892e-05	-0.1023959685421878
1700064H15RIK	-5.0569829870325334e-05	-0.0025013886807566813
NGLY1	-5.058409904573042e-05	-0.11196983341542366
SWSAP1	-5.064738563871283e-05	-0.07203991720472813
GM26542	-5.06870118918779e-05	-0.09875180168463432
GM15448	-5.0722746444674077e-05	-0.09090727587575415
TESC	-5.0858134465876015e-05	-0.0649440271323588
WHAMM	-5.088152259382907e-05	-0.017325192438740977
COMMD9	-5.090661795965996e-05	-0.05278898880566649
GM16335	-5.102032710324791e-05	-0.0937773948918777
GM11619	-5.10717833112671e-05	-0.08355998971997014
GM12005	-5.1074484110093294e-05	-0.08450728581598937
LMAN2	-5.107976303224963e-05	-0.11003702301403384
GM23037	-5.1086751240064085e-05	-0.09718293557309554
GM13018	-5.113119418023614e-05	-0.08665771464467437
RHOX8	-5.117746543917545e-05	-0.1041717990112826
GM17106	-5.1189613580574066e-05	-0.09461348047648199
STX3	-5.1262280682975456e-05	-0.0738896962061073
CCDC71	-5.127334379281555e-05	-0.041697030776114946
VAMP2	-5.135205886707684e-05	-0.024295187575893218
CNN3	-5.138009536656233e-05	-0.051544096778778165
GM13919	-5.14691669890202e-05	-0.08850369650710671
PPP6R3	-5.1569279106388555e-05	-0.10943408101562935
NRIP2	-5.1596738230169234e-05	-0.11194219587452348
SNORA3	-5.1603435087104e-05	-0.08371699707674651
ZFP82	-5.1658004592795334e-05	-0.0017189720820414145
GM20463	-5.1679194518627264e-05	-0.09589750269222802
MLH3	-5.168707791083739e-05	-0.11132490810038048
LEMD3	-5.172835551014627e-05	-0.10986684128359542
PEX11A	-5.176937676794397e-05	-0.11130178804408197
GM16731	-5.179212684500121e-05	-0.09421840797840753
IGKV2-109	-5.185655874346961e-05	-0.10774982237194664
1700010D01RIK	-5.185911184567659e-05	-0.0015426580091135512
GM11510	-5.1948637078639766e-05	-0.08333053611440483
TFPT	-5.208855433258318e-05	-0.06387175698722691
ARMC9	-5.209748434800221e-05	-0.025519610928263797
AK7	-5.212825108900345e-05	-0.01771001197258406
URGCP	-5.214923165947463e-05	-0.02681635034574381
DDX25	-5.2267528668950176e-05	-0.060179527799775895
POU6F1	-5.227192939570746e-05	-0.10996321666556641
GM13402	-5.230171057695909e-05	-0.08745891139090145
TNFSF12	-5.231496935043291e-05	-0.0518866805959336
AKAP8L	-5.234033432894431e-05	-0.01799970991111543
AP1AR	-5.246198400384519e-05	-0.02177323043251285
TMX3	-5.2465952992903484e-05	-0.052778826460397776
NNAT	-5.2533259212749945e-05	-0.11197310650450776
FOXRED2	-5.254482323336044e-05	-0.0772920239957082
GM12042	-5.2574996749864654e-05	-0.08459552552919519
GM26722	-5.259537692830777e-05	-0.0993463801401323
LYSMD4	-5.26353794065967e-05	-0.11047742764143542
ITFG3	-5.2649550407672385e-05	-0.1087259322593887
RBKS	-5.271037071738189e-05	-0.10579623612761935
CTNS	-5.271338958083486e-05	-0.05619158511818731
TUBD1	-5.271896272079598e-05	-0.03513253444495179
NXT2	-5.284005332686397e-05	-0.1118750641319628
ZFP335OS	-5.284483312737975e-05	-0.006919324553209649
ZFP688	-5.290116190819033e-05	-0.0029599498641388333
GM17251	-5.291130535377191e-05	-0.09495274135919679
PTTG1IP	-5.29455037591399e-05	-0.10767283949636253
KDM4C	-5.30732160618533e-05	-0.10925579681495273
TTC7	-5.314311960834349e-05	-0.03647500937316939
AP3M1	-5.320730583619884e-05	-0.022112697426411185
GM26610	-5.320911118200849e-05	-0.09901184950338571
FBXO33	-5.327317045228872e-05	-0.0749936481609916
ZFP963	-5.333826216441409e-05	-0.0010711854427682965
MAP2	-5.335995680247022e-05	-0.11061237894793674
CRCP	-5.3512239697335506e-05	-0.054461220582031816
4933439K11RIK	-5.3523662520059486e-05	-0.0069061723560832275
STAU2	-5.360216240104025e-05	-0.07553207856344901
GM10805	-5.374685423407956e-05	-0.08251951445882616
AJUBA	-5.3773060612199594e-05	-0.01754323446400203
ANKRD39	-5.378040342558263e-05	-0.021021538846046475
GM15369	-5.3798290176260735e-05	-0.09067160876797242
RBBP8	-5.3869857176796945e-05	-0.10584105767994056
MITF	-5.391164841994414e-05	-0.1112957451621795
CAML	-5.392998024539897e-05	-0.03863503669662181
SNX19	-5.394294927035383e-05	-0.0823728950069279
PDCD7	-5.409186587016986e-05	-0.11146963502193397
4930439A04RIK	-5.415582700877794e-05	-0.005738798787317329
4930522L14RIK	-5.432946554718463e-05	-0.006086267862783951
GM11807	-5.4349734813047e-05	-0.0840429494059618
PTGER2	-5.436577961517698e-05	-0.10807235489391787
PPP6C	-5.4386087612216646e-05	-0.1094493142433739
GM12139	-5.4432953782519825e-05	-0.08476030506192286
GM15838	-5.451426618178027e-05	-0.09210026317454956
GM13238	-5.458932822094805e-05	-0.08710268601092944
GM12517	-5.46012825570902e-05	-0.0856966587039435
GM8225	-5.470894814570412e-05	-0.10271059178325526
ACTR5	-5.4746987281763274e-05	-0.013940456701091883
GM12630	-5.475195516884305e-05	-0.0858919387729791
GM22075	-5.480052573718605e-05	-0.09677359945732872
DNM3OS	-5.4812649067998916e-05	-0.06356782138024028
ZNRD1AS	-5.484247932386051e-05	-0.00136555148365336
GABBR2	-5.485318865579695e-05	-0.07841224633601296
GRPEL1	-5.487348622114681e-05	-0.10450938659924319
FAM222A	-5.487945677771953e-05	-0.07329573203564654
FGFR2	-5.490275414630507e-05	-0.07596835921706127
DET1	-5.511999784877682e-05	-0.06113545866170256
GM9311	-5.519356736192869e-05	-0.10301585685975417
TMEM183A	-5.520908293192721e-05	-0.056849338625943435
USP4	-5.526251292076952e-05	-0.025477607207815445
GM16283	-5.53410190620007e-05	-0.09361150560110493
SLFN8	-5.540833498064109e-05	-0.08656376285922929
ADAMTSL4	-5.542838789934862e-05	-0.01472262558058681
NAT9	-5.5443180661465894e-05	-0.11187881585326398
6430550D23RIK	-5.551384947796702e-05	-0.007660325230158509
GM15791	-5.567727729306749e-05	-0.09193854533550944
AI838599	-5.569679177284469e-05	-0.01716790887208748
BAG6	-5.5712261212496516e-05	-0.03146310714749573
SLCO4C1	-5.573766526071599e-05	-0.0867148905284254
FBXO36	-5.5750644667963225e-05	-0.07502081516796053
GM21596	-5.575378560163261e-05	-0.09647053422546409
CD200	-5.5851115908723636e-05	-0.04340697105031474
ZFP772	-5.589978434580041e-05	-0.002191799636241054
GM16259	-5.599203620294032e-05	-0.09355346474945964
GM14419	-5.600284182560691e-05	-0.08950028829043405
MIR22HG	-5.605077839996571e-05	-0.11128005953242798
A730061H03RIK	-5.6057048233075685e-05	-0.009913345838240176
PIGL	-5.607649718229545e-05	-0.11098811980427825
CSRNP1	-5.608627923085017e-05	-0.055538214778401956
AF251705	-5.6108424659172294e-05	-0.015811281109942968
PPAPDC2	-5.612390641243344e-05	-0.10992498910009552
CHIL6	-5.619083558332273e-05	-0.048638734932058156
TMEM214	-5.619650750989224e-05	-0.05612257840969237
GM26838	-5.625004622866133e-05	-0.09974121507850181
GM15823	-5.6256198259892076e-05	-0.09204104025661941
HFM1	-5.630640071392644e-05	-0.10567151320075929
VMN2R97	-5.6357025415292866e-05	-0.022208181090440315
LEMD2	-5.6387172116388776e-05	-0.10986422787592337
GM4853	-5.6420831985033186e-05	-0.10126908954811598
GM16049	-5.64845742950168e-05	-0.09280085604044591
GM11969	-5.6500457896398307e-05	-0.08440805162190351
SHB	-5.651067235736168e-05	-0.09290183332087243
CCDC181	-5.653317131681893e-05	-0.041130580027009464
PRL8A1	-5.657101690344408e-05	-0.10902469863527531
PROX2OS	-5.65936705631056e-05	-0.10890053683687784
GDPGP1	-5.661970596772325e-05	-0.07963028910818051
ZFP946	-5.6654668423009254e-05	-0.001123298276167084
F10	-5.666513170529655e-05	-0.07145462845603495
FAM179B	-5.666869456123992e-05	-0.07274171836254162
GM18852	-5.671913081761822e-05	-0.09546936465795014
TMX2	-5.6730537532923575e-05	-0.05281165136560062
RPS12-PS9	-5.677149443272749e-05	-0.10073322808865781
RAB3D	-5.679194661352725e-05	-0.10695947046390653
MTR	-5.681490920253761e-05	-0.11175185454762204
TLK2	-5.6837941082342816e-05	-0.060501922320249646
GALK2	-5.690448831588088e-05	-0.0785948350042634
SLC9A6	-5.69256160718902e-05	-0.08692998551410702
IGKV3-10	-5.695359265968014e-05	-0.1077624830743869
GM10509	-5.701354042076643e-05	-0.08197508426468814
FKBP1B	-5.705182561577072e-05	-0.0763247487817165
B3GALT5	-5.711534444533029e-05	-0.030634217151948778
NPRL2	-5.71802597202904e-05	-0.11195911475419429
TMEM184C	-5.723508995772035e-05	-0.056754452607579164
CNIH4	-5.724449526213297e-05	-0.05149287136289665
DXBAY18	-5.727721553017349e-05	-0.06534190314371069
LARGE	-5.7388281902432014e-05	-0.10974199065548729
RAPGEF4OS2	-5.744605618911115e-05	-0.10619907656440108
GM11832	-5.7468230650266985e-05	-0.08410948401381305
1700049G17RIK	-5.753847891817873e-05	-0.002344711507054743
PRPF6	-5.757185127528383e-05	-0.10882619819153894
1700030K09RIK	-5.7585166393058395e-05	-0.0020791142406869304
GM15959	-5.760418486867571e-05	-0.09254376811050063
PPP2R5B	-5.761405331113645e-05	-0.10951443250767368
BC026585	-5.766668809029747e-05	-0.03236201343361862
GAL	-5.7718218261370435e-05	-0.07854264309190886
MRPL16	-5.779775575992098e-05	-0.111539236213957
FRY	-5.7799269859716435e-05	-0.07754664612973161
A930019D19RIK	-5.7813125270329134e-05	-0.010203723365012962
ZFP40	-5.7835337922916006e-05	-0.006262625026495328
GM26566	-5.7838106739725156e-05	-0.09884881226884157
GM13664	-5.7865595462892986e-05	-0.0880437221667777
CKAP5	-5.789679652442046e-05	-0.04971649316608892
ATG10	-5.79094635894452e-05	-0.027378055259590237
SFXN3	-5.791919277462087e-05	-0.09374079061236973
FICD	-5.796699752831551e-05	-0.07613950076955431
9330161L09RIK	-5.819583747468185e-05	-0.008359530785054844
UQCRFS1	-5.821118185625457e-05	-0.026991368488630707
GM13285	-5.8211408908436756e-05	-0.08723741882081543
GM15384	-5.825497600735271e-05	-0.09071514059324581
JARID2	-5.838759530978141e-05	-0.10892452368299821
GM10012	-5.843979177409893e-05	-0.08086691748768368
GM17271	-5.845438594175164e-05	-0.09497690152239535
SHF	-5.845841193681724e-05	-0.092771516279468
CAMTA2	-5.849474362557411e-05	-0.03872455030154151
ADAMTS20	-5.8503078907690114e-05	-0.014586452491047452
SPAG9	-5.8610800259392434e-05	-0.08097174583145428
ZFAND2B	-5.861107563522122e-05	-0.009443628990025044
BC049352	-5.8770976526995356e-05	-0.032736342715211295
CENPP	-5.88624705008704e-05	-0.046849461504735304
GM15576	-5.886501215783222e-05	-0.09131536609965563
SERPINB10	-5.887946857010255e-05	-0.09475661497617838
2010012O05RIK	-5.889243461988504e-05	-0.003494641998406786
GM6689	-5.890494250565299e-05	-0.1020964204295019
TRDMT1	-5.8933238081375245e-05	-0.04383287051675555
GM20109	-5.895963626568076e-05	-0.09566644315134809
DTD2	-5.8993123016483565e-05	-0.06476240532652208
GM14690	-5.904750394357369e-05	-0.08989384876118517
BCL7C	-5.924556626538288e-05	-0.03367350645616708
ZFP820	-5.9274431962141514e-05	-0.0016937250285757877
GM23260	-5.929733010067404e-05	-0.09729158751664346
GM11499	-5.930285296997409e-05	-0.08329793010135811
ERP27	-5.930630163401609e-05	-0.0703537948114373
MIIP	-5.934282943678057e-05	-0.11125644317175193
KLK8	-5.9483575156307434e-05	-0.10954875072993425
TERT	-5.9501668562677826e-05	-0.06503740487754639
FAM173A	-5.9517492174284265e-05	-0.07263053868174876
SLC35A3	-5.9534106501416575e-05	-0.0889410304651177
ALS2CR12	-5.954194720506281e-05	-0.019431520253899416
ORAOV1	-5.9568350410800795e-05	-0.11179302161812787
PAOX	-5.9618087990383796e-05	-0.11165111016401175
GM11954	-5.964934234011567e-05	-0.08436417208732583
SLC35C2	-5.9655458875761964e-05	-0.08877666928371952
IL22	-5.966814035434582e-05	-0.10816340984138373
ZDHHC14	-5.969555362694189e-05	-0.01026552625589705
DCST1	-5.972542936389e-05	-0.05950363377287621
GPT2	-5.973210267166125e-05	-0.10431491533120951
GM26792	-5.974513509852419e-05	-0.09958110147182808
GM14472	-5.978430974053386e-05	-0.08965406694004674
DTNBP1	-5.9801872320533385e-05	-0.06482347253717227
TRBV17	-5.9822775843803154e-05	-0.04417319150876731
GM11509	-5.9862183831215384e-05	-0.08331967499699353
CLEC4B2	-5.9878986777441116e-05	-0.05041776168207182
ZFP345	-5.9905726512653575e-05	-0.006858611699278372
1700056E22RIK	-5.9934712358525716e-05	-0.0024040104976512065
GAB3	-5.9959091061709605e-05	-0.0783473095264933
TOPORSOS	-6.003303252000422e-05	-0.050000863757519
4933407K13RIK	-6.008809595341432e-05	-0.00660604871716821
CSTF2T	-6.010400941882757e-05	-0.05571491877863882
RPL31-PS18	-6.0115772108073884e-05	-0.10161636351080183
GM11851	-6.0183444612092595e-05	-0.08417596220894236
PPP2R3D	-6.0185224761510694e-05	-0.10952916025227732
POLL	-6.0188451172189724e-05	-0.1102056514620422
VPS29	-6.026455070497257e-05	-0.021587058745104803
CDH11	-6.0286160273558793e-05	-0.045308208955955026
STK16	-6.0315652903785853e-05	-0.07513762994562667
UCP3	-6.035380077386278e-05	-0.029027564129659122
GM13086	-6.0368036740344215e-05	-0.0867656494047068
GM12344	-6.0370570585966665e-05	-0.08537030026702022
GM14091	-6.041799386464327e-05	-0.08883232998921942
ATP5C1	-6.0434298108564694e-05	-0.028302251484779273
TEX15	-6.048980631899644e-05	-0.06466291927533174
GM11517	-6.0512988340275546e-05	-0.08336309455908825
4930455B14RIK	-6.056715752157978e-05	-0.005831733561307284
GM13561	-6.058523474277555e-05	-0.08779281229159885
MND1	-6.059200694364423e-05	-0.11138874811546318
ANXA4	-6.07036075770076e-05	-0.021633782720559304
MYO1B	-6.079976315556671e-05	-0.11181186077297922
GM17786	-6.083222440766263e-05	-0.09534829481263074
GM9985	-6.085720514063269e-05	-0.10338942434576115
TG	-6.0857983301028746e-05	-0.0638076651209818
4930403O15RIK	-6.086098120909596e-05	-0.005626611845543493
GM4152	-6.0873451930574104e-05	-0.10100644797062941
ART1	-6.0953076316065105e-05	-0.026124178323662803
LPIN1	-6.1027105011475566e-05	-0.11013369273133178
GM17511	-6.102955073329459e-05	-0.09516324676843524
PPP1R32	-6.104362629837364e-05	-0.1096295746219268
APOBR	-6.109173164670824e-05	-0.02285294537941384
MPP1	-6.109501855833802e-05	-0.1114779980367191
GM13883	-6.109703487513457e-05	-0.08846577800444094
GM16050	-6.123341160287562e-05	-0.09281718668425748
PLAG1	-6.134545375136697e-05	-0.11071846779070371
KLHL15	-6.13651679270153e-05	-0.10948484845830286
5830462I19RIK	-6.142985180077412e-05	-0.0074008912687497964
1700071M16RIK	-6.144492373345697e-05	-0.0026187256996544938
1700022N22RIK	-6.144822775359808e-05	-0.0018703518936748053
APOA2	-6.14865935261215e-05	-0.022774144250853542
ZBTB24	-6.149620347296993e-05	-0.012497972483501374
GM10132	-6.157676991651834e-05	-0.08125051393210458
DMBT1	-6.161823856510245e-05	-0.06252160813062788
HERPUD2	-6.174457385621595e-05	-0.1056116819653638
CDC40	-6.17532954453758e-05	-0.0449065260381927
PSMC3	-6.18244873917489e-05	-0.108412853122698
GM13939	-6.186271008751399e-05	-0.08855132166220075
SLC5A6	-6.191581746592483e-05	-0.08744680700957563
TDO2	-6.193904753227275e-05	-0.06587255379510149
SSH1	-6.196884120852985e-05	-0.07727560997021599
1700048M11RIK	-6.199204980305943e-05	-0.0023066284532599858
GM11973	-6.205646550354294e-05	-0.084430032438754
TROVE2	-6.208903768728078e-05	-0.04038261233034901
WFIKKN1	-6.219052506614991e-05	-0.01738992925569227
GM4984	-6.222337859826296e-05	-0.10132989070008602
STIL	-6.225998964860429e-05	-0.07533538316147614
TMEM86A	-6.23609009832129e-05	-0.05386723721971465
AA645442	-6.240701067977877e-05	-0.010487397623136434
TBC1D19	-6.243379293783496e-05	-0.06856051192522317
GM15911	-6.246066111339463e-05	-0.0923483298251806
CLEC10A	-6.258770713515294e-05	-0.0502124694634804
ZSCAN21	-6.260783173222291e-05	-0.0011667888563845485
GM15372	-6.264762961459937e-05	-0.09068031494811857
FADDOS	-6.26618233777835e-05	-0.07173389082260889
INAFM2	-6.270059703328073e-05	-0.10831130107679537
PRKCI	-6.272107719537888e-05	-0.10908617741421855
PFKFB2	-6.276926254700868e-05	-0.11125465773478316
CUL5	-6.279410904853955e-05	-0.056667361431526425
TRAV13N-4	-6.280162808240237e-05	-0.04677174335526735
JMJD1C	-6.281322503032602e-05	-0.10894017349262919
IL27RA	-6.282725119357339e-05	-0.10816755644436887
GM16845	-6.287302928004885e-05	-0.09428341844597199
C5AR1	-6.298535747024399e-05	-0.0374882965493083
MRPS26	-6.299204663789204e-05	-0.11162557258084727
GM26951	-6.300169621798963e-05	-0.10004443611824326
G730046D07RIK	-6.317761924597798e-05	-0.07830841452221171
METTL22	-6.321807046232813e-05	-0.11109587692466555
ABAT	-6.322790554647526e-05	-0.010874546358727283
MSANTD3	-6.332149711940636e-05	-0.11166229206981537
HSD3B7	-6.334418123259441e-05	-0.1066338069527184
GM11696	-6.334995474002813e-05	-0.08377820094138014
MACROD2	-6.336416678357615e-05	-0.11050595815385517
TMC5	-6.341846027262224e-05	-0.05946515403679886
AGGF1	-6.343730175547161e-05	-0.01630344812544108
ACBD5	-6.347481299007874e-05	-0.01274154138363423
HECTD2	-6.35501353434541e-05	-0.1055218778347129
GM9974	-6.355859601140705e-05	-0.10337761702762299
GM8837	-6.361815834226691e-05	-0.10291005049975965
MRPS24	-6.366221334379509e-05	-0.11162292711650645
SBSPON	-6.36709749368678e-05	-0.09748345970685879
4930403D09RIK	-6.368203668523964e-05	-0.00561944986327096
GPATCH11	-6.370118914817281e-05	-0.10388240625704892
APOD	-6.370493819892584e-05	-0.02291186579228808
ANK2	-6.375758433293266e-05	-0.02042792021921814
4930524O07RIK	-6.37989166428893e-05	-0.006115481575005428
UNKL	-6.388553268666102e-05	-0.02761919922008138
GM13999	-6.390845382327276e-05	-0.08861775759930113
HAL	-6.392187790601085e-05	-0.10521104778886814
TPPP	-6.392302758882786e-05	-0.04905829557031183
AIFM2	-6.40104094376515e-05	-0.017334867233392358
GM15715	-6.401908405895229e-05	-0.0916579076558916
GM12516	-6.406303613167195e-05	-0.08568626901618184
PHF11D	-6.407731592690308e-05	-0.11115143786122028
CCDC84	-6.412153942719557e-05	-0.04182408300847887
ZMYM3	-6.418234079060201e-05	-0.0013376787690525527
IGHV1-85	-6.418780661615577e-05	-0.10747866036173398
TRAV9D-1	-6.420304076411189e-05	-0.0446916775391869
SPIN2C	-6.425680309993984e-05	-0.07992251943767059
UBOX5	-6.429652821542722e-05	-0.03017308027300214
BDH1	-6.44262582828125e-05	-0.033823858412177124
PHYH	-6.442726881775778e-05	-0.111063356635422
SMAD7	-6.442998578123721e-05	-0.08612593961626536
SUPT5	-6.446011142584e-05	-0.07270965853985123
APOC2	-6.44727642248321e-05	-0.022892193154066535
MGRN1	-6.448737862106237e-05	-0.11120469002057776
GM15598	-6.449109912978374e-05	-0.0913743360436286
ZFP799	-6.452649715757467e-05	-0.0019128316980446813
ENPP5	-6.454436155437843e-05	-0.06924086113268582
GLA	-6.461941242147146e-05	-0.08045156658927516
TNFRSF12A	-6.466458303527262e-05	-0.05244985465233687
LEPRE1	-6.466675955750643e-05	-0.10988466796103596
ASAP1	-6.467420467833301e-05	-0.026320748953105794
TRPM2	-6.475305108689239e-05	-0.03984554368769999
PTPN4	-6.476841853343512e-05	-0.1078200350369064
MRAS	-6.480509720398632e-05	-0.11150609929469618
GM12693	-6.482847513004849e-05	-0.08601425839881538
FOXO4	-6.489261889179781e-05	-0.07722483507732067
SLC31A2	-6.503062052268938e-05	-0.08902289517080897
MCUR1	-6.508927671688424e-05	-0.11091643476833296
R3HDM4	-6.514211877317917e-05	-0.10727000866845249
SSFA2	-6.518893932002633e-05	-0.07730284141186983
GM15374	-6.52055610425263e-05	-0.09069767909834553
TRAPPC6A	-6.521337523999283e-05	-0.04751861103735533
TOB2	-6.526643718151773e-05	-0.050907298325892025
RAB17	-6.538637271643335e-05	-0.10715747276803456
GM12891	-6.540815777398652e-05	-0.08637907371752476
GL456216.1	-6.541206484032857e-05	-0.08043927542441956
GM26981	-6.542369504173645e-05	-0.1000728883256084
HSPB9	-6.548195050996324e-05	-0.106738865311581
TBC1D7	-6.556346620756769e-05	-0.06814776933353672
MBOAT4	-6.559924513903135e-05	-0.11083247338193003
BC046401	-6.569660469653682e-05	-0.03268044879149436
EIF6	-6.570847048331399e-05	-0.0681723788577083
GM21781	-6.57408397855405e-05	-0.09652595307052514
NMT1	-6.57535763936515e-05	-0.11197332028182105
ZXDA	-6.575363967042236e-05	-0.0006183249595662632
GM15941	-6.58301871103636e-05	-0.09246778570519437
RAPGEF4OS3	-6.587126987168695e-05	-0.10619059685491394
GM17354	-6.590343870359984e-05	-0.0950497934222006
4632433K11RIK	-6.594891927805842e-05	-0.0054568529918105416
TRP53RK	-6.595021175255857e-05	-0.04005943645558252
CAPS2	-6.596264277444713e-05	-0.039066185967161035
SERPINE1	-6.598797673696392e-05	-0.09463303197342421
TGFBR3	-6.605430274246668e-05	-0.06358124564386103
UTRN	-6.610827070448004e-05	-0.024562859258971614
NGRN	-6.619942928159728e-05	-0.11197016793536585
TMPRSS2	-6.624801413037251e-05	-0.05323878650903291
SERPINB6A	-6.62495334625975e-05	-0.09470373606100724
DCAF4	-6.627415417186436e-05	-0.05919960680122502
IL18RAP	-6.629492380902254e-05	-0.10810882153721912
ADORA3	-6.632397908861908e-05	-0.015425370883820372
VCPIP1	-6.636353315683896e-05	-0.023423140435664624
1700110I01RIK	-6.644289032440898e-05	-0.0028307995369699244
A930041C12RIK	-6.648711489033228e-05	-0.010304279200063937
TNNT3	-6.65577805970663e-05	-0.051315137781524967
B230398E01RIK	-6.656763026640944e-05	-0.03052075740313448
GM9392	-6.657317029244264e-05	-0.10303901535927168
PDE6B	-6.657743675433938e-05	-0.11143586936209793
RRAS	-6.661087876685446e-05	-0.09955855919215062
METTL18	-6.672239513255657e-05	-0.11108302168606726
4921531C22RIK	-6.684500508159922e-05	-0.0056065313207860935
CCDC138	-6.691911735268737e-05	-0.04076917173437471
PADI6	-6.692542462570224e-05	-0.111696005112087
GM20492	-6.70289629895989e-05	-0.09595493233357832
AGTR1B	-6.709860679950798e-05	-0.016675137471638464
LRCH1	-6.713253308940615e-05	-0.11015159332713997
TELO2	-6.716756728511267e-05	-0.06537770701506418
GGCX	-6.717097120647105e-05	-0.0799436881567861
GM10775	-6.719841136230644e-05	-0.08244081151609439
2010013B24RIK	-6.731833571975969e-05	-0.0035086299201273798
PRSS16	-6.735067718674804e-05	-0.10866825835487381
GM15489	-6.737993290946372e-05	-0.09103631842930554
GM11738	-6.738248898095117e-05	-0.08391015473255817
FKBP7	-6.74441711864044e-05	-0.07639146412983167
GM7805	-6.746499910852768e-05	-0.10254266953402724
GM17552	-6.747324856080209e-05	-0.09521167120731805
PREX2	-6.75032239592793e-05	-0.10924141062112214
GM26982	-6.75060265739144e-05	-0.10007999877501195
FES	-6.75623088499872e-05	-0.0757571168124127
DNAAF1	-6.760526617826808e-05	-0.06266196445310016
1700022I11RIK	-6.766253431702322e-05	-0.001848878600296965
OGFRL1	-6.768238962048921e-05	-0.11184239926121586
ZFP273	-6.76974496325557e-05	-0.007693030685047564
MFSD8	-6.769852511240355e-05	-0.11117539688469269
EIF2D	-6.770332012012546e-05	-0.06761258431910999
KLK14	-6.770830950551412e-05	-0.10954372949191998
DGCR2	-6.77413082744461e-05	-0.06126196620128227
CCL6	-6.774962439790106e-05	-0.042185821577997745
FARP1	-6.77842363426701e-05	-0.07430210317361977
MEST	-6.778852165654078e-05	-0.11105299114102724
GM13642	-6.77998853226092e-05	-0.0880243439820898
DAAM1	-6.782353695609076e-05	-0.05854832993754225
GM9780	-6.78492533541524e-05	-0.10317998325069472
GM15287	-6.79012255983548e-05	-0.09053237124907154
HNRNPA0	-6.795903129343817e-05	-0.10636702818692378
COX18	-6.796521013231615e-05	-0.053504085924187594
ILK	-6.809600630893161e-05	-0.10823733898223403
GM2178	-6.820964214512955e-05	-0.09651805936752195
TRMT10B	-6.825466978043528e-05	-0.04113226433563322
GM15420	-6.826286093696929e-05	-0.09080304909034514
GM13147	-6.826683569480958e-05	-0.08684312832683885
TMEM136	-6.832677806966277e-05	-0.05798644056538382
SMOK4A	-6.833397144691424e-05	-0.08485717295230966
TCP11L1	-6.834173613822034e-05	-0.06654266441722578
SNX22	-6.834675580811928e-05	-0.08227487187669269
POU4F1	-6.860099037299143e-05	-0.10997593499038305
IBSP	-6.87164399471797e-05	-0.1068811623375262
1810062O18RIK	-6.874733405025882e-05	-0.0034370019817083867
SNIP1	-6.876257136375254e-05	-0.08392842786555033
ACCS	-6.880794074675635e-05	-0.012783556317087968
GM17169	-6.886184717134707e-05	-0.09475910169669227
TMEM91	-6.889438979090763e-05	-0.053602988803068685
GM13248	-6.892429379834159e-05	-0.08715054177755985
FTSJ2	-6.911369033699785e-05	-0.07773230826788108
GM9581	-6.91368029995579e-05	-0.10306768933825222
9430038I01RIK	-6.915833895983229e-05	-0.008545831549136448
TCRG-C3	-6.929383741674344e-05	-0.06642217092155622
TNFSF8	-6.93136454187557e-05	-0.05175308920981292
RABGAP1	-6.93137320545331e-05	-0.10677677266656682
PRPF31	-6.932007124873935e-05	-0.10887206304495822
GM15356	-6.937929192691122e-05	-0.09065419941954578
GM11423	-6.94314538560888e-05	-0.08305599259224644
CYB5R1	-6.948901847833485e-05	-0.05722746275034868
CCDC85C	-6.951935494683033e-05	-0.04186020618137337
NRG2	-6.952291796005202e-05	-0.11194447880450364
UCKL1	-6.957253539160504e-05	-0.0291707519651907
GM5129	-6.958646377180253e-05	-0.10137640754466237
ZBTB41	-6.960739919598416e-05	-0.012041646929384586
STXBP5	-6.963375322156734e-05	-0.0735767108584452
GM13236	-6.964073261578647e-05	-0.08708351857591273
GM10062	-6.965096760062823e-05	-0.0810237950018699
GM20422	-6.965967373431449e-05	-0.09577363621442958
MMP23	-6.970878895630638e-05	-0.11137280484616408
SIRT4	-6.972086661660488e-05	-0.09192532491666183
