	logFC
Txn1	0.04710324686475639
Hmg20a	0.047089770828757115
Pspc1	0.04706825365677887
Hoxa5	0.04705522241650988
Hif1an	0.04700850871589596
Orc5	0.04699072084981321
Sirt7	0.046987119382912196
Twistnb	0.046827932134440343
Ackr3	0.04680539256451002
Nudcd2	0.0467791370630044
Ccdc117	0.04673039244166901
Nrp1	0.0466923261420467
Lrig2	0.04667842628076719
Hus1	0.046659319347601716
Map2k6	0.04664292365722164
Traf7	0.04663795965973117
Asb1	0.04661643109363826
Per3	0.046590686742975285
Mterfd2	0.04654086236199712
Zfp319	0.0465131398516478
Ski	0.04650630441699902
Ergic2	0.04649941990864607
Tmem63a	0.04645957415058863
Atp5c1	0.04640711455412436
Rasip1	0.04640179262803715
Mpv17	0.04639481952184775
Rps5	0.04639412063353835
Dcaf6	0.04639074774746011
Mcm5	0.04638025985467436
Ufc1	0.0463446227724068
Cd151	0.0462579269743198
Cd72	0.04624012578694188
Slc25a20	0.046238273957385
Efhc1	0.04623562277000166
Foxo3	0.04623443887548892
Grtp1	0.04623353260273098
9330151L19Rik	0.04623081119393536
Glt25d1	0.04622355370141438
Tmem115	0.04618042025690787
Khnyn	0.04616701179088572
Gpr137b	0.046163678585768614
Micu3	0.046145056666549895
Kansl1	0.04612476482585507
1110012L19Rik	0.046109011218695053
Carkd	0.04607279120454593
Pgls	0.04605868224821011
Tmem68	0.04604113849658558
Pik3r6	0.04603410542958601
Nom1	0.0460254300443448
Alkbh1	0.04601346234168115
Simc1	0.046006110097361955
Spcs1	0.045977683010262
Rps27a	0.045926730818190924
Yeats2	0.045920441301029936
Cdh11	0.045917655377658295
Rad51c	0.045917118697669096
Cda	0.04589028034303815
Pvt1	0.045889973883967164
Hnrnpa3	0.04585133403761128
Unc93b1	0.04583998542209487
Ptplad1	0.04583768996450142
Acad9	0.045825996543399215
Hiatl1	0.045769925449998895
Sox13	0.045765162486735914
Ints5	0.04576310832081551
Foxf1	0.04572586882959537
Rnf126	0.04569135235334935
Tor2a	0.04567946038821047
Bop1	0.045663771716399904
Nomo1	0.04565260418188425
Sdhc	0.045638637267719634
Sptlc1	0.04560998274474135
Sidt2	0.045532967150189105
Prdx3	0.04551986630149823
Stx5a	0.04545763880905351
Hsbp1	0.0454392866620893
Zfp759	0.04542287745112633
Zc3h6	0.04542177682502959
Naa60	0.04539050665618953
Zfp120	0.04537794124175795
Acvrl1	0.045360782404516485
Eed	0.045349137278112586
Gemin2	0.04534070677949965
Cog3	0.04532375805483911
Pomk	0.04530513535853495
Map4k2	0.04529249493524854
Fah	0.04526419295313098
Gm7102	0.04525342174813269
Ap2a2	0.04523032197785776
Zrsr2	0.0452221967915009
Dgat1	0.04520011605021481
Fam32a	0.04519786848195
Rpl13	0.04517805464236003
Thap4	0.045174061323475276
Ncapd2	0.04516753742507393
Uqcrc1	0.04515805601823634
Srd5a1	0.045133887290783374
Nfia	0.04512497857593197
Frk	0.04512330689495794
Pigl	0.04505158536026598
Map2k3	0.04504444899880621
Lsm11	0.04501945908000214
Ndufa7	0.04501082091294183
Pdcd10	0.0449515768057993
Sgcb	0.04494954124641909
Slc25a39	0.04494345047753222
Fam167b	0.04491008716456293
4933427D14Rik	0.04488456147847923
Taf10	0.04486664404209558
Zgpat	0.044852254825082774
Tnpo2	0.044803020935753744
Chuk	0.04479571919454609
Trim28	0.04478006068815905
Cldn15	0.04472534525812295
Eva1b	0.044683268461915525
Cdca7	0.04468118273834267
Vti1b	0.04466277152318861
Zfp322a	0.044658706954358356
Cmss1	0.044624651928288246
Map2k5	0.04462382556275056
H2-L	0.044612626591287195
Plin2	0.04457835461884583
Ninj1	0.04456517586083579
Egr2	0.044537124266928865
Ndufa9	0.04448758785449419
Cyp4f16	0.044468779555585064
Mov10	0.044442247386091656
Lats2	0.04443056487176338
Ndufb7	0.04443038382176211
Cep70	0.04441597797609084
Rmnd5b	0.044415185669313045
Trim3	0.044396955560286985
Cic	0.0443968928687567
Pik3cb	0.04439490796253298
Slc39a9	0.04432784005174722
B3gat3	0.04432490586651501
Dnaja3	0.044308772432049205
Tmem69	0.044297321250834513
Rom1	0.04428753806535257
Rin1	0.04425228402409329
H2afx	0.0442242850499081
Dapk3	0.04422195654036919
Alg3	0.04421461328418369
Ctsd	0.0441472610823469
Ext2	0.044147224433965106
Fam168b	0.04410326128527254
Tmem230	0.044088078176776166
Gne	0.044086439870284544
Dynlrb1	0.044034496001436996
Fam98c	0.04403315773356814
Ccdc124	0.04401568947670505
Ipp	0.04401449512815033
Gsn	0.04398256634964909
Fancg	0.0439771477401475
Timm22	0.04395815523196564
Ppdpf	0.04395637287374264
Rrp36	0.04393919313432658
Ldha	0.04392893952510447
Neu1	0.04388837709777112
Elp4	0.043883828456360456
Rpl27a	0.04387549822404881
Pik3c2b	0.043868698140763926
Trim32	0.043854638160788606
Rnf103	0.04384835557613703
Ccdc116	0.04384290103995685
Skp2	0.04381712093560803
Gnb2	0.0437713835523805
Amz2	0.043732673629790775
Fam110a	0.04370088995302444
Rarg	0.04362496352680048
Mgat2	0.04362164777619637
Slc9a3r2	0.043601838009395266
Dvl3	0.04357491244600938
Golga7	0.04355100560361975
1810026J23Rik	0.04349129370449395
Nt5dc1	0.04345027499069929
2700038G22Rik	0.04344692896902309
Zfp820	0.04344683687833955
Hint1	0.04341171369121334
Anapc16	0.04337843246565899
Tex264	0.04335005599156457
Wdr45b	0.04334465588612156
Nacc1	0.04333792887596162
Zcchc24	0.04332813509156034
Ppp6r2	0.04331563378155566
Gata2	0.04328752347446018
Magee1	0.0432860955409769
Def6	0.04327373485768847
Mmaa	0.04323198216338489
Lysmd1	0.0432302317592001
Casd1	0.04321512249223878
Tm2d1	0.04321117542912052
Arfgap1	0.04321078323954293
Parp12	0.04321055634076032
Gprc5a	0.04319846759589175
Foxk1	0.04319132740755055
Grpel2	0.04317990109092999
Adrm1	0.043143548635176124
Gmppb	0.04314203766377557
Sema7a	0.04312082683762633
Bcar1	0.04306527281586019
Arpc4	0.04305894863250915
Ly96	0.04305476845147717
Eif4a3	0.04302552099287852
Tgfb1	0.042994603388330305
Tal1	0.0429787105088463
Atp9b	0.042951233096355304
BC003965	0.04295089945439247
Tmed7	0.04290714891397644
Zdhhc18	0.042906712747033234
Mlec	0.042833969014767395
Napb	0.04282256776192946
Kdm3b	0.04281267117064243
Sema3f	0.04281005914254829
Slc16a1	0.04280339409382058
1110004F10Rik	0.04277300493233625
Odf2	0.042673523092893545
Cdc42se1	0.0426704751876209
Gstp1	0.04265086513289739
Dcun1d1	0.04261787654309148
Strap	0.04261749023504968
Cdc25c	0.04251620765092989
Tfb1m	0.04251609775697954
Dpp7	0.04246087815146031
Sgk1	0.04245777263191725
Zfp385c	0.04244431887372959
Dnajb14	0.04241167188869999
Mms22l	0.042385596773493364
Ddx55	0.04236741935819291
Rrp9	0.0423668467063432
A630089N07Rik	0.04233144624230461
Hdgfrp3	0.04225080165939599
Mrpl37	0.042246533605452476
Ncln	0.04217559960446679
Ccdc157	0.04216076222607402
Tomm7	0.04212916993777773
Abhd16a	0.042126279398657644
Uqcc2	0.04210394262685395
Ptprg	0.04205154396458465
Serhl	0.04203653052527787
Tmem242	0.04203455583165058
Zdhhc7	0.04202814531625591
Pon3	0.042016721367164736
Cep83os	0.04201324420730927
Rps2	0.04201094761968641
Minpp1	0.04200665891155373
Ndufs3	0.04200646196241633
Smap2	0.0420010400248431
Dlst	0.041990786418405805
Slc39a10	0.04198441225921119
Lamp2	0.04196946872578624
Xpo7	0.04195844390526432
Bambi	0.04195404687182453
Arpc1b	0.04193385847770166
Ptrh2	0.04192802349765395
Atad3a	0.04186931222721911
Rbm19	0.04182339695851697
Slc25a25	0.04180907060822283
Fbxl7	0.0418002508865764
Dohh	0.04180023624074527
Nphp3	0.04176405923118418
Preb	0.04175194227173456
Maml1	0.04174594958690747
Hnrnpl	0.04174162978009243
Appl2	0.04172401354990506
Iscu	0.041715887102775434
Atox1	0.04171197162907203
Ikbke	0.04170928310782585
Dr1	0.04169489022977107
Commd1	0.04167056866851632
Ttc5	0.041670372760691445
Esco2	0.04165097978795913
Men1	0.04163259982446582
Ncaph2	0.041631702080475765
Atp8b2	0.04162255449077157
Ube2g2	0.04161943560341199
Pak6	0.04161683930221796
Msh2	0.04161658785797375
Rab8a	0.04160020473048271
Rfc2	0.04152989930993389
Rps19	0.0414502904610056
Ssr2	0.04143891820851049
Cdk4	0.04141042391224557
Slc35e3	0.041394600384529724
Ndufb3	0.04135140266808583
Cxxc1	0.04131243097241372
Fam103a1	0.041301790411964884
Zmat3	0.04123180526429097
Capns1	0.04122499617934987
Lbr	0.041158887088544545
Trpv2	0.041151706531131
Rasal2	0.04114185574591832
Eid1	0.041135798448697906
Rab1b	0.041127162674929586
Trmt11	0.04111875008300984
Pparg	0.041099899454089824
Pemt	0.0410969593381484
Ccdc115	0.041072858899419556
Atf1	0.041052872155951645
Acvr1	0.04099972608976284
Accs	0.04099638819382877
Zfp329	0.0409635624723827
Pcbp1	0.04096071782781042
2810408M09Rik	0.040936322485850336
Fam96a	0.04093195039271262
Gpx4	0.04092122579289718
Zfp426	0.040910348458337166
Mkrn1	0.04090656230784994
P4ha2	0.04090101012615234
Rsc1a1	0.04089821634380272
Olfr613	0.04088242016274383
Gramd4	0.040763360129738135
Fkbp5	0.040740710581313254
Tsnax	0.04073537188391381
Cd14	0.040728245648619744
Tomm20	0.04070741678328695
Pcdh9	0.040699243833906926
Opa1	0.04065759826148559
Serinc1	0.040654390279484996
LOC101056043	0.04061699670577843
Ick	0.04061498440842211
Dcaf15	0.0406017672578371
Psma7	0.040594532484035196
Srsf10	0.04055772401762316
Ganc	0.04052767172824412
Gmds	0.04044621941323739
Thop1	0.0404117357829672
Dnlz	0.04039087407761221
Dhrs11	0.04037911989839075
Ccdc80	0.0403640515859062
Mob2	0.04035950116206534
Tctex1d2	0.04033382578740744
Rrp7a	0.04032592224944588
Sptssa	0.040321796895776564
Git1	0.04029172384563629
Atp5sl	0.04019586502475794
Ppcdc	0.04018933051741326
Prmt10	0.040172904630037004
Nudt21	0.04014577723262318
Dynll1	0.04013900140208249
Hgf	0.040131559438329974
Eif4a2	0.040126313447010314
Zfp275	0.04011558550012093
Dstyk	0.04009435806252595
Sema6b	0.04008733582393977
BC017158	0.040064691158477404
Mgmt	0.040059735050770845
Atp6v0a2	0.040044929335258425
Ate1	0.03999456705641621
Zbtb11	0.03997017857113223
Ccdc107	0.03995683238877315
Meaf6	0.03994147174437403
Atpaf1	0.03993971192502665
Zfp703	0.039915463959453286
Cnnm4	0.039906447609147994
Coa6	0.03983791589986444
Nphp1	0.039752557439243136
Ehmt1	0.039724179427702414
1110059G10Rik	0.03966112216888189
Actb	0.03965037261153913
Ist1	0.03962992682591835
Ldhd	0.03960496360598165
Mettl6	0.039569128127964245
Mfsd5	0.03956282599810283
Hyal2	0.0395612128083421
Rplp0	0.03953418036791208
Exosc5	0.03952103736923105
H6pd	0.03949306085108609
Lsm4	0.03948267526687953
Adprh	0.03947498410813465
Ntn1	0.039457040104607856
Nacc2	0.03944543217194508
Pip5k1a	0.03944390786323348
Cdc14a	0.039438301684274535
Tradd	0.03940953214378714
Ap1ar	0.03938030412955933
Smurf2	0.03937751024866243
Cisd1	0.03937275624036669
Tbccd1	0.039367792151511816
Zfp60	0.03936396049571869
Tcf23	0.03934912531965762
Adcy4	0.03932145158370506
Klhl9	0.03928766564969775
Maf1	0.03924254323149044
Polr2e	0.03922855339710634
Me2	0.03922628216095648
Tomm22	0.03922599662539743
Pex19	0.039201230570414795
Timmdc1	0.0391705743412801
Gm1821	0.03912490502041193
Rad9a	0.03911000884436049
Agk	0.03910704236712845
Prdx2	0.03910665239454299
Sirt4	0.039098055074179114
Stat3	0.039019496977179116
Snta1	0.039008701357838155
Pdcd5	0.039003813829670476
Bad	0.038925257331816274
Tmem66	0.0389226444780641
Taf4b	0.03891497981327117
Cxx1a	0.03889668920500563
Sepn1	0.03889488335331678
Ostf1	0.038890309917066934
Tmbim6	0.03888496904277274
Pgpep1	0.03883206655829448
Sufu	0.038799961200579394
Xxylt1	0.03878815688464369
2010012O05Rik	0.03875533891598567
Nsun4	0.0387462075538482
Pdzd2	0.03871307984140762
Nudt8	0.038702727786816236
Zfpl1	0.03869329040963237
Arv1	0.03863380254424068
Fastk	0.038631082966463996
4930579G18Rik	0.03862930298161304
Zfp661	0.03862657470817253
Rfc5	0.03861269687223316
Tmem208	0.03860087262398905
Ppp6c	0.038591659809021475
2310022A10Rik	0.038530680495065396
Jmjd7	0.03847742752958301
Acat3	0.03847100231617998
Wrb	0.03839031623833706
4930506C21Rik	0.03832410709592618
Cyp20a1	0.03828213730961465
Olfml2b	0.03825028962976622
Kctd5	0.03824176946078133
Tyk2	0.03820148326658862
Psmd14	0.038193373718314584
9430008C03Rik	0.03816025480924247
Hap1	0.03813310318306108
Nxn	0.03810445181078066
D17H6S53E	0.03809611930731842
Prpf39	0.03808323357841679
Rpl32	0.038082497077564566
Blvra	0.03807144576284445
Yeats4	0.03805255987202647
Bre	0.038043427601194425
Map3k11	0.038043411133663635
Marveld1	0.03804227045395891
Esco1	0.038034736672741584
Tubb2a	0.0380120007164866
Oaf	0.03800496305178761
Col5a2	0.03800274180604091
Dpp3	0.037975695308234705
Pdgfa	0.03796985151137218
Dut	0.03792580359836357
Hprt	0.037925735832275834
Ap1s3	0.037923736414587475
Zfp57	0.0378865128351963
Med9	0.037855306687941334
Foxk2	0.03784516384865445
Rgs7bp	0.03783391410178465
Uri1	0.03779488435599908
Alg2	0.03776327772460725
Casc4	0.037760592734234925
Sept4	0.03775930320743033
Hdx	0.037752555995109245
Tmem143	0.037750062084170234
Tmx3	0.03770307384907003
Jagn1	0.03769426432022433
Zfp658	0.03769285244819621
Ostc	0.03768292714137884
Gss	0.03764806007234428
Pts	0.037637761011878455
Mpc1	0.037618939689955964
F8	0.037612026777081815
Ell	0.03760302954402779
Tm9sf1	0.03759121957059539
Yif1b	0.03755830962243188
Prelid1	0.037555755899074623
Fam185a	0.03753178496944405
4930453N24Rik	0.03752578156678228
Galnt4	0.037525428866372
P2ry6	0.03748674809472689
Phldb1	0.03741328531361031
Fam175b	0.037352965051557524
Dmwd	0.03732731129814461
Yes1	0.03726476019786158
Mrpl21	0.037261944526201164
Zc3h12c	0.03726092032412744
Kdm4b	0.037249526437699666
Cdadc1	0.03721153333073741
Eef1b2	0.03719185708592056
Tmem119	0.03716517123751851
Zfp512	0.037104720480982095
Ascc1	0.037096131114559915
Spryd4	0.037091879984617715
Mest	0.03708467842546334
2510003E04Rik	0.037053185438873926
Ptbp1	0.03703716797010667
1700063D05Rik	0.03703135406527487
St8sia6	0.037030843595016134
Cops7b	0.0370287304194617
Utp18	0.037001427823774975
Ypel3	0.036991537862363456
Tomm6	0.036951799019967514
Mbd1	0.036947469024216785
Tbl3	0.036923959582997025
Stap2	0.036914132786236495
2810403A07Rik	0.0368641819719867
4931428F04Rik	0.03684604751351314
Zfp746	0.036841780466336675
Urgcp	0.036819109612242995
Clp1	0.03680406832403719
Prpf38a	0.03679503415520457
Taf9b	0.03677914477232524
Ndufa6	0.0367344797238454
Mtr	0.03673445138367505
Dram2	0.036731181454764276
Trp53i13	0.03672285852509922
Atxn10	0.036701998016684965
Daxx	0.03667842122356697
Tmem158	0.036663774573207686
Csnk1d	0.03666086434136543
Bcl7c	0.036644068532061785
Dclk1	0.036637841692306536
Mlh1	0.036537214321533486
Gdi1	0.036507095790776004
Tial1	0.0365046948789572
Ttc8	0.03649122405042786
Nasp	0.03648573552100464
Bcl9l	0.03647156968449245
Zscan2	0.036443958110749984
Ppme1	0.0364150010463256
Agpat6	0.036404760632039214
Zfp513	0.0364017443731134
Gpx1	0.03638547204435633
1810055G02Rik	0.03637450470378879
Spryd7	0.03635879336234682
Sgta	0.036344765016403324
Prkcdbp	0.03629834517356691
Alkbh5	0.036289745129199545
Cd81	0.03626160947272955
Smim12	0.0362276933778086
Shc1	0.03620583972401696
Smad4	0.036190851689753355
Mtus1	0.03617174061769225
Guk1	0.03613189435875838
6430706D22Rik	0.03611695565946168
Rpl27	0.036048262377801
Panx1	0.03602562052067195
Nde1	0.03601931281359879
Desi2	0.03595723266943556
Rpl8	0.035936202718462235
Jag1	0.035911834232458764
Laptm4a	0.03589315458006685
Bcam	0.03588799231688033
Sart3	0.0358823003698505
Chmp6	0.03587090067067359
1700007L15Rik	0.035850553331467076
Gtf2e2	0.0358448314392179
Zmpste24	0.035818215152481805
Siah1a	0.035790673104554825
Paip2	0.03578984164658545
Pcmt1	0.03577761865464014
Rnf7	0.03576591114748834
Edc4	0.03576434971288612
Trim46	0.03575277271909693
Mvp	0.03574305226751702
Mras	0.035719352370872065
Sapcd2	0.03569980846800298
Emc1	0.035676380860864415
Rpl39	0.03564188339577387
Zfyve16	0.035605001662741345
Mark2	0.03559367791719222
Tmem161a	0.035571275222628325
2010315B03Rik	0.035558586338689614
Fiz1	0.03555753146991593
Map1s	0.03555232871467772
Tmem120a	0.03554806090485366
Zwint	0.035470601047331816
Tubb5	0.035430455632958865
Mypop	0.03536694329361915
Mrpl19	0.03536470520161746
Polr2d	0.03531688897466891
Cox7a2l	0.03527832643917204
Wdr47	0.035265265348846685
Uap1l1	0.0352530323670587
Gm12942	0.03522839358734389
Zxdb	0.03522597809280065
Fastkd2	0.03519006710227194
Cst3	0.0351860027481154
Bora	0.035148139079596116
Bace2	0.03513575491915384
Fam172a	0.035115434326257716
Dnajc4	0.03495831696078473
Mrps17	0.03493969668384534
Taf5	0.03490941653499643
Lsm2	0.034894210958571564
Plxnd1	0.03488590810843834
Tsen2	0.03488366851495064
Prr5l	0.034883297732756044
Foxp4	0.03486049422425116
Rps18	0.03484524903155893
H1fx	0.034835806427168846
Ppp1r13l	0.034754097189436936
Pgam1	0.03474695285920328
Arntl2	0.03473414382894479
Gpr97	0.034727403895913236
Cenpc1	0.03472159854730016
Rab20	0.034671819563270256
Trim59	0.03462746905644732
Trmt112	0.03458056819560542
Atg12	0.03457739214013846
Slc11a2	0.034518838460867604
Akip1	0.034510957921094175
Col13a1	0.034500482813221996
Zbtb3	0.034468583093578344
Wdtc1	0.034457780740703325
Prmt1	0.03444116057471943
Zfp932	0.03443823895467027
Lxn	0.034437656212669074
Abi3	0.0344161701148259
Rheb	0.03435087591690593
Eif4h	0.03429885451930698
Nfyc	0.03429621846034751
Pla2r1	0.03428762668968035
Lyl1	0.03425138976727359
Bcl2l1	0.03424988604109309
Prkaca	0.03421851816567963
Gpr124	0.03421610767837223
Vdac1	0.03421218312410385
Dpy19l1	0.034192915607074936
Tollip	0.03415686983468693
Dolpp1	0.03410332672452409
Rps20	0.03408518582674477
Trim8	0.034059650474887355
Atp5h	0.034053440332142006
Wdr73	0.03402655838761944
Hoxa10	0.03393583386347853
Pomp	0.03392571292164426
Cript	0.03391533918343003
Unk	0.03385695879667822
Clstn1	0.0338568720879904
Ubqln2	0.03384516959399889
Cstf1	0.03384470871853611
Ccdc90b	0.03383689032326671
Tmem181a	0.03383645302569214
Gpatch2	0.033828370150486176
Alg8	0.033816668085662194
Tcn2	0.033816489695509044
Tbc1d22a	0.03379808184093926
Zik1	0.03376368874908776
Zbtb26	0.03374380216476981
Sirt1	0.03374096009815289
Rps13	0.033720089053069356
Neurl2	0.03371603508024135
Zfp212	0.03371577899863449
Zfp664	0.03371150171264321
Dgcr8	0.03369464137933277
Zmynd11	0.033569386301503586
Ttpal	0.033547631830110086
Ociad1	0.03354300676491225
Atxn7l3b	0.03348784039275565
Cops5	0.03347845285016482
Ppp2cb	0.03343105770542835
Eif2ak3	0.033418602789027585
Hmgcl	0.033396015205787596
Nudcd1	0.03331361181986285
Vsig2	0.033308222726797676
Ppic	0.033301453109670955
Hnrnpm	0.033275821185956116
Fbxo18	0.03327165195687614
Aspscr1	0.0332517073464905
C1qtnf6	0.03322455193145587
Ctsh	0.033215326130660486
Farsb	0.033203475837301384
Gpr161	0.033178983499448304
Hsd11b2	0.03317860489046617
Rbfa	0.03317758760075972
Coq4	0.03317721545810408
Atg16l1	0.03314815385201141
Pex16	0.033144864252374014
Fam171a1	0.03308225445101843
Cpne1	0.0330811938590838
H2-T9	0.03307926934927416
Nelfb	0.033065733434729634
Iqgap3	0.033047444319065235
Mxd1	0.03304554171019183
Map2k1	0.03298800744923998
Pif1	0.03297863837815399
Rraga	0.03297679922857668
Senp8	0.03293536109961266
Gata3	0.03287431132417379
Bola3	0.03283296372794594
Tmem30a	0.03280097400842904
Ado	0.03274568112592676
Lipe	0.03271333394292721
Ube2e1	0.03269962861370887
Scrib	0.03268185297997332
Ctbp1	0.03264958630902614
Utp6	0.03262247820524652
Enox2	0.03259273423609443
Med25	0.032541947001778586
Pes1	0.03253134034937855
Acat1	0.032529327893450956
Ift57	0.032484447472531486
Phf21a	0.032471811350494414
Cchcr1	0.032457326760922216
Oxsm	0.032448090223822994
Sh3bgrl3	0.03244719815715641
Atg5	0.032441071118249724
Cdk18	0.03241661256515126
Srp19	0.03238664194601374
Pdxk	0.03236005231073938
Noc2l	0.03235821154633086
Hmgn1	0.03233581142864289
Atp6ap2	0.032321543427999595
Gpcpd1	0.03231196482903109
Aldh2	0.032307429269917434
Tmem123	0.032299096204426475
Osbpl11	0.03229823938986679
Gnl1	0.03228265208030401
Inpp1	0.032280028899604546
Mrpl1	0.032262173367024985
Vps9d1	0.03225878010849305
Scfd2	0.03223942561168156
Armcx4	0.032232878026868354
Golga1	0.03213886105218205
Haghl	0.0321384801151258
Nsmce1	0.03211065956703599
Pfkl	0.03209513675357392
0610010K14Rik	0.03205059310663892
Piezo2	0.03204548981375876
Scaper	0.03200484861010663
Eif4e2	0.03199034177758463
Luc7l2	0.03192711639549174
Cog4	0.03191420991192885
Ahdc1	0.0319116168227462
Cox5a	0.03190938175742299
Fam133b	0.03187345033079948
Hspa2	0.03186145635231062
Fry	0.03177371393123159
Nt5dc2	0.031769683877721014
Rtkn	0.03175562108114586
Rrn3	0.03172576459294826
Uspl1	0.031671669582139995
Zfp41	0.03166239761979944
Ribc1	0.03165238255024962
Map3k8	0.03164369488721929
Ddx19a	0.031624446322035635
Tubb3	0.03160504391195876
Gnb2l1	0.031586952945689147
Apoe	0.031558488657334564
Rabl2	0.031549976541008634
Ttc30b	0.03151236359316036
Zbtb24	0.031481090868196525
Mllt11	0.031451605885847306
Zdhhc16	0.03142185211412212
Tgfb1i1	0.031392532618733905
Gm11974	0.031367195590522846
Pigyl	0.03132882231867238
Sod1	0.031326900241323515
Kdm5b	0.03132670316850513
Tma16	0.03132242171094673
Prkci	0.031308612808179
Pef1	0.031296742148423894
Cdc37	0.03128613483830679
Egln2	0.031225139787911218
Ppp1r37	0.031221427462343705
6430548M08Rik	0.031216912963619278
Psmg2	0.03120393250853903
Depdc1b	0.03115425366602431
Map1lc3b	0.03113434829101021
D11Wsu47e	0.03110983717927162
3110043O21Rik	0.031062420259116007
Tmed9	0.031055989382761114
2610301B20Rik	0.031044522256858657
Shkbp1	0.03102440218686049
D930048N14Rik	0.03096938906997312
Stil	0.030944338298810017
Itpkb	0.03090200431686846
Gys1	0.03088459664392701
Hn1	0.030867599741625458
Cyth2	0.030842050401611854
Map3k1	0.030833728164503384
Cramp1l	0.030789203602606917
0610010F05Rik	0.03077258312615341
Vdac2	0.030768987383482983
Camkk2	0.030768562018920267
Slc25a40	0.03074202082167137
Ilf2	0.030736596159589992
Ankrd10	0.030723749767791755
Eif2b2	0.03070497714439112
Add1	0.030680725840328174
Gipc1	0.030680076809423085
Gabarapl1	0.03060246013277112
Hnrnph3	0.030569622686681154
St6galnac4	0.030563565311514836
Snx27	0.030482971196663346
Smyd2	0.030433522695751145
Pex7	0.03042481639908426
Srsf1	0.03042014166996809
Sept10	0.030374921537812568
Arl8b	0.030352016500628087
Foxo1	0.030351085470837393
B4galt7	0.03027647731552809
Fkbp9	0.03025883179696402
Sin3b	0.030253236197913758
Actr6	0.030251975296676257
Ptk7	0.03025021599023558
Rin3	0.030250041704650378
Mtmr11	0.03021936609093923
Cr1l	0.030209398047392307
Cep76	0.030208608225075925
Rpl19	0.030196086953513265
Hadha	0.030178320956202858
Jam3	0.030163544612727446
Mrpl34	0.03014969023016206
E130012A19Rik	0.030134689788569986
Gda	0.030110217285697734
Ifi35	0.03010545824516929
Ntmt1	0.030090753733615635
Prdm16	0.03008363634222883
Ets1	0.030081679475672692
Hadh	0.03007803637494545
Eif1a	0.030071134219747494
Hps6	0.03000688711625486
Rxra	0.03000459948581201
Slc35e2	0.02997852313774087
Ttc12	0.02997811604105071
Slc25a36	0.029975813228510152
Ezh1	0.02995926636610345
Mmp2	0.029943530918599044
App	0.02993175666375826
Paxbp1	0.02989421157532343
AI597479	0.02989144859858712
Sgcd	0.02983986346754521
Socs4	0.029826481080962784
Tube1	0.029821180248037808
Slc17a5	0.02981332702198945
Macrod2	0.02980533702771379
Pi4kb	0.029745489743036316
Adck5	0.029714434554289272
Aftph	0.029690078028202484
Arl6ip1	0.029684313872916906
Tmem64	0.02966186689557657
Rit1	0.029651538670616748
Zfp605	0.029650265503783257
P2rx7	0.029561550092481244
Rpl11	0.029546056012025954
St3gal5	0.0295387775837999
Olfr1372-ps1	0.029530631768189135
Dnajb4	0.029525310087274995
Plcd1	0.029517538929834556
Ier5	0.029513451735164436
Map3k14	0.029447754921026924
Mkks	0.029429099216668017
Mcfd2	0.029426850309316094
Chtf8	0.029374191346219485
Usp18	0.029350788932274118
Rfc4	0.02934942687973252
Ppp6r1	0.029348574336027892
Gm14436	0.029255998419849764
Pnp	0.029251722199359988
Magoh	0.029237183336984173
Strn4	0.029187910056997047
Gatsl2	0.029162336135377987
Pthlh	0.029162127105097125
Cnot6l	0.029083020858344202
Got1	0.029049080188710167
Mx1	0.028998605436379877
Stk35	0.028989825888225285
Gbp9	0.028942863764740902
Slc35b2	0.028938521200288145
Trmt1	0.028936124558976057
Tspan12	0.028915528187717584
Rnf40	0.02891111473495277
Tbcd	0.028903876109988572
Arl6ip6	0.028898866332084792
Nfrkb	0.02884087875025562
Edem2	0.028807720696634
Edc3	0.028804328099017208
Fam3c	0.028788718557944574
Rcbtb2	0.028782724836056744
Rtel1	0.028772014491642694
Rpl35a	0.028770742889120775
R3hcc1	0.02877050977910077
Ppt2	0.028749884652675382
Trub2	0.028746235738833902
Smim13	0.028719448554596558
Pde8a	0.028718849089476996
Rpp25l	0.028710319853415205
Actg1	0.028696201318981433
Aig1	0.02869540738162247
Pxn	0.02868092847008975
Polr2f	0.02867462531442221
Nova2	0.028661169776342563
Chordc1	0.028658031139025965
Tbc1d20	0.02863840744611258
Pak4	0.02852547793974472
Arhgap19	0.028489505388288563
Tap2	0.028478139757309336
Lmna	0.02846681275778929
Cdc42ep1	0.028458055624197055
Gga2	0.028445002933655126
Ddx47	0.02843963036008596
Secisbp2	0.028405184333992858
Tmem180	0.02838983161264749
Alpk1	0.0283883395140841
Tagap1	0.02837809331781047
Vat1	0.028321788161138832
Fbxw5	0.028300611483920612
Pkd2	0.02829877975772157
Rangap1	0.028273357893404745
Atg7	0.02827327775968369
Smpd2	0.02824447409241237
Cd3eap	0.02823054581785776
Ndufb6	0.028218987205753467
Vrk3	0.02812807716196246
Lipt2	0.028125161863837022
Tmco4	0.0281250195322689
Slc50a1	0.028123915525601235
Ciart	0.02812309441643346
Baalc	0.028120951933563246
Inppl1	0.028118926203743972
Tmem109	0.028112626465995844
Tmed10	0.02808881475059428
Wdr53	0.028063351421472944
Abl1	0.028059763266384333
Rnmt	0.02804757762942435
Dhx38	0.02803204552343457
2410015M20Rik	0.028029872356931856
Psmc2	0.028025979862748858
Fpgs	0.028019146235738007
Ndufa3	0.0280131254649156
