id,cas_num,ctrl_ids,dose,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,smiles,timepoint,tissue,vehicle,version
drug:DM2870,79902-63-9,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,15 mg/kg,Simvastatin,DB00641,GSE59927,rat,GSM1456597|GSM1456598,GPL5425,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,3 d,Liver,Corn Oil,1.2
drug:DM3155,51-15-0,GSM1456742|GSM1457427|GSM1457440|GSM1457917|GSM1458767|GSM1460388|GSM1460600|GSM1460822|GSM1460823|GSM1460916|GSM1461014|GSM1461342|GSM1461368|GSM1461377,48 mg/kg,Pralidoxime Chloride,,GSE59927,rat,GSM1461076|GSM1461096|GSM1461127,GPL5424,[Cl-].CN1C=CC=C\C1=C/[NH+]=O,3 d,Liver,Saline,1.2
drug:DM3154,51-15-0,GSM1456533|GSM1457426|GSM1457624|GSM1458031|GSM1458441|GSM1458805|GSM1460583|GSM1460907|GSM1461007|GSM1461019|GSM1461341|GSM1461367|GSM1461376|GSM1461585,48 mg/kg,Pralidoxime Chloride,,GSE59927,rat,GSM1461075|GSM1461095|GSM1461126,GPL5424,[Cl-].CN1C=CC=C\C1=C/[NH+]=O,1 d,Liver,Saline,1.2
drug:DM3157,58-33-3,GSM1456742|GSM1457427|GSM1457440|GSM1457917|GSM1458767|GSM1460388|GSM1460600|GSM1460822|GSM1460823|GSM1460916|GSM1461014|GSM1461342|GSM1461368|GSM1461377,113 mg/kg,Promethazine,DB01069,GSE59927,rat,GSM1456608|GSM1457591|GSM1458303,GPL5424,[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C,3 d,Liver,Saline,1.2
drug:DM3156,51-15-0,GSM1457484|GSM1457601|GSM1457618|GSM1458677|GSM1460389|GSM1460601|GSM1460917|GSM1461008|GSM1461020|GSM1461343|GSM1461369|GSM1461401|GSM1461587,48 mg/kg,Pralidoxime Chloride,,GSE59927,rat,GSM1461077|GSM1461097|GSM1461128,GPL5424,[Cl-].CN1C=CC=C\C1=C/[NH+]=O,5 d,Liver,Saline,1.2
drug:DM3151,129618-40-2,GSM1457425|GSM1457439|GSM1457553|GSM1458511|GSM1458847,29 mg/kg,Nevirapine,DB00238,GSE59927,rat,GSM1458204|GSM1458205|GSM1458206,GPL5425,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,0.25 d,Liver,Saline,1.2
drug:DM2873,111542-93-9,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,29 mg/kg,Sparfloxacin,DB01208,GSE59927,rat,GSM1457744|GSM1457745|GSM1458059,GPL5425,CC1CN(CC(C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,1 d,Liver,Corn Oil,1.2
drug:DM3153,129618-40-2,GSM1456742|GSM1457427|GSM1457440|GSM1457917|GSM1458767|GSM1460388|GSM1460600|GSM1460822|GSM1460823|GSM1460916|GSM1461014|GSM1461342|GSM1461368|GSM1461377,29 mg/kg,Nevirapine,DB00238,GSE59927,rat,GSM1458789|GSM1458790|GSM1458791,GPL5424,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,3 d,Liver,Saline,1.2
drug:DM3152,129618-40-2,GSM1457484|GSM1457601|GSM1457618|GSM1458677|GSM1460389|GSM1460601|GSM1460917|GSM1461008|GSM1461020|GSM1461343|GSM1461369|GSM1461401|GSM1461587,29 mg/kg,Nevirapine,DB00238,GSE59927,rat,GSM1458663|GSM1458664|GSM1458848,GPL5425,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,5 d,Liver,Saline,1.2
drug:DM2872,111542-93-9,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,29 mg/kg,Sparfloxacin,DB01208,GSE59927,rat,GSM1457742|GSM1457743|GSM1458637,GPL5425,CC1CN(CC(C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,0.25 d,Liver,Corn Oil,1.2
drug:DM3159,58-33-3,GSM1457425|GSM1457439|GSM1457553|GSM1458511|GSM1458847,113 mg/kg,Promethazine,DB01069,GSE59927,rat,GSM1457585|GSM1457586|GSM1457587,GPL5425,[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C,0.25 d,Liver,Saline,1.2
drug:DM3158,58-33-3,GSM1457484|GSM1457601|GSM1457618|GSM1458677|GSM1460389|GSM1460601|GSM1460917|GSM1461008|GSM1461020|GSM1461343|GSM1461369|GSM1461401|GSM1461587,113 mg/kg,Promethazine,DB01069,GSE59927,rat,GSM1456714|GSM1456715|GSM1458304,GPL5424,[H+].[Cl-].CC(CN1c2ccccc2Sc3ccccc13)N(C)C,5 d,Liver,Saline,1.2
drug:DM1706,61825-94-3,GSM1454103|GSM1454639|GSM1454640|GSM1454641|GSM1454899|GSM1454988|GSM1455048|GSM1455055|GSM1455184|GSM1455187|GSM1455190|GSM1456037|GSM1456043|GSM1456065|GSM1456377|GSM1456380|GSM1456383,8 mg/kg,Oxaliplatin,DB00526,GSE59927,rat,GSM1455513|GSM1455619|GSM1455628,GPL5425,[Pt++].NC1CCCCC1N.[O-]C(=O)C([O-])=O,1 d,Kidney,Saline,1.2
drug:DM2710,59-05-2,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,27 mg/kg,Methotrexate,DB00563,GSE59927,rat,GSM1457563|GSM1457829|GSM1458630,GPL5425,CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,3 d,Liver,Corn Oil,1.2
drug:DM1707,61825-94-3,GSM1453885|GSM1454228|GSM1454583|GSM1454642|GSM1454643|GSM1454981|GSM1455032|GSM1455039|GSM1455049|GSM1455065|GSM1455185|GSM1455188|GSM1455191|GSM1456038|GSM1456044|GSM1456066|GSM1456378|GSM1456381|GSM1456384,8 mg/kg,Oxaliplatin,DB00526,GSE59927,rat,GSM1455514|GSM1455620|GSM1455629,GPL5425,[Pt++].NC1CCCCC1N.[O-]C(=O)C([O-])=O,3 d,Kidney,Saline,1.2
drug:DM2036,70288-86-7,GSM1459346|GSM1459923|GSM1459947|GSM1460001|GSM1460040|GSM1460107|GSM1460116|GSM1460424|GSM1460493|GSM1460507|GSM1460568|GSM1460825|GSM1461250|GSM1461253|GSM1461254|GSM1461324|GSM1461362|GSM1461380|GSM1461390|GSM1461661|GSM1461684,7.5 mg/kg,Ivermectin,DB00602,GSE59927,rat,GSM1459557|GSM1459632|GSM1459633,GPL5425,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C,1 d,Liver,CMC,1.2
drug:DM1704,56391-56-1,GSM1453885|GSM1454228|GSM1454583|GSM1454642|GSM1454643|GSM1454981|GSM1455032|GSM1455039|GSM1455049|GSM1455065|GSM1455185|GSM1455188|GSM1455191|GSM1456038|GSM1456044|GSM1456066|GSM1456378|GSM1456381|GSM1456384,41 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1454622|GSM1454623|GSM1454624,GPL5425,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,3 d,Kidney,Saline,1.2
drug:DM1705,56391-56-1,GSM1454170|GSM1454584|GSM1454585|GSM1454982|GSM1454989|GSM1455007|GSM1455033|GSM1455057|GSM1455135|GSM1455146|GSM1455186|GSM1455189|GSM1455192|GSM1455424|GSM1455432|GSM1456039|GSM1456045|GSM1456067|GSM1456379|GSM1456382|GSM1456385,41 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1454625|GSM1454626,GPL5425,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,5 d,Kidney,Saline,1.2
drug:DM1702,56391-56-1,GSM1455247|GSM1455277,40 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1455256|GSM1455270|GSM1455285,GPL5426,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,28 d,Kidney,Saline,1.2
drug:DM1703,56391-56-1,GSM1454103|GSM1454639|GSM1454640|GSM1454641|GSM1454899|GSM1454988|GSM1455048|GSM1455055|GSM1455184|GSM1455187|GSM1455190|GSM1456037|GSM1456043|GSM1456065|GSM1456377|GSM1456380|GSM1456383,41 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1454619|GSM1454620|GSM1454621,GPL5425,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,1 d,Kidney,Saline,1.2
drug:DM1700,56391-56-1,GSM1454170|GSM1454584|GSM1454585|GSM1454982|GSM1454989|GSM1455007|GSM1455033|GSM1455057|GSM1455135|GSM1455146|GSM1455186|GSM1455189|GSM1455192|GSM1455424|GSM1455432|GSM1456039|GSM1456045|GSM1456067|GSM1456379|GSM1456382|GSM1456385,40 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1455114|GSM1455140|GSM1455162,GPL5425,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,5 d,Kidney,Saline,1.2
drug:DM1701,56391-56-1,GSM1455097|GSM1455147|GSM1455425|GSM1455444,40 mg/kg,Netilmicin,DB00955,GSE59927,rat,GSM1455115|GSM1455141|GSM1455163,GPL5426,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(=CC[C@H]2N)CN)[C@H](O)[C@H]1O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O.CCN[C@@H]4C[C@H](N)[C@@H](O[C@H]5OC(=CC[C@H]5N)CN)[C@H](O)[C@H]4O[C@H]6OC[C@](C)(O)[C@H](NC)[C@H]6O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O.O[S](O)(=O)=O,14 d,Kidney,Saline,1.2
drug:DM2790,62-44-2,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,619 mg/kg,Phenacetin,DB03783,GSE59927,rat,GSM1459178|GSM1459179|GSM1459180,GPL5425,CCOc1ccc(NC(C)=O)cc1,0.25 d,Liver,Corn Oil,1.2
drug:DM2791,92-84-2,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,36 mg/kg,Phenothiazine,,GSE59927,rat,GSM1456997|GSM1456998,GPL5425,N1c2ccccc2Sc3ccccc13,0.25 d,Liver,Corn Oil,1.2
drug:DM2792,92-84-2,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,36 mg/kg,Phenothiazine,,GSE59927,rat,GSM1456999|GSM1457922|GSM1458220,GPL5425,N1c2ccccc2Sc3ccccc13,1 d,Liver,Corn Oil,1.2
drug:DM2793,92-84-2,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,36 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457000|GSM1457923|GSM1458337,GPL5425,N1c2ccccc2Sc3ccccc13,3 d,Liver,Corn Oil,1.2
drug:DM2794,92-84-2,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,36 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457001|GSM1457924,GPL5425,N1c2ccccc2Sc3ccccc13,5 d,Liver,Corn Oil,1.2
drug:DM2795,92-84-2,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,386 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457002|GSM1457432|GSM1458030,GPL5425,N1c2ccccc2Sc3ccccc13,1 d,Liver,Corn Oil,1.2
drug:DM2796,92-84-2,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,386 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457433|GSM1457434|GSM1457435,GPL5425,N1c2ccccc2Sc3ccccc13,3 d,Liver,Corn Oil,1.2
drug:DM2797,92-84-2,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,386 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457436|GSM1457437|GSM1457438,GPL5425,N1c2ccccc2Sc3ccccc13,5 d,Liver,Corn Oil,1.2
drug:DM2798,92-84-2,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,386 mg/kg,Phenothiazine,,GSE59927,rat,GSM1457925|GSM1458049|GSM1458094,GPL5425,N1c2ccccc2Sc3ccccc13,0.25 d,Liver,Corn Oil,1.2
drug:DM2799,105167-68-8,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,1500 mg/kg,Pioglitazone,DB01132,GSE59927,rat,GSM1461009|GSM1461015|GSM1461021,GPL5425,,1 d,Liver,Corn Oil,1.2
drug:DM2552,31430-15-6,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,1200 mg/kg,Flubendazole,DB08974,GSE59927,rat,GSM1459869|GSM1459887|GSM1459896,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccc(F)cc3,1 d,Liver,Corn Oil,1.2
drug:DM2553,31430-15-6,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,1200 mg/kg,Flubendazole,DB08974,GSE59927,rat,GSM1459870|GSM1459888|GSM1460445,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccc(F)cc3,3 d,Liver,Corn Oil,1.2
drug:DM2550,98319-26-7,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,800 mg/kg,Finasteride,DB01216,GSE59927,rat,GSM1457107|GSM1457523|GSM1458217,GPL5425,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,3 d,Liver,Corn Oil,1.2
drug:DM2551,98319-26-7,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,800 mg/kg,Finasteride,DB01216,GSE59927,rat,GSM1457108|GSM1457109|GSM1457110,GPL5425,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,5 d,Liver,Corn Oil,1.2
drug:DM2556,86386-73-4,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,10 mg/kg,Fluconazole,DB00196,GSE59927,rat,GSM1456528|GSM1456529|GSM1456530,GPL5425,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,5 d,Liver,Corn Oil,1.2
drug:DM2557,86386-73-4,GSM1456835|GSM1456917|GSM1457032|GSM1457033|GSM1457104|GSM1457106|GSM1457525|GSM1457579|GSM1458082|GSM1458141|GSM1458544|GSM1458866|GSM1458886|GSM1459800|GSM1459801|GSM1459802|GSM1461395|GSM1461396|GSM1461469|GSM1461470,10 mg/kg,Fluconazole,DB00196,GSE59927,rat,GSM1456620|GSM1456621|GSM1456622,GPL5425,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,0.25 d,Liver,Corn Oil,1.2
drug:DM2554,31430-15-6,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,1200 mg/kg,Flubendazole,DB08974,GSE59927,rat,GSM1459871|GSM1459889|GSM1459897,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccc(F)cc3,5 d,Liver,Corn Oil,1.2
drug:DM2555,86386-73-4,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,10 mg/kg,Fluconazole,DB00196,GSE59927,rat,GSM1456526|GSM1456527|GSM1456713,GPL5425,OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,3 d,Liver,Corn Oil,1.2
