id,cell_type,ctrl_ids,drug_name,geo_id,organism,pert_ids,platform,version
drug:P2876,Parathyroid gland|Body tissue|Entire liver,GSM1572224|GSM1572225|GSM1572226,hormone,GSE64485,mouse,GSM1572227|GSM1572228|GSM1572229,GPL6885,2.0
drug:P2879,Cultured Cell Line|Cells|Prostate|Cells [Chemical/Ingredient],GSM1574597|GSM1574598,,GSE64574,human,GSM1574601|GSM1574602,GPL10558,2.0
drug:P2878,Cultured Cell Line|Cells|Prostate|Cells [Chemical/Ingredient],GSM1574597|GSM1574598,,GSE64574,human,GSM1574599|GSM1574600,GPL10558,2.0
drug:P3509,atomic nucleus|Brain|Nucleus Accumbens|Body tissue|chamber|nascent polypeptide-associated complex location|Amygdaloid structure|Hippocampus (Brain)|Prefrontal Cortex|mesolimbic system|Brain region|chromatin location,GSM1863773|GSM1863774|GSM1863775|GSM1863776|GSM1863777|GSM1863778,ethanol|5-amino-1-(5-phospho-D-ribosyl)imidazole|dopaminium(1+),GSE72513,mouse,GSM1863779|GSM1863780|GSM1863781|GSM1863782|GSM1863783|GSM1863784,GPL1261,2.0
drug:P2056,Body tissue|Both kidneys|Both kidneys|Rat Kidney,GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030,pyrrolidine,GSE57066,rat,GSM1405700|GSM1405701|GSM1405702|GSM1405703|GSM1405704,GPL6101,2.0
drug:P2055,Body tissue|Both kidneys|Both kidneys|Rat Kidney,GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030,pyrrolidine,GSE57066,rat,GSM1374050|GSM1374051|GSM1374052|GSM1374053,GPL6101,2.0
drug:P5114,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672322|GSM672323|GSM672324,biomarker,GSE27210,human,GSM672271|GSM672287|GSM672303,GPL570,2.0
drug:P2054,Body tissue|Both kidneys|Both kidneys|Rat Kidney,GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030,pyrrolidine,GSE57066,rat,GSM1374035|GSM1374036|GSM1374037|GSM1374038,GPL6101,2.0
drug:P2059,Body tissue|Both kidneys|Both kidneys|Rat Kidney,GSM1374045|GSM1374046|GSM1374047|GSM1374048|GSM1374049,pyrrolidine,GSE57066,rat,GSM1374050|GSM1374051|GSM1374052|GSM1374053,GPL6101,2.0
drug:P2058,Body tissue|Both kidneys|Both kidneys|Rat Kidney,GSM1374045|GSM1374046|GSM1374047|GSM1374048|GSM1374049,pyrrolidine,GSE57066,rat,GSM1374035|GSM1374036|GSM1374037|GSM1374038,GPL6101,2.0
drug:P3505,atomic nucleus|Brain|Nucleus Accumbens|Body tissue|chamber|nascent polypeptide-associated complex location|Amygdaloid structure|Hippocampus (Brain)|Prefrontal Cortex|mesolimbic system|Brain region|chromatin location,GSM1863767|GSM1863768|GSM1863769|GSM1863770|GSM1863771|GSM1863772,ethanol|5-amino-1-(5-phospho-D-ribosyl)imidazole|dopaminium(1+),GSE72513,mouse,GSM1863779|GSM1863780|GSM1863781|GSM1863782|GSM1863783|GSM1863784,GPL1261,2.0
drug:P949,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230622|GSM1230623,paclitaxel|eribulin,GSE50830,human,GSM1230539|GSM1230540|GSM1230541,GPL570,2.0
drug:P3478,Body tissue|Entire cell|Entire liver|Rat Liver,GSM1860958|GSM1860959|GSM1860960|GSM1860961|GSM1860962,water|messenger RNA,GSE72357,rat,GSM1860963|GSM1860964|GSM1860965|GSM1860966|GSM1860967,GPL1355,2.0
drug:P940,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,eribulin|paclitaxel,GSE50830,human,GSM1230660|GSM1230661|GSM1230662,GPL570,2.0
drug:P941,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,paclitaxel|eribulin,GSE50830,human,GSM1230663|GSM1230664|GSM1230665,GPL570,2.0
drug:P942,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,eribulin|paclitaxel,GSE50830,human,GSM1230669|GSM1230670,GPL570,2.0
drug:P943,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,paclitaxel|eribulin,GSE50830,human,GSM1230671|GSM1230672|GSM1230673,GPL570,2.0
drug:P944,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,eribulin|paclitaxel,GSE50830,human,GSM1230677|GSM1230678|GSM1230679,GPL570,2.0
drug:P945,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,paclitaxel|eribulin,GSE50830,human,GSM1230680|GSM1230681|GSM1230682,GPL570,2.0
drug:P946,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,eribulin|paclitaxel,GSE50830,human,GSM1230695|GSM1230696|GSM1230697,GPL570,2.0
drug:P947,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230604|GSM1230605|GSM1230606,paclitaxel|eribulin,GSE50830,human,GSM1230698|GSM1230699|GSM1230700,GPL570,2.0
drug:P948,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230622|GSM1230623,eribulin|paclitaxel,GSE50830,human,GSM1230536|GSM1230537|GSM1230538,GPL570,2.0
drug:P294,Fibroblasts|Cultured Cell Line|Cells,GSM1068345|GSM1068409|GSM1068425,genistein|daidzein|dimethyl sulfoxide,GSE43692,human,GSM1068333|GSM1068397|GSM1068413,GPL10558,2.0
drug:P4573,Epithelial Cells|Nose|Cells,GSM536418|GSM536424|GSM536430,formaldehyde,GSE21477,human,GSM536403|GSM536407|GSM536411,GPL570,2.0
drug:P4575,Epithelial Cells|Nose|Cells,GSM536418|GSM536424|GSM536430,formaldehyde,GSE21477,human,GSM536414|GSM536420|GSM536426,GPL570,2.0
drug:P4578,Epithelial Cells|Nose|Cells,GSM536418|GSM536424|GSM536430,formaldehyde,GSE21477,human,GSM536432|GSM536435|GSM536438,GPL570,2.0
drug:P4579,Epithelial Cells|Nose|Cells,GSM536433|GSM536436|GSM536439,formaldehyde,GSE21477,human,GSM536403|GSM536407|GSM536411,GPL570,2.0
drug:P3695,"Macrophages, Alveolar|Cells [Chemical/Ingredient]",GSM228414|GSM228415|GSM228416,poly(styrene),GSE8997,mouse,GSM228422|GSM228423|GSM228424|GSM228425,GPL8321,2.0
drug:P869,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230542|GSM1230543|GSM1230544,paclitaxel|eribulin,GSE50830,human,GSM1230663|GSM1230664|GSM1230665,GPL570,2.0
drug:P1236,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,eribulin|paclitaxel,GSE50831,human,GSM1230758|GSM1230759|GSM1230760,GPL570,2.0
drug:P1237,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,paclitaxel|eribulin,GSE50831,human,GSM1230761|GSM1230762|GSM1230763,GPL570,2.0
drug:P1234,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,eribulin|paclitaxel,GSE50831,human,GSM1230749|GSM1230750|GSM1230751,GPL570,2.0
drug:P1235,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,paclitaxel|eribulin,GSE50831,human,GSM1230752|GSM1230753|GSM1230754,GPL570,2.0
drug:P1230,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,eribulin|paclitaxel,GSE50831,human,GSM1230731|GSM1230732|GSM1230733,GPL570,2.0
drug:P1238,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,eribulin|paclitaxel,GSE50831,human,GSM1230767|GSM1230768|GSM1230769,GPL570,2.0
drug:P1239,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230755|GSM1230756|GSM1230757,paclitaxel|eribulin,GSE50831,human,GSM1230770|GSM1230771|GSM1230772,GPL570,2.0
drug:P5034,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,biomarker,GSE27210,human,GSM672266|GSM672282|GSM672298,GPL570,2.0
drug:P5035,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,potassium bromide|biomarker,GSE27210,human,GSM672267|GSM672283|GSM672299,GPL570,2.0
drug:P5036,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,biomarker,GSE27210,human,GSM672268|GSM672284|GSM672300,GPL570,2.0
drug:P5037,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,biomarker,GSE27210,human,GSM672269|GSM672285|GSM672301,GPL570,2.0
drug:P5032,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,potassium bromide|biomarker,GSE27210,human,GSM672259|GSM672275|GSM672291,GPL570,2.0
drug:P5033,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672253|GSM672254|GSM672255,biomarker,GSE27210,human,GSM672260|GSM672276|GSM672292,GPL570,2.0
drug:P3315,Cultured Cell Line,GSM1672073|GSM1672110|GSM1672120,,GSE68453,human,GSM1671971|GSM1672033|GSM1672034,GPL10558,2.0
drug:P5437,Intestines|Colon structure (body structure)|Epidermis|Fetus|Fetus|Body tissue,GSM836143|GSM836144,,GSE33806,human,GSM836147|GSM836148,GPL10558,2.0
drug:P1650,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230881|GSM1230882|GSM1230883,eribulin|paclitaxel,GSE50831,human,GSM1230740|GSM1230741|GSM1230742,GPL570,2.0
drug:P1121,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230728|GSM1230729|GSM1230730,paclitaxel|eribulin,GSE50831,human,GSM1230752|GSM1230753|GSM1230754,GPL570,2.0
drug:P1655,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230881|GSM1230882|GSM1230883,paclitaxel|eribulin,GSE50831,human,GSM1230761|GSM1230762|GSM1230763,GPL570,2.0
drug:P860,"Cultured Cell Line|Cells|Tumor cells, malignant",GSM1230542|GSM1230543|GSM1230544,eribulin|paclitaxel,GSE50830,human,GSM1230598|GSM1230599|GSM1230600,GPL570,2.0
drug:P4079,Lung|Cultured Cell Line|large latent transforming growth factor-beta complex|Cells [Chemical/Ingredient],GSM381781|GSM381782|GSM381801|GSM381802,dimethyl sulfoxide,GSE15287,mouse,GSM381787|GSM381788|GSM381807|GSM381808,GPL6333,2.0
drug:P4078,Lung|Cultured Cell Line|large latent transforming growth factor-beta complex|Cells [Chemical/Ingredient],GSM381781|GSM381782|GSM381801|GSM381802,dimethyl sulfoxide,GSE15287,mouse,GSM381785|GSM381786|GSM381805|GSM381806,GPL6333,2.0
drug:P1658,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230881|GSM1230882|GSM1230883,eribulin|paclitaxel,GSE50831,human,GSM1230776|GSM1230777|GSM1230778,GPL570,2.0
drug:P4771,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573756|GSM573757|GSM573758,,GSE23394,human,GSM573732|GSM573733|GSM573734,GPL570,2.0
drug:P5722,Lung|Lung|Body tissue,GSM986352|GSM986353|GSM986354|GSM986355|GSM986356|GSM986357|GSM986358,bleomycin A2,GSE40151,mouse,GSM986407|GSM986408|GSM986409|GSM986410|GSM986411|GSM986412|GSM986413|GSM986414,GPL1261,2.0
drug:P5377,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824453|GSM824454,inhibitor|ligand,GSE33340,human,GSM824426|GSM824434|GSM824438|GSM824442,GPL6883,2.0
drug:P5723,Lung|Lung|Body tissue,GSM986367|GSM986368|GSM986369|GSM986370|GSM986371|GSM986372|GSM986373|GSM986374,bleomycin A2,GSE40151,mouse,GSM986312|GSM986313|GSM986314|GSM986315|GSM986316|GSM986317|GSM986318|GSM986319,GPL1261,2.0
drug:P5376,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Entire cell|Cells [Chemical/Ingredient],GSM824453|GSM824454,inhibitor|ligand,GSE33340,human,GSM824425|GSM824428|GSM824432|GSM824436,GPL6883,2.0
drug:P5375,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824449|GSM824450,inhibitor|ligand,GSE33340,human,GSM824451|GSM824452,GPL6883,2.0
drug:P5374,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824449|GSM824450,inhibitor|ligand,GSE33340,human,GSM824447|GSM824448,GPL6883,2.0
drug:P5373,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824449|GSM824450,inhibitor|ligand,GSE33340,human,GSM824445|GSM824446,GPL6883,2.0
drug:P5372,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Entire cell|Cells [Chemical/Ingredient],GSM824449|GSM824450,inhibitor|ligand,GSE33340,human,GSM824430|GSM824433|GSM824437|GSM824441,GPL6883,2.0
drug:P2112,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376340|GSM1376341,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376342|GSM1376343,GPL570,2.0
drug:P2111,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376340|GSM1376341,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376338|GSM1376339,GPL570,2.0
drug:P2116,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376344|GSM1376345,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376326|GSM1376327,GPL570,2.0
drug:P2117,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376344|GSM1376345,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376330|GSM1376331,GPL570,2.0
drug:P2114,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376340|GSM1376341,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376350|GSM1376351,GPL570,2.0
drug:P2115,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376344|GSM1376345,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376322|GSM1376323,GPL570,2.0
drug:P2118,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376344|GSM1376345,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376334|GSM1376335,GPL570,2.0
drug:P2119,Cultured Cell Line|Lung|Entire cell|Cells [Chemical/Ingredient],GSM1376344|GSM1376345,erlotinib|dimethyl sulfoxide,GSE57156,human,GSM1376338|GSM1376339,GPL570,2.0
drug:P4983,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672076|GSM672082|GSM672088,biomarker,GSE27202,human,GSM672081|GSM672087|GSM672093,GPL570,2.0
drug:P4982,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672076|GSM672082|GSM672088,biomarker,GSE27202,human,GSM672080|GSM672086|GSM672092,GPL570,2.0
drug:P4981,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672076|GSM672082|GSM672088,biomarker,GSE27202,human,GSM672077|GSM672083|GSM672089,GPL570,2.0
drug:P4980,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672076|GSM672082|GSM672088,biomarker,GSE27202,human,GSM672070|GSM672071|GSM672072,GPL570,2.0
drug:P4987,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672094|GSM672095|GSM672096,biomarker,GSE27202,human,GSM672080|GSM672086|GSM672092,GPL570,2.0
drug:P4986,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672094|GSM672095|GSM672096,biomarker,GSE27202,human,GSM672077|GSM672083|GSM672089,GPL570,2.0
drug:P4985,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672094|GSM672095|GSM672096,biomarker,GSE27202,human,GSM672070|GSM672071|GSM672072,GPL570,2.0
drug:P4984,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672076|GSM672082|GSM672088,biomarker,GSE27202,human,GSM672106|GSM672107|GSM672108,GPL570,2.0
drug:P4989,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672094|GSM672095|GSM672096,biomarker,GSE27202,human,GSM672106|GSM672107|GSM672108,GPL570,2.0
drug:P4988,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672094|GSM672095|GSM672096,biomarker,GSE27202,human,GSM672081|GSM672087|GSM672093,GPL570,2.0
drug:P4679,Mesenteric Arteries|Arteries|Mesentery|Body tissue,GSM567820|GSM567821|GSM567822|GSM567823,protein polypeptide chain|17alpha-ethynylestradiol|estrogen,GSE23037,rat,GSM567824|GSM567825|GSM567826,GPL2896,2.0
drug:P4678,Cells [Chemical/Ingredient]|Cultured Cell Line|Breast Cancer Cell,GSM567479|GSM567480|GSM567483|GSM567484,sarcosine,GSE22991,human,GSM567481|GSM567482|GSM567485|GSM567486,GPL96,2.0
drug:P1005,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,paclitaxel|eribulin,GSE50831,human,GSM1230743|GSM1230744|GSM1230745,GPL570,2.0
drug:P1004,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,eribulin|paclitaxel,GSE50831,human,GSM1230740|GSM1230741|GSM1230742,GPL570,2.0
drug:P1007,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,paclitaxel|eribulin,GSE50831,human,GSM1230752|GSM1230753|GSM1230754,GPL570,2.0
drug:P1006,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,eribulin|paclitaxel,GSE50831,human,GSM1230749|GSM1230750|GSM1230751,GPL570,2.0
drug:P1003,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,paclitaxel|eribulin,GSE50831,human,GSM1230734|GSM1230735|GSM1230736,GPL570,2.0
drug:P1002,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230701|GSM1230702|GSM1230703,eribulin|paclitaxel,GSE50831,human,GSM1230731|GSM1230732|GSM1230733,GPL570,2.0
drug:P4512,Cultured Cell Line|Cells|effusion|Epidermis|Larynx|Foreskin of penis|Cells [Chemical/Ingredient],GSM506367|GSM506368|GSM506369,cisplatin,GSE20185,human,GSM506391|GSM506392|GSM506393,GPL6947,2.0
drug:P4514,Cultured Cell Line|Cells|effusion|hypopharynx|Larynx|Squamous epithelial cell|Cell Fraction|Cells [Chemical/Ingredient],GSM506376|GSM506377|GSM506378,cisplatin,GSE20185,human,GSM506373|GSM506374|GSM506375,GPL6947,2.0
drug:P4515,Cultured Cell Line|Cells|hypopharynx|Squamous epithelial cell|Cell Fraction|Cells [Chemical/Ingredient],GSM506376|GSM506377|GSM506378,cisplatin,GSE20185,human,GSM506379|GSM506380|GSM506381,GPL6947,2.0
drug:P4516,Cultured Cell Line|Cells|hypopharynx|Squamous epithelial cell|Cell Fraction|Cells [Chemical/Ingredient],GSM506376|GSM506377|GSM506378,cisplatin,GSE20185,human,GSM506382|GSM506383|GSM506384,GPL6947,2.0
drug:P4517,Cultured Cell Line|Cells|Epidermis|hypopharynx|Squamous epithelial cell|Foreskin of penis|Cells [Chemical/Ingredient],GSM506376|GSM506377|GSM506378,cisplatin,GSE20185,human,GSM506388|GSM506389|GSM506390,GPL6947,2.0
drug:P148,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022240|GSM1022241,inhibitor,GSE41676,human,GSM1022236|GSM1022237,GPL10558,2.0
drug:P140,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022238|GSM1022239,GPL10558,2.0
drug:P142,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022244|GSM1022245,GPL10558,2.0
drug:P143,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022246|GSM1022247,GPL10558,2.0
drug:P144,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022250|GSM1022251,GPL10558,2.0
drug:P146,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41676,human,GSM1022254|GSM1022255,GPL10558,2.0
drug:P3985,Epithelial Cells|Bronchial|Cells [Chemical/Ingredient],GSM359539|GSM359540,dimethyl sulfide|dimethyl sulfoxide|solvent,GSE14383,human,GSM359531|GSM359532,GPL570,2.0
drug:P328,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087685|GSM1087694|GSM1087699|GSM1087703,GPL7202,2.0
drug:P329,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087686|GSM1087691|GSM1087709|GSM1087711,GPL7202,2.0
drug:P325,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087652|GSM1087663|GSM1087672|GSM1087675,GPL7202,2.0
drug:P326,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087661|GSM1087668|GSM1087669|GSM1087671|GSM1087674,GPL7202,2.0
drug:P327,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087683|GSM1087697|GSM1087698|GSM1087705,GPL7202,2.0
drug:P320,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087650|GSM1087656|GSM1087660|GSM1087670|GSM1087679|GSM1087682,,GSE44603,mouse,GSM1087686|GSM1087691|GSM1087709|GSM1087711,GPL7202,2.0
drug:P321,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087650|GSM1087656|GSM1087660|GSM1087670|GSM1087679|GSM1087682,,GSE44603,mouse,GSM1087688|GSM1087692|GSM1087708|GSM1087713,GPL7202,2.0
drug:P322,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087650|GSM1087656|GSM1087660|GSM1087670|GSM1087679|GSM1087682,,GSE44603,mouse,GSM1087689|GSM1087693|GSM1087701|GSM1087712,GPL7202,2.0
drug:P323,Cultured Cell Line|Cells|Epithelial Cells|Lung,GSM1087653|GSM1087666|GSM1087676,,GSE44603,mouse,GSM1087648|GSM1087654|GSM1087657|GSM1087680,GPL7202,2.0
drug:P4733,Cultured Cell Line|B-Lymphocytes|Human Cell Line,GSM573720|GSM573721|GSM573722|GSM573786|GSM573787|GSM573788,,GSE23394,human,GSM573774|GSM573775|GSM573776,GPL570,2.0
drug:P1913,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133007|GSM133023,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132959|GSM132961,GPL570,2.0
drug:P1912,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133007|GSM133023,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132952|GSM132954,GPL570,2.0
drug:P1911,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133007|GSM133023,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132948|GSM132951,GPL570,2.0
drug:P1910,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133007|GSM133023,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132945|GSM132946,GPL570,2.0
drug:P1916,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132934|GSM132935,GPL570,2.0
drug:P1915,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132932|GSM132933,GPL570,2.0
drug:P1914,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133007|GSM133023,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132962|GSM132963,GPL570,2.0
drug:P1919,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132945|GSM132946,GPL570,2.0
drug:P1918,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide|plumbylidyne group,GSE5716,human,GSM132942|GSM132943,GPL570,2.0
drug:P4398,Bone Marrow|Body tissue|Entire liver,GSM432452|GSM432454|GSM432456|GSM432458,baclofen,GSE17266,mouse,GSM432433|GSM432435|GSM432437|GSM432439|GSM432440|GSM432441|GSM432442|GSM432443,GPL1261,2.0
drug:P5203,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725380|GSM725381,,GSE29344,human,GSM725386|GSM725387,GPL6883,2.0
drug:P5202,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725380|GSM725381,,GSE29344,human,GSM725382|GSM725383|GSM725384|GSM725385,GPL6883,2.0
drug:P5201,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725372|GSM725373|GSM725374|GSM725375|GSM725376|GSM725377,,GSE29344,human,GSM725394|GSM725395,GPL6883,2.0
drug:P4399,Bone Marrow|Body tissue,GSM432452|GSM432454|GSM432456|GSM432458,baclofen,GSE17266,mouse,GSM432445|GSM432447|GSM432449|GSM432451,GPL1261,2.0
drug:P5207,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725388|GSM725389,,GSE29344,human,GSM725386|GSM725387,GPL6883,2.0
drug:P5206,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725388|GSM725389,,GSE29344,human,GSM725382|GSM725383|GSM725384|GSM725385,GPL6883,2.0
drug:P5205,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725380|GSM725381,,GSE29344,human,GSM725394|GSM725395,GPL6883,2.0
drug:P5204,Entire skin|Cells|Fibroblasts|keratinocyte|Skin tissue|Cells [Chemical/Ingredient],GSM725380|GSM725381,,GSE29344,human,GSM725390|GSM725391|GSM725392|GSM725393,GPL6883,2.0
