GSM3357730	GSM3357729	GSM3357732	GSM3357731
Amica1	1.07985	0.947144	0.792997	0.697358
Amigo1	0.166477	0.210911	0.112783	0.133935
Amigo2	7.11136	7.45774	3.48935	3.57356
Amigo3	2.19772	2.2707	2.03476	2.08327
Ammecr1	7.67878	7.81545	8.74804	8.26706
Ammecr1l	14.6994	13.9452	14.1907	13.6731
Amn	0.0367887	0.05273	0.0726939	0.0235818
Amn1	5.66932	5.18544	7.19227	5.1966
Amot	1.36212	1.45968	1.71671	1.76907
Amotl1	37.418	39.6442	34.5703	36.1696
Amotl2	11.9013	13.5252	14.5044	15.3204
Ampd1	0.050974	0.12177	0.0906516	0.0571808
Ampd2	30.5608	31.9723	40.1143	42.0845
Ampd3	19.2629	19.08	17.9137	17.5001
Amph	0.0240775	0	0.0071291	0.00578168
Amt	1.21491	0.696542	1.1331	0.872217
Amtn	0	0	0	0
Amy1	0.16217	0.232448	0.233501	0.275276
Amy2a4	0	0	0	0
Amy2a5	0	0	0	0
Amy2b	0	0	0	0
Amz1	1.16411	1.16483	1.37148	1.40089
Amz2	10.1583	9.85499	8.54327	8.39966
Anapc1	35.4131	36.7858	34.6532	37.1699
Anapc10	5.51653	5.54189	5.96839	4.80673
Anapc11	14.7312	14.9866	14.4449	14.5084
Anapc13	48.7336	50.8932	48.8325	42.8464
Anapc15	43.6304	46.1536	40.899	39.8098
Anapc16	68.1159	66.0983	62.4628	56.8496
Anapc2	29.9953	30.2477	27.9214	28.4931
Anapc4	32.0606	32.9142	30.6516	31.6701
Anapc5	112.553	110.881	99.5595	105.544
Anapc7	22.638	21.8942	22.424	22.9809
Ang	0.874858	0.722858	1.13351	1.25429
Ang2	0.232303	0.110988	0.275417	0.223362
Ang3	0	0	0	0
Ang4	0	0	0	0
Ang5	0	0	0	0
Ang6	0	0	0	0
Angel1	2.43143	2.27098	2.25062	2.28036
Angel2	19.2585	18.3919	18.4907	19.3276
Angpt1	0.256425	0.278721	0.267323	0.191153
Angpt2	2.84178	3.49906	5.33294	4.70494
Angpt4	0	0	0.0162374	0
Angptl1	0.00914109	0	0.0108376	0.0175792
Angptl2	2.50618	2.96534	3.13084	3.18601
Angptl3	0	0	0	0
Angptl4	5.91158	4.97973	12.1544	12.9407
Angptl6	2.27008	2.04795	2.8497	2.69629
Angptl7	0.00977553	0	0	0.0281979
Ank	14.1429	13.5723	16.6827	17.1959
Ank1	0.0538488	0.0565006	0.0142183	0.0461262
Ank2	0.454009	0.318123	0.898561	0.968222
Ank3	0.723079	0.81748	0.880081	0.909039
Ankar	0.00415805	0	0	0.00799603
Ankdd1b	1.26125	1.42278	1.49532	1.10042
Ankef1	0.014422	0.0206714	0.0341973	0.0277339
Ankfn1	0	0	0	0
Ankfy1	15.8312	16.4855	15.0336	15.5431
Ankhd1	8.24757	8.54166	8.78003	8.91161
Ankib1	15.653	15.4644	15.082	15.4924
Ankk1	0	0	0	0
Ankle1	9.14746	8.12034	6.08087	6.80466
Ankle2	10.2582	10.8287	9.68166	9.92927
Ankmy1	0	0	0.00708677	0.0114947
Ankmy2	12.744	12.9478	13.8989	13.3518
Ankra2	7.23897	7.00165	7.39294	6.63847
Ankrd1	12.7749	19.3945	8.0281	10.2919
Ankrd10	18.4757	18.0864	20.9845	22.0881
Ankrd11	16.9207	19.4482	18.3043	19.8226
Ankrd12	5.29095	5.44694	5.02519	4.62808
Ankrd13a	64.7171	66.0573	58.0954	57.5503
Ankrd13b	5.38816	5.21238	6.42942	6.51362
Ankrd13c	23.421	24.0589	20.9906	20.5521
Ankrd13d	1.58471	1.34402	1.36742	1.0639
Ankrd16	5.85465	4.74676	4.97805	4.63017
Ankrd17	14.2016	15.3776	16.0851	16.3566
Ankrd2	0.141845	0.174266	0.144146	0.116902
Ankrd22	0.0117172	0	0	0
Ankrd23	2.84374	2.70741	2.19025	2.52472
Ankrd24	1.6567	1.50013	1.62122	1.70419
Ankrd26	3.49138	3.55081	2.57681	3.02353
Ankrd27	14.1619	14.3697	13.1972	14.3884
Ankrd28	26.4351	26.4639	24.0031	24.6946
Ankrd29	3.87472	4.12051	4.73497	4.41234
Ankrd32	6.36166	6.59403	5.10736	4.78385
Ankrd33	0.014645	0	0.034726	0.0422441
Ankrd33b	37.3801	38.2758	41.9103	41.7647
Ankrd34a	0.472791	0.546501	0.578618	0.615901
Ankrd34b	0	0.00696944	0	0
Ankrd34c	0	0	0	0
Ankrd35	0.0424664	0.0338155	0.0615361	0.0862007
Ankrd36	0	0	0	0
Ankrd37	2.82662	2.82487	3.68941	4.11414
Ankrd39	6.96854	6.53262	7.32269	6.63411
Ankrd40	31.9158	34.4981	28.6204	27.8244
Ankrd42	0.267749	0.272679	0.192136	0.318418
Ankrd44	0.985486	0.938755	1.04139	1.02995
Ankrd45	0.0103245	0	0.00612029	0
Ankrd46	90.3096	92.3349	65.5139	67.8571
Ankrd49	12.2359	12.8656	12.4777	12.056
Ankrd50	8.7228	9.69475	8.27517	9.21392
Ankrd52	28.5107	27.2135	25.1642	28.8602
Ankrd53	0.0355413	0.0169807	0.0561833	0
Ankrd54	16.1334	16.0331	13.352	14.9178
Ankrd55	0.337674	0.272783	0.73541	0.521864
Ankrd6	0.0257056	0.00613957	0.0101578	0.00823768
Ankrd60	0	0	0	0
Ankrd61	0.23895	0.181319	0.149981	0.256783
Ankrd63	0.0234057	0	0	0.0112524
Ankrd66	0.325135	0.349517	0.385477	0.312621
Ankrd7	0	0.0528171	0.0218442	0.0177156
Ankrd9	2.44608	2.765	3.68681	3.56871
Anks1	17.5297	18.0766	13.1747	14.6428
Anks1b	0.158544	0.181652	0.187164	0.128712
Anks3	6.22473	6.36309	6.63348	6.33
Anks4b	0	0	0	0
Anks6	0.179053	0.124432	0.109358	0.151293
Ankub1	0	0	0	0
Ankzf1	5.54541	4.8788	4.91383	5.71047
Anln	42.0309	45.0456	35.1545	35.19
Ano1	12.9277	13.7328	11.7463	12.7479
Ano10	15.3906	15.899	18.6797	19.721
Ano2	0.0146382	0.0139875	0.028925	0.0234581
Ano3	0.0218431	0.00894518	0.0110987	0.0120014
Ano4	0	0	0	0
Ano5	0	0	0	0
Ano6	87.4465	89.9758	78.1962	83.5778
Ano7	0	0	0.0058271	0.00472548
Ano8	5.16908	4.74877	5.90413	6.58751
Ano9	0	0	0.00766963	0
Anp32a	106.333	111.345	113.19	110.843
Anp32b	233.025	243.987	213.646	235.886
Anp32e	57.9164	58.8549	45.7621	47.4614
Anpep	47.6063	47.5446	57.0773	58.7911
Antxr1	60.1626	64.9071	47.3847	51.2017
Antxr2	12.0406	13.1766	12.7755	12.6556
Antxrl	0	0	0	0.0181728
Anxa1	482.147	460.97	562.157	462.55
Anxa10	0	0	0	0
Anxa11	83.4991	82.4174	86.1693	88.4558
Anxa13	0	0	0	0
Anxa2	601.087	598.846	649.914	562.82
Anxa3	83.2296	84.7434	84.4869	77.8952
Anxa4	113.348	117.127	96.943	92.9875
Anxa5	196.429	201.362	206.675	200.94
Anxa6	3.16265	3.00188	7.17844	6.85461
Anxa7	111.371	112.371	117.214	107.575
Anxa8	0.10235	0.0814998	0.385664	0.448319
Anxa9	1.3327	1.57866	1.26664	1.14373
Aoah	0	0	0	0
Aoc1	0	0	0	0
Aoc2	2.20526	1.94342	2.01403	2.27773
Aoc3	0.0866718	0.08696	0.0308272	0.0875028
Aox1	6.8961	6.83677	8.00069	7.91836
Aox2	0.00397346	0	0.0141327	0.0152821
Aox3	0.00437112	0.00626523	0.00518237	0
Aox4	0.00381014	0	0	0
Ap1ar	17.6736	17.1977	11.8216	11.4488
Ap1b1	14.6646	14.5541	13.3917	14.265
Ap1g1	21.5877	21.8698	20.4448	21.404
Ap1g2	13.0587	13.2023	14.0867	14.2468
Ap1m1	36.2323	34.7597	31.2724	33.657
Ap1m2	0.0355952	0	0.0140644	0.0228124
Ap1s1	130.425	128.412	71.9686	77.5995
Ap1s2	33.7013	34.8593	33.7182	29.4479
Ap1s3	14.2151	13.8463	19.2551	18.6358
Ap2a1	53.0927	51.2535	54.958	56.7202
Ap2a2	31.8355	30.8529	32.261	35.2892
Ap2b1	40.099	42.042	46.095	46.5817
Ap2m1	271.424	272.598	262.02	270.468
Ap2s1	168.388	162.261	162.001	160.38
Ap3b1	20.3798	21.5004	21.3062	21.3348
Ap3b2	4.12542	3.72276	3.5517	3.40413
Ap3d1	48.8644	49.8623	55.6252	57.4966
Ap3m1	43.1173	44.6477	51.4921	47.025
Ap3m2	12.3828	12.4124	10.5027	9.27174
Ap3s1	57.6992	59.2037	75.9729	68.7763
Ap3s2	8.2563	8.16519	8.3155	8.25046
Ap4b1	8.31983	7.84682	7.26385	7.41887
Ap4e1	5.37259	5.50047	4.36234	4.62684
Ap4m1	6.66642	6.35287	7.03496	7.56477
Ap4s1	13.1229	12.3392	13.7824	12.6755
Ap5b1	2.57885	2.47924	2.77409	3.24162
Ap5m1	10.6808	11.6422	10.1828	9.76238
Ap5s1	8.59273	8.56583	9.02674	10.0986
Ap5z1	4.72124	4.92936	4.8106	5.11483
Apaf1	10.3298	11.5962	10.6915	11.5816
Apba1	0.0339155	0.0283569	0.0536132	0.0652202
Apba2	0.0829972	0.0679774	0.126517	0.0627012
Apba3	27.1826	25.3906	27.7577	28.3757
Apbb1	1.6755	1.94801	1.76519	1.49343
Apbb1ip	23.5761	26.3807	30.533	29.7939
Apbb2	18.7682	19.5179	17.9477	20.057
Apbb3	5.13215	4.31554	5.07632	5.3388
Apc	5.76725	6.32894	6.90796	6.8435
Apc2	0.0697481	0.088176	0.0413669	0.0572531
Apcdd1	0.0349994	0.0702316	0.033196	0.100957
Apcs	0	0	0	0
Apeh	12.5411	12.6185	11.1466	11.9786
Apela	0	0	0	0
Apex1	22.0604	20.9539	26.1936	26.53
Apex2	7.30381	8.13028	7.26308	8.69526
Aph1a	55.759	53.096	47.2523	51.6589
Aph1b	0.888716	0.84323	0.885465	0.902652
Aph1c	0.0109417	0.0365936	0.0302689	0.0280548
Api5	81.8295	82.147	63.7684	65.5425
Apip	26.4984	24.393	26.5439	26.424
Apitd1	7.92639	8.7448	7.85592	7.0924
Aplf	4.75578	4.66603	4.39412	4.44521
Apln	33.9364	42.566	38.4278	44.917
Aplnr	0.135162	0.116238	0.628166	0.810948
Aplp1	3.31233	3.16509	3.10032	3.5201
Aplp2	243.688	249.027	221.382	223.554
Apmap	21.3186	20.9739	20.5367	20.4101
Apoa1	0.0231561	0.0995704	0.082361	0.0222649
Apoa1bp	55.1052	55.2662	57.8412	48.652
Apoa2	5.77726	7.37882	6.84947	7.80987
Apoa4	0	0	0	0.0238882
Apoa5	0	0	0.0101723	0
Apob	0	0	0	0
Apobec1	0.933082	1.13615	1.38169	1.20203
Apobec2	0.196977	0.128333	0.318456	0.172178
Apobec3	71.2986	74.626	56.3387	57.4648
Apobec4	0	0	0	0
Apobr	36.8987	37.7945	34.4658	33.7447
Apoc1	0	0	0	0
Apoc2	0	0	0.0411375	0.13345
Apoc3	0	0	0	0
Apoc4	0	0	0	0
Apod	0.0876341	0.078505	0.0259746	0.063196
Apoe	6.1741	6.04051	7.25827	6.53679
Apof	0.0105229	0	0.0249516	0.0303536
Apoh	0	0.0795071	0	0.0177785
Apol10a	0.00642102	0	0	0
Apol10b	1.77346	1.86993	2.48928	2.4598
Apol11a	0	0	0	0
Apol11b	0	0	0	0.0188493
Apol6	0.117597	0.0426075	0.10573	0.104802
Apol7a	0.0347942	0	0.0825061	0.125462
Apol7b	0	0	0.0212896	0
Apol7c	0.0197422	0	0	0.0094912
Apol7d	0.091797	0.10526	0.0435335	0.0353056
Apol7e	0	0	0	0
Apol8	0.422374	0.493877	0.527119	0.502303
Apol9a	10.4462	11.1805	17.4814	14.582
Apol9b	13.1238	14.1497	18.2941	17.777
Apold1	107.99	109.051	67.2744	70.1089
Apom	0.0710234	0.0508997	0.0842047	0.102435
Apon	0.513747	0.681138	0.304547	0.456926
Apoo	19.255	17.6194	19.0742	18.1876
Apoo-ps	1.47239	0.0495658	4.86994	3.00995
Apool	14.5519	15.385	15.7152	13.2299
Apopt1	23.2841	23.3164	24.7401	22.3809
App	185.649	181.837	214.961	209.403
Appbp2	22.0756	23.1131	23.5603	23.9397
Appl1	11.4081	11.885	9.89776	9.85997
Appl2	15.4876	15.0461	13.082	12.1897
Aprt	245.431	234.901	276.58	278.405
Aptx	1.4909	1.35439	1.21588	1.30735
Aqp1	181.916	184.064	231.746	216.262
Aqp11	3.10226	2.56084	3.23511	2.74861
Aqp12	0	0	0	0
Aqp2	0.0149832	0	0.0532917	0.0144065
Aqp3	1.01352	0.684603	1.09112	0.806489
Aqp4	0.00372423	0	0	0
Aqp5	0	0	0.0639377	0
Aqp6	0	0	0	0
Aqp7	0.242711	0.258107	0.269191	0.240898
Aqp8	0.0141821	0	0.20192	0.15008
Aqp9	0.0223137	0.0533064	0.035274	0
Aqr	17.1276	18.1026	19.0082	18.5322
Ar	0.0909876	0.102469	0.13099	0.137477
Araf	38.2357	35.8384	38.4492	36.8108
Arap1	9.79544	10.1022	13.8195	13.7828
Arap2	0.0177665	0.0145515	0.0331004	0.0390463
Arap3	73.3802	74.5585	69.9238	75.8036
Arc	0.241777	0.209861	0.256611	0.26306
Arcn1	93.8007	94.6821	81.3848	79.2088
Areg	0.474468	0.313876	0.540889	0.561485
Arel1	9.18945	9.0482	9.59742	9.47715
Arf1	311.359	309.161	314.703	306.092
Arf2	36.1365	37.1072	38.6676	37.7764
Arf3	73.6271	69.61	63.7633	71.9606
Arf4	237.827	234.058	255.804	244.883
Arf5	187.858	174.427	167.662	181.37
Arf6	68.6204	67.3049	70.4924	75.4481
Arfgap1	25.8207	25.0588	26.1418	27.1054
Arfgap2	28.115	26.8911	25.4349	27.9454
Arfgap3	26.1179	26.8874	31.3041	31.8412
Arfgef1	14.0547	15.6856	13.6518	14.1907
Arfgef2	12.0787	13.0961	14.0942	15.1169
Arfip1	22.7467	22.9798	24.8691	24.282
Arfip2	15.9605	16.488	16.3716	16.4716
Arfrp1	13.0387	12.3792	12.3813	12.0535
Arg1	0.313842	0.224919	1.06553	0.768124
Arg2	0.0449125	0.085832	0.0354986	0.0575785
Arglu1	98.6236	89.504	84.8861	94.9783
Arhgap1	31.0878	32.452	32.7564	32.4284
Arhgap10	10.6786	11.2818	10.4034	10.927
Arhgap11a	18.0196	18.178	14.517	15.29
Arhgap12	4.63393	5.01811	4.49288	4.82277
Arhgap15	0	0	0	0
Arhgap15os	0.0116646	0	0.0276588	0.0112156
Arhgap17	21.0119	22.6942	20.6163	20.7976
Arhgap18	7.1396	7.7456	9.69552	8.85105
Arhgap19	11.7011	11.4723	8.75686	9.91778
Arhgap20	0.291974	0.304359	0.419591	0.482073
Arhgap20os	0.0425628	0.0610061	0.0672827	0.0682077
Arhgap21	10.5791	11.7948	9.87335	9.91888
Arhgap22	6.63142	7.62355	6.42286	7.06196
Arhgap23	25.6055	25.8704	23.378	25.2627
Arhgap24	0	0	0.0084782	0.00687574
Arhgap25	13.9727	15.7735	12.7101	13.1842
Arhgap26	3.51076	3.80027	2.57242	2.44036
Arhgap27	57.5085	54.3779	45.0529	48.9382
Arhgap27os3	0.208458	0.0824241	0.153401	0.1797
Arhgap28	0.803311	1.01385	0.948184	0.980871
Arhgap29	109.269	112.832	86.0743	88.0602
Arhgap30	0.00848306	0.0425563	0.090517	0.0652525
Arhgap31	38.2492	41.4189	35.2429	39.2842
Arhgap32	0.0204654	0	0.00206539	0
Arhgap33	1.47726	1.32295	1.62064	1.32271
Arhgap33os	0	0	0	0
Arhgap35	8.37062	8.77018	9.78209	10.2669
Arhgap36	0	0	0	0
Arhgap39	0.965732	1.17034	0.859952	1.1358
Arhgap4	0.0356851	0.0426206	0.0352531	0.0396382
Arhgap40	0.0298731	0	0	0.00957443
Arhgap42	5.56188	5.71358	5.99352	6.04988
Arhgap44	7.78283	7.77776	11.0566	11.2599
Arhgap5	17.1079	18.5799	18.1645	17.3802
Arhgap6	14.3702	14.2612	20.4631	19.2909
Arhgap8	9.819	10.5702	7.44979	6.71895
Arhgap9	0.372958	0.421176	0.401978	0.597673
Arhgdia	331.231	335.158	332.322	350.926
Arhgdib	171.39	181.411	209.253	191.272
Arhgdig	0.043853	0.219994	0.103984	0.126496
Arhgef1	57.0483	56.3245	50.6337	52.9251
Arhgef10	13.3647	13.8036	15.5603	16.4001
Arhgef10l	0.0521724	0.074782	0.185583	0.271749
Arhgef11	5.19828	5.60741	4.4187	4.22452
Arhgef12	20.5294	21.6858	20.511	23.0821
Arhgef15	64.686	64.3137	57.3061	60.4328
Arhgef16	0.151793	0.145045	0.31708	0.333602
Arhgef17	2.18284	2.09186	2.15913	2.45704
Arhgef18	9.31874	9.26388	9.33646	9.41597
Arhgef19	0.0910268	0.0733898	0.161881	0.147696
Arhgef2	41.1628	41.542	40.5208	43.4691
Arhgef25	1.17447	1.61815	0.895911	1.11176
Arhgef26	8.38051	8.42973	5.64626	5.66188
Arhgef28	1.5902	1.63419	2.34421	2.56756
Arhgef3	51.7636	54.2714	66.9349	64.21
Arhgef33	0	0	0.00704505	0.0171406
Arhgef37	0.629492	0.644475	0.426469	0.35163
Arhgef38	0	0	0	0
Arhgef39	7.7101	6.88396	6.46857	5.7632
Arhgef4	0.92632	0.819449	0.883738	0.751501
Arhgef40	18.8154	19.1108	15.8319	16.693
Arhgef5	20.7647	21.1496	16.2316	17.2394
Arhgef6	1.30682	1.16323	1.41613	1.22051
Arhgef7	81.0954	85.5532	65.1819	65.8285
Arhgef9	0.20215	0.101581	0.206637	0.177475
Arid1a	12.2395	12.241	12.2519	12.9452
Arid1b	4.8896	5.32009	4.94484	5.81511
Arid2	9.6264	9.89093	7.4199	8.21867
Arid3a	6.31513	6.1116	5.13671	5.77461
Arid3b	2.42078	2.14863	2.18556	2.40552
Arid3c	0.0124623	0.0357299	0.0147758	0.0119828
Arid4a	6.28811	6.18293	5.24177	5.53233
Arid4b	7.85598	8.29355	7.0259	7.42078
Arid5a	5.13444	5.51177	5.19439	5.3235
Arid5b	6.02162	6.54905	6.49655	7.88674
Arih1	24.4505	24.3638	24.7676	24.9756
Arih2	11.2298	11.3211	10.6385	10.2011
Arl1	129.304	130.04	133.132	129.881
Arl10	6.19522	6.19732	4.25908	4.90193
Arl11	4.67502	5.17327	4.61607	4.03055
Arl13a	0.0118086	0	0.0140002	0
Arl13b	6.17743	6.27404	5.81242	5.30835
Arl14	0	0	0	0
Arl14ep	13.0798	13.2953	13.3287	12.9253
Arl14epl	0.0088906	0.0254862	0	0.00854842
Arl15	8.66558	8.98141	8.69797	8.87979
Arl16	6.71994	6.6836	6.64122	5.91406
Arl2	41.244	41.0799	48.3807	43.9346
Arl2bp	62.6802	60.1734	62.9808	62.8745
Arl3	53.9225	53.9671	50.3154	50.0963
Arl4a	11.9493	11.5318	6.4666	6.02002
Arl4c	9.30517	8.54778	14.7763	15.7954
Arl4d	22.5373	20.3939	24.8376	22.3665
Arl5a	18.7582	18.4321	18.7602	18.7652
Arl5b	7.62533	7.68064	4.56156	4.68867
Arl5c	0.200744	0.268548	0.222133	0.218753
Arl6	4.79305	5.39929	5.76593	4.83833
Arl6ip1	153.545	150.418	131.468	134.368
Arl6ip4	33.307	32.8376	28.4607	30.0436
Arl6ip5	115.177	107.78	126.329	123.297
Arl6ip6	14.4061	14.1204	14.8153	14.8331
Arl8a	35.3772	36.3012	34.3966	36.1255
Arl8b	105.002	102.816	100.526	95.5232
Arl9	0.182876	0.13106	0	0.0879189
Armc1	23.9268	24.7759	19.4987	18.3689
Armc10	19.387	19.23	18.369	18.5057
Armc12	0	0.0289475	0	0.0194188
Armc2	0	0.011173	0	0.00374758
Armc3	0	0.00944696	0.0248384	0.0253678
Armc4	0	0.00795515	0	0
Armc5	7.43154	6.93621	7.60633	8.33403
Armc6	7.36008	6.85447	7.3869	7.27825
Armc7	6.50156	6.78543	5.18091	4.96178
Armc8	9.54495	10.0783	9.5212	9.34005
Armc9	3.72667	3.58758	2.4089	2.47951
Armcx1	15.584	16.9967	22.0079	21.0641
Armcx2	48.7223	49.2754	35.787	38.6948
Armcx3	27.6395	28.2225	29.6479	28.2065
Armcx4	7.75853	7.58711	10.3773	12.3631
Armcx5	4.41119	4.01175	4.48219	3.90716
Armcx6	7.43386	7.15557	8.95473	9.02773
Arnt	19.0841	18.8225	13.5046	14.195
Arnt2	0.297163	0.279517	0.543151	0.491092
Arntl	17.2221	18.3847	16.9976	16.6773
Arntl2	4.20794	4.10784	5.45543	5.17338
Arpc1a	58.4977	56.424	55.3217	54.8584
Arpc1b	345.644	335.742	327.361	339.885
Arpc2	283.481	289.641	274.049	285.921
Arpc3	674.834	710.807	627.384	596.151
Arpc4	125.25	121.567	120.026	127.39
Arpc5	136.03	133.437	157.04	147.36
Arpc5l	59.2059	64.713	53.4072	49.7438
Arpp19	28.7321	30.1018	28.8018	26.408
Arpp21	0.104328	0.0108938	0	0
Arr3	0.0157222	0	0	0
Arrb1	46.1304	45.262	44.8891	49.0743
Arrb2	5.02799	5.20056	7.43933	7.46444
Arrdc1	13.9057	12.511	10.9078	11.9212
Arrdc2	6.4277	6.05284	4.06165	4.28056
Arrdc3	12.5798	11.3171	14.1331	13.2239
Arrdc4	1.28899	1.40139	1.22178	1.33897
Arrdc5	0	0	0	0
Arsa	78.9683	82.5793	71.6744	75.929
Arsb	9.77659	10.1675	10.7944	10.6786
Arsg	1.18682	1.03368	1.26161	1.11402
Arsi	0.0478565	0	0.0425537	0.0230073
Arsj	6.73273	6.65503	6.72808	6.27317
Arsk	2.299	2.36019	2.67578	2.5292
Art1	0	0	0	0
Art2a-ps	0.027502	0.0790229	0.0204446	0.0497415
Art2b	0	0	0	0
Art3	0.0133632	0	0.0158433	0.0385467
Art4	0.258293	0.262735	0.0197568	0.0801136
Art5	0.719865	0.829655	1.06948	0.93258
Artn	0	0.031882	0.0218055	0.0176839
Arv1	5.0069	4.8746	4.3233	4.79603
Arvcf	1.17219	1.11795	1.03363	1.0569
Arx	0.00719389	0	0	0
Arxes1	0	0	0	0
Arxes2	0.326236	0.136384	0.934726	0.87569
As3mt	32.6135	30.8609	36.3141	33.9546
Asah1	101.35	102.903	123.621	106.1
Asah2	38.8886	41.3718	41.9702	39.0198
Asap1	33.5757	34.3656	38.1071	38.2406
Asap2	16.1026	16.8672	13.4539	14.645
Asap3	0.570886	0.542282	0.480595	0.454722
Asb1	1.48291	1.43576	0.866904	1.14177
Asb10	0	0.0123152	0	0
Asb11	0	0	0.0406961	0.0330044
Asb12	0.0171953	0	0	0.0165334
Asb13	6.50795	6.46699	6.45555	6.57156
Asb14	0.0543933	0.103224	0.0594523	0.0385725
Asb15	0.00447006	0.00640704	0	0.00859603
Asb16	0.172496	0.0899064	0.167326	0.165857
Asb17	0	0.0308324	0	0.0206832
Asb17os	0.1246	0	0.29545	0.179707
Asb18	0	0	0	0
Asb2	0.00730672	0	0	0.014051
Asb3	3.89644	3.89561	3.84965	3.14519
Asb4	0.271214	0.10986	0.111843	0.136057
Asb5	0.0396234	0.0757242	0.0626363	0.0507979
Asb6	18.1631	17.1012	16.0744	17.5555
Asb7	3.06886	3.48275	3.054	3.33035
Asb8	23.6603	23.3788	21.0247	22.8122
Asb9	0	0	0	0
Ascc1	18.8613	18.3825	17.6515	17.5888
Ascc2	16.8707	16.8075	17.6248	17.5743
Ascc3	12.235	13.6627	16.3951	17.807
Ascl1	0.0441935	0.0126687	0.0314373	0.00849852
Ascl2	0	0	0	0
Ascl3	0.0361475	0.0518111	0.0428562	0.104269
Ascl4	0.0381049	0	0	0.0183192
Ascl5	0.0499648	0	0	0
Asf1a	23.3882	24.0201	22.525	21.976
Asf1b	30.6326	30.8073	24.0935	23.27
Asgr1	0	0.0275011	0.0815468	0.0738167
Asgr2	0.590797	0.62396	1.9723	1.64438
Ash1l	5.96958	6.4949	6.1782	6.27339
Ash2l	34.9413	35.7007	35.2146	34.2941
Asic1	1.04607	0.899614	0.955872	1.2315
Asic2	0.00744695	0	0	0
Asic3	0.0627014	0.0149785	0.0495588	0.0602881
Asic4	0.00742618	0	0.00880441	0
Asic5	0	0	0	0
Asl	8.12764	8.38845	12.1385	11.6366
Asmt	0.0551897	0.105473	0.0436216	0
Asna1	70.4341	69.9414	77.1441	75.8786
Asns	120.433	137.642	140.247	137.447
Asnsd1	29.1492	29.4842	21.5842	21.3341
Aspa	0.340594	0.253854	0.484566	0.576374
Aspdh	0	0	0	0
Aspg	0.00718536	0.0102989	0.0170378	0.00690881
Asph	14.6352	15.1006	8.98781	8.48237
Asphd1	0.057746	0.248306	0.0684632	0.16657
Asphd2	0.118183	0.0564648	0.0622741	0.0883823
Aspm	4.8814	5.44421	4.29592	4.52177
Aspn	0.0255698	0.0366556	0.0303179	0.00818318
Asprv1	0.123168	0.0784619	0.113576	0.0789516
Aspscr1	18.982	18.5495	18.6543	19.3328
Asrgl1	1.02664	0.94327	2.08064	1.80551
Ass1	32.6455	22.1406	41.3419	34.8469
Aste1	3.54037	3.52847	3.57322	3.69786
Astl	0	0.0127166	0.0420786	0.0085302
Astn1	0.00259243	0.00371579	0	0
Astn2	0.0162528	0	0	0
Asun	27.569	27.4044	27.0657	25.7248
Asxl1	14.7698	15.0845	14.8177	15.4487
Asxl2	4.49797	4.77702	5.32411	5.09205
Asxl3	0	0	0	0
Asz1	0.011824	0.0169476	0	0.0113689
Atad1	40.4303	41.3241	43.9139	43.5536
Atad2	37.1266	38.4244	34.9832	37.0622
Atad2b	4.6966	4.6153	4.64112	4.50478
Atad3a	25.2163	24.495	26.7462	28.1645
Atad3aos	0.0763983	0.237146	0.196159	0.326494
Atad5	3.52401	3.79104	3.55331	3.85301
Atat1	5.15688	4.63348	5.24607	4.04813
Atcay	0	0.00749712	0	0
Atcayos	0	0	0	0
Ate1	15.226	14.8097	14.0301	14.4322
Atf1	30.8826	30.0162	38.6815	39.0221
Atf2	20.3503	19.0914	16.894	17.2756
Atf3	22.2728	21.126	23.575	21.4156
Atf4	291.399	306.82	245.174	252.624
Atf5	46.5162	57.5474	40.7444	42.2847
Atf6	11.3651	11.8201	10.872	11.4378
Atf6b	51.6551	49.9321	48.2586	48.9793
Atf7	7.45785	7.9287	7.34663	7.57944
Atf7ip	13.8634	15.3291	17.2284	17.1239
Atf7ip2	0	0	0	0
Atg10	1.87426	2.0565	1.57846	1.50384
Atg101	39.6783	37.0098	35.5649	36.8239
Atg12	18.0768	17.6487	15.7561	16.2971
Atg13	10.4444	10.6653	9.506	9.99053
Atg14	5.61696	5.78158	5.10732	5.25553
Atg16l1	14.7042	14.3702	14.8982	15.1219
Atg16l2	5.78259	5.72478	5.54835	5.86298
Atg2a	8.37898	8.56386	8.90554	9.83006
Atg2b	4.52196	4.74677	5.20561	5.65352
Atg3	31.1347	31.5016	32.4492	30.1585
Atg4a	13.5464	13.6023	13.9769	12.4678
Atg4b	14.0055	14.3388	14.4121	15.2573
Atg4c	4.1511	4.108	5.15423	4.57809
Atg4d	4.91487	4.83797	4.79604	5.10971
Atg5	23.0937	22.5802	23.2692	23.0423
Atg7	19.9312	19.5444	23.0564	23.904
Atg9a	18.7783	18.6128	19.6036	20.3835
Atg9b	9.61356	9.73777	10.7571	10.3724
Athl1	4.58222	4.08725	3.42746	3.4604
Atic	54.1837	55.5537	57.6278	63.824
Atl1	1.92427	1.90035	2.61027	2.63192
Atl2	21.8059	22.1133	22.0131	20.8431
Atl3	40.7466	42.0009	41.375	42.59
Atm	3.36328	3.86406	4.07356	4.7178
Atmin	8.3933	8.92104	6.95973	7.8086
Atn1	28.19	28.8956	27.8113	30.0593
Atoh1	0	0	0	0
Atoh7	0	0	0	0
Atoh8	19.5487	17.6711	9.86137	9.41843
